,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-201-200,10,3,1,0,0,14,3.642,3,0,0,0,0,17,SHRYOCK K
,71.43%,21.43%,7.14%,0.00%,0.00%,,,,,,,,,
AERO-201-201,3,3,0,0,0,6,3.5,0,0,0,0,0,6,SHRYOCK K
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-201-500,5,28,5,0,0,38,3,0,0,0,0,0,38,SHRYOCK K
,13.16%,73.68%,13.16%,0.00%,0.00%,,,,,,,,,
AERO-201-501,5,16,4,0,0,25,3.04,0,0,0,1,0,26,SHRYOCK K
,20.00%,64.00%,16.00%,0.00%,0.00%,,,,,,,,,
AERO-201-502,20,22,8,2,0,52,3.153,0,0,0,5,0,57,STRGANAC T
,38.46%,42.31%,15.38%,3.85%,0.00%,,,,,,,,,
COURSE TOTAL:,43,72,18,2,0,135,3.155,3,0,0,6,0,144,
,31.85%,53.33%,13.33%,1.48%,0.00%,,,,,,,,,
AERO-210-500,2,2,21,9,9,43,1.511,0,0,0,8,0,51,VADALI S
,4.65%,4.65%,48.84%,20.93%,20.93%,,,,,,,,,
COURSE TOTAL:,2,2,21,9,9,43,1.511,0,0,0,8,0,51,
,4.65%,4.65%,48.84%,20.93%,20.93%,,,,,,,,,
AERO-212-234,7,1,0,0,0,8,3.875,0,0,0,0,0,8,KARPETIS A
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-212-500,12,23,13,5,0,53,2.792,0,0,0,4,0,57,HARA K
,22.64%,43.40%,24.53%,9.43%,0.00%,,,,,,,,,
AERO-212-501,12,23,12,1,0,48,2.958,1,0,0,1,0,50,KARPETIS A
,25.00%,47.92%,25.00%,2.08%,0.00%,,,,,,,,,
AERO-212-502,5,7,4,3,1,20,2.6,0,0,0,3,0,23,HARA K
,25.00%,35.00%,20.00%,15.00%,5.00%,,,,,,,,,
COURSE TOTAL:,36,54,29,9,1,129,2.891,1,0,0,8,0,138,
,27.91%,41.86%,22.48%,6.98%,0.78%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-214-500,6,18,15,8,4,51,2.274,0,0,0,3,0,54,NARAGHI M
,11.76%,35.29%,29.41%,15.69%,7.84%,,,,,,,,,
COURSE TOTAL:,6,18,15,8,4,51,2.274,0,0,0,3,0,54,
,11.76%,35.29%,29.41%,15.69%,7.84%,,,,,,,,,
AERO-220-500,7,3,2,1,0,13,3.23,0,0,0,1,0,14,MORTARI D
,53.85%,23.08%,15.38%,7.69%,0.00%,,,,,,,,,
AERO-220-501,5,8,5,3,1,22,2.59,0,0,0,6,0,28,MORTARI D
,22.73%,36.36%,22.73%,13.64%,4.55%,,,,,,,,,
COURSE TOTAL:,12,11,7,4,1,35,2.828,0,0,0,7,0,42,
,34.29%,31.43%,20.00%,11.43%,2.86%,,,,,,,,,
AERO-289-500,5,0,2,0,0,7,3.428,0,0,0,0,0,7,STRGANAC T
,71.43%,0.00%,28.57%,0.00%,0.00%,,,,,,,,,
