COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,1,5,18,35,27,24,15,9,6,0,0,0,0,140,2.961,0,0,0,140
,0.71%,3.57% 12.86% 25.00% 19.29% 17.14% 10.71%,,,,,6.43%,4.29%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7010-601,0,2,1,5,2,5,0,0,2,0,0,0,0,17,3,0,0,0,17
PENROSE M,0.00% 11.76%,,5.88% 29.41% 11.76% 29.41%,,,0.00%,0.00% 11.76%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7010-602,1,3,5,6,15,11,4,3,0,0,0,0,0,48,3,0,0,0,48
RAMBO L,2.08%,6.25% 10.42% 12.50% 31.25% 22.92%,,,,8.33%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7010-603,1,5,4,9,16,5,4,3,2,1,0,0,0,50,3,0,0,0,50
HOLLAND H,2.00% 10.00%,,8.00% 18.00% 32.00% 10.00%,,,8.00%,6.00%,4.00%,2.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,10,10,20,33,21,8,6,4,1,0,0,0,115,3,0,0,0,115
,1.74%,8.70%,8.70% 17.39% 28.70% 18.26%,,,6.96%,5.22%,3.48%,0.87%,0.00%,0.00%,0.00%,,,,,,,
LAW-7042-601,2,3,4,10,11,4,8,1,1,0,1,0,0,45,2.999,0,0,0,45
MCGRATH J,4.44%,6.67%,8.89% 22.22% 24.44%,,8.89% 17.78%,,2.22%,2.22%,0.00%,2.22%,0.00%,0.00%,,,,,,,
LAW-7042-602,1,2,3,5,15,7,3,0,1,0,0,0,0,37,3.027,0,0,0,37
HARRINGTON M,2.70%,5.41%,8.11% 13.51% 40.54% 18.92%,,,8.11%,0.00%,2.70%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7042-603,1,3,6,6,24,5,4,2,0,1,1,0,0,53,3,0,0,0,53
HARRINGTON M,1.89%,5.66% 11.32% 11.32% 45.28%,,,9.43%,7.55%,3.77%,0.00%,1.89%,1.89%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,8,13,21,50,16,15,3,2,1,2,0,0,135,3.007,0,0,0,135
,2.96%,5.93%,9.63% 15.56% 37.04% 11.85% 11.11%,,,,2.22%,1.48%,0.74%,1.48%,0.00%,0.00%,,,,,,,
LAW-7056-601,0,3,3,5,6,9,2,1,1,0,0,0,0,30,3,0,0,0,30
ALEXANDER L0.00% 10.00% 10.00% 16.67% 20.00% 30.00%,,,,,,6.67%,3.33%,3.33%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7056-602,3,0,4,6,14,21,1,0,0,0,0,0,0,49,3.001,0,0,0,49
MAGNUSON W,6.12%,0.00%,8.16% 12.24% 28.57% 42.86%,,,2.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,3,7,11,20,30,3,1,1,0,0,0,0,79,3.001,0,0,0,79
,3.80%,3.80%,8.86% 13.92% 25.32% 37.97%,,,3.80%,1.27%,1.27%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7065-601,2,6,3,4,16,12,2,3,2,0,0,0,0,50,3.007,0,0,0,50
PENROSE M,4.00% 12.00%,,6.00%,8.00% 32.00% 24.00%,,4.00%,6.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,6,3,4,16,12,2,3,2,0,0,0,0,50,3.007,0,0,0,50
,4.00% 12.00%,,6.00%,8.00% 32.00% 24.00%,,4.00%,6.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7076-601,1,4,8,5,13,9,9,3,1,0,0,0,0,53,2.975,0,0,0,53
HELGE T,1.89%,7.55% 15.09%,9.43% 24.53% 16.98% 16.98%,,,,5.66%,1.89%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,4,8,5,13,9,9,3,1,0,0,0,0,53,2.975,0,0,0,53
,1.89%,7.55% 15.09%,9.43% 24.53% 16.98% 16.98%,,,,5.66%,1.89%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7080-601,1,2,2,5,8,7,4,2,0,0,0,0,0,31,2.968,0,0,0,31
SEYMORE M,3.23%,6.45%,6.45% 16.13% 25.81% 22.58% 12.90%,,,,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,2,5,8,7,4,2,0,0,0,0,0,31,2.968,0,0,0,31
,3.23%,6.45%,6.45% 16.13% 25.81% 22.58% 12.90%,,,,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7091-601,2,5,9,4,22,6,6,9,0,2,0,0,0,65,2.938,0,0,0,65
FORTNEY S,3.08%,7.69% 13.85%,6.15% 33.85%,,9.23%,9.23% 13.85%,,0.00%,3.08%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,5,9,4,22,6,6,9,0,2,0,0,0,65,2.938,0,0,0,65
,3.08%,7.69% 13.85%,6.15% 33.85%,,9.23%,9.23% 13.85%,,0.00%,3.08%,0.00%,0.00%,0.00%,,,,,,,
LAW-7108-601,0,1,3,10,8,2,0,3,1,0,1,0,0,29,2.976,0,0,0,29
JOHNSON J,0.00%,3.45% 10.34% 34.48% 27.59%,,,6.90%,0.00% 10.34%,,3.45%,0.00%,3.45%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,10,8,2,0,3,1,0,1,0,0,29,2.976,0,0,0,29
,0.00%,3.45% 10.34% 34.48% 27.59%,,,6.90%,0.00% 10.34%,,3.45%,0.00%,3.45%,0.00%,0.00%,,,,,,,
LAW-7112-601,0,0,0,4,3,3,1,0,0,0,0,0,0,11,2.969,0,0,0,11
MURPHY J,0.00%,0.00%,0.00% 36.36% 27.27% 27.27%,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7112-602,0,0,3,2,4,2,0,0,0,0,0,0,0,11,3.182,0,0,0,11
PAULI C,0.00%,0.00% 27.27% 18.18% 36.36% 18.18%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,0,3,6,7,5,1,0,0,0,0,0,0,22,3.075,0,0,0,22
,0.00%,0.00% 13.64% 27.27% 31.82% 22.73%,,,,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7195-601,1,1,2,4,6,5,2,2,0,0,0,0,0,23,2.986,0,0,0,23
BARNES W,4.35%,4.35%,8.70% 17.39% 26.09% 21.74%,,,8.70%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,4,6,5,2,2,0,0,0,0,0,23,2.986,0,0,0,23
,4.35%,4.35%,8.70% 17.39% 26.09% 21.74%,,,8.70%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7203-601,0,5,0,3,2,2,0,1,0,0,0,0,0,13,3.333,0,0,0,13
YU P,0.00% 38.46%,,0.00% 23.08% 15.38% 15.38%,,,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,0,3,2,2,0,1,0,0,0,0,0,13,3.333,0,0,0,13
,0.00% 38.46%,,0.00% 23.08% 15.38% 15.38%,,,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7217-601,0,1,3,4,3,0,0,1,0,0,0,0,0,12,3.277,0,0,0,12
WARE M,0.00%,8.33% 25.00% 33.33% 25.00%,,,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,4,3,0,0,1,0,0,0,0,0,12,3.277,0,0,0,12
,0.00%,8.33% 25.00% 33.33% 25.00%,,,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7222-601,0,1,6,0,0,0,0,0,0,0,0,0,0,7,3.717,0,0,0,7
RAGAVAN S,0.00% 14.29% 85.71%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,6,0,0,0,0,0,0,0,0,0,0,7,3.717,0,0,0,7
,0.00% 14.29% 85.71%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7222S-601,1,3,1,6,4,2,0,0,0,0,0,0,0,17,3.352,0,0,0,17
WASHINGTON K,5.88% 17.65%,,5.88% 35.29% 23.53% 11.76%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,1,6,4,2,0,0,0,0,0,0,0,17,3.352,0,0,0,17
,5.88% 17.65%,,5.88% 35.29% 23.53% 11.76%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7248-601,0,4,7,3,1,1,4,0,0,0,0,0,0,20,3.333,0,0,0,20
GREEN M,0.00% 20.00% 35.00% 15.00%,,,5.00%,5.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,4,7,3,1,1,4,0,0,0,0,0,0,20,3.333,0,0,0,20
,0.00% 20.00% 35.00% 15.00%,,,5.00%,5.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7277-601,1,3,4,1,8,6,3,0,1,0,1,0,0,28,2.989,0,0,0,28
MULVANEY T,3.57% 10.71% 14.29%,,,3.57% 28.57% 21.43% 10.71%,,,0.00%,3.57%,0.00%,3.57%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,4,1,8,6,3,0,1,0,1,0,0,28,2.989,0,0,0,28
,3.57% 10.71% 14.29%,,,3.57% 28.57% 21.43% 10.71%,,,0.00%,3.57%,0.00%,3.57%,0.00%,0.00%,,,,,,,
LAW-7290-601,1,0,1,2,1,0,0,0,0,0,0,0,0,5,3.468,0,0,0,5
HELGE T,20.00%,0.00% 20.00% 40.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,1,2,1,0,0,0,0,0,0,0,0,5,3.468,0,0,0,5
,20.00%,0.00% 20.00% 40.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7301-601,0,2,3,3,11,11,2,1,0,0,0,0,0,33,2.97,0,0,0,33
SPURLOCK J,0.00%,6.06%,9.09%,9.09% 33.33% 33.33%,,6.06%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,3,3,11,11,2,1,0,0,0,0,0,33,2.97,0,0,0,33
,0.00%,6.06%,9.09%,9.09% 33.33% 33.33%,,6.06%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7313-601,1,1,3,2,2,3,0,0,0,0,0,0,0,12,3.307,0,0,0,12
SEYMORE M,8.33%,8.33% 25.00% 16.67% 16.67% 25.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,3,2,2,3,0,0,0,0,0,0,0,12,3.307,0,0,0,12
,8.33%,8.33% 25.00% 16.67% 16.67% 25.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7319-601,0,3,3,5,8,2,1,2,0,1,1,0,0,26,2.986,0,0,0,26
LUCAS G,0.00% 11.54% 11.54% 19.23% 30.77%,,,,7.69%,3.85%,7.69%,0.00%,3.85%,3.85%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,3,5,8,2,1,2,0,1,1,0,0,26,2.986,0,0,0,26
,0.00% 11.54% 11.54% 19.23% 30.77%,,,,7.69%,3.85%,7.69%,0.00%,3.85%,3.85%,0.00%,0.00%,,,,,,,
LAW-7332-601,0,2,1,3,3,0,0,0,0,0,0,0,0,9,3.406,0,0,0,9
MAROUF F,0.00% 22.22% 11.11% 33.33% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,2,1,3,3,0,0,0,0,0,0,0,0,9,3.406,0,0,0,9
,0.00% 22.22% 11.11% 33.33% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7369-601,1,1,2,3,2,0,1,1,0,0,0,0,0,11,3.242,0,0,0,11
MARKOVIC M,9.09%,9.09% 18.18% 27.27% 18.18%,,,0.00%,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,3,2,0,1,1,0,0,0,0,0,11,3.242,0,0,0,11
,9.09%,9.09% 18.18% 27.27% 18.18%,,,0.00%,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7371-601,0,2,2,1,2,2,0,0,0,0,0,0,0,9,3.334,0,0,0,9
MAGNUSON W,0.00% 22.22% 22.22% 11.11% 22.22% 22.22%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,1,2,2,0,0,0,0,0,0,0,9,3.334,0,0,0,9
,0.00% 22.22% 22.22% 11.11% 22.22% 22.22%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7381-601,0,2,2,9,4,3,0,0,0,0,0,0,0,20,3.266,0,0,0,20
SPURLOCK J,0.00% 10.00% 10.00% 45.00% 20.00% 15.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,9,4,3,0,0,0,0,0,0,0,20,3.266,0,0,0,20
,0.00% 10.00% 10.00% 45.00% 20.00% 15.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7383S-601,0,0,5,10,5,0,0,0,0,0,0,0,0,20,3.332,0,0,0,20
REILLY P,0.00%,0.00% 25.00% 50.00% 25.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,5,10,5,0,0,0,0,0,0,0,0,20,3.332,0,0,0,20
,0.00%,0.00% 25.00% 50.00% 25.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7408-601,0,1,1,3,1,1,0,0,0,0,0,0,0,7,3.332,0,0,0,7
MORMANN F,0.00% 14.29% 14.29% 42.86% 14.29% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,3,1,1,0,0,0,0,0,0,0,7,3.332,0,0,0,7
,0.00% 14.29% 14.29% 42.86% 14.29% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7412-601,0,0,0,7,8,8,0,0,0,0,0,0,0,23,2.985,0,0,0,23
ZADEH J,0.00%,0.00%,0.00% 30.43% 34.78% 34.78%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,0,0,7,8,8,0,0,0,0,0,0,0,23,2.985,0,0,0,23
,0.00%,0.00%,0.00% 30.43% 34.78% 34.78%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7418-601,1,5,5,9,7,9,4,2,0,3,0,0,0,45,2.992,0,0,0,45
MORRISON A,2.22% 11.11% 11.11% 20.00% 15.56% 20.00%,,,,,8.89%,4.44%,0.00%,6.67%,0.00%,0.00%,0.00%,,,,,,,
LAW-7418-602,0,4,3,9,13,4,2,4,2,0,0,0,0,41,2.991,0,0,0,41
LUCAS G,0.00%,9.76%,7.32% 21.95% 31.71%,,9.76%,4.88%,9.76%,4.88%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7418-603,2,3,5,15,7,10,6,3,1,1,0,0,0,53,3,0,0,0,53
SOBOL N,3.77%,5.66%,9.43% 28.30% 13.21% 18.87% 11.32%,,,,5.66%,1.89%,1.89%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,12,13,33,27,23,12,9,3,4,0,0,0,139,2.995,0,0,0,139
,2.16%,8.63%,9.35% 23.74% 19.42% 16.55%,,,8.63%,6.47%,2.16%,2.88%,0.00%,0.00%,0.00%,,,,,,,
LAW-7452-601,0,0,3,4,2,0,1,0,0,0,0,0,0,10,3.266,0,0,0,10
VISHNUBHAKAT S,0.00%,0.00% 30.00% 40.00% 20.00%,,,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,3,4,2,0,1,0,0,0,0,0,0,10,3.266,0,0,0,10
,0.00%,0.00% 30.00% 40.00% 20.00%,,,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7488-601,1,1,2,10,5,6,1,3,0,0,0,0,0,29,3.034,0,0,0,29
HENNING W,3.45%,3.45%,6.90% 34.48% 17.24% 20.69%,,,3.45% 10.34%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,10,5,6,1,3,0,0,0,0,0,29,3.034,0,0,0,29
,3.45%,3.45%,6.90% 34.48% 17.24% 20.69%,,,3.45% 10.34%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7500S-601,0,2,5,4,7,1,0,0,0,0,0,0,0,19,3.333,0,0,0,19
DENNIE C,0.00% 10.53% 26.32% 21.05% 36.84%,,,,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,5,4,7,1,0,0,0,0,0,0,0,19,3.333,0,0,0,19
,0.00% 10.53% 26.32% 21.05% 36.84%,,,,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7533-601,1,2,0,5,9,1,7,0,1,0,0,0,0,26,2.935,0,0,0,26
ALTON S,3.85%,7.69%,0.00% 19.23% 34.62%,,3.85% 26.92%,,0.00%,3.85%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,1,2,0,5,9,1,7,0,1,0,0,0,0,26,2.935,0,0,0,26
,3.85%,7.69%,0.00% 19.23% 34.62%,,3.85% 26.92%,,0.00%,3.85%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7550-601,0,2,3,0,4,2,0,0,0,0,0,0,0,11,3.304,0,0,0,11
LUNNEY J,0.00% 18.18% 27.27%,,0.00% 36.36% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,3,0,4,2,0,0,0,0,0,0,0,11,3.304,0,0,0,11
,0.00% 18.18% 27.27%,,0.00% 36.36% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7552-601,0,0,1,5,1,0,0,0,0,0,0,0,0,7,3.331,0,0,0,7
