,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,AGRICULTURE & LIFE SCIENCES,,,,,,,,,,,,,
DEPARTMENT:,"AG LEADERSHIP, EDUC & COMM",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AGCJ-105-501,55,7,1,0,0,63,3.857,0,0,0,0,0,63,WALTHER D
,87.30%,11.11%,1.59%,0.00%,0.00%,,,,,,,,,
AGCJ-105-502,16,4,0,0,0,20,3.8,0,0,0,0,0,20,WALTHER D
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,71,11,1,0,0,83,3.843,0,0,0,0,0,83,
,85.54%,13.25%,1.20%,0.00%,0.00%,,,,,,,,,
AGCJ-281-500,16,11,4,0,0,31,3.387,0,0,0,1,0,32,LEGGETTE H
,51.61%,35.48%,12.90%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,11,4,0,0,31,3.387,0,0,0,1,0,32,
,51.61%,35.48%,12.90%,0.00%,0.00%,,,,,,,,,
AGCJ-305-599,27,20,5,1,1,54,3.314,0,0,0,0,0,54,DUNSFORD D
,50.00%,37.04%,9.26%,1.85%,1.85%,,,,,,,,,
AGCJ-305-700,12,4,5,2,1,24,3,0,0,0,0,0,24,DUNSFORD D
,50.00%,16.67%,20.83%,8.33%,4.17%,,,,,,,,,
COURSE TOTAL:,39,24,10,3,2,78,3.217,0,0,0,0,0,78,
,50.00%,30.77%,12.82%,3.85%,2.56%,,,,,,,,,
AGCJ-307-501,14,4,9,0,1,28,3.071,0,0,0,0,0,28,RUTHERFORD T
,50.00%,14.29%,32.14%,0.00%,3.57%,,,,,,,,,
AGCJ-307-700,8,9,7,0,1,25,2.92,0,0,0,2,0,27,RUTHERFORD T
,32.00%,36.00%,28.00%,0.00%,4.00%,,,,,,,,,
COURSE TOTAL:,22,13,16,0,2,53,3,0,0,0,2,0,55,
,41.51%,24.53%,30.19%,0.00%,3.77%,,,,,,,,,
AGCJ-308-501,12,4,1,0,0,17,3.647,0,0,0,0,0,17,REDWINE T
,70.59%,23.53%,5.88%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,AGRICULTURE & LIFE SCIENCES,,,,,,,,,,,,,
DEPARTMENT:,"AG LEADERSHIP, EDUC & COMM",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,12,4,1,0,0,17,3.647,0,0,0,0,0,17,
,70.59%,23.53%,5.88%,0.00%,0.00%,,,,,,,,,
AGCJ-312-501,38,1,3,0,0,42,3.833,0,0,0,0,0,42,WALTHER D
,90.48%,2.38%,7.14%,0.00%,0.00%,,,,,,,,,
AGCJ-312-700,10,9,12,0,0,31,2.935,0,0,0,2,0,33,MCGRATH P
,32.26%,29.03%,38.71%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,48,10,15,0,0,73,3.452,0,0,0,2,0,75,
,65.75%,13.70%,20.55%,0.00%,0.00%,,,,,,,,,
AGCJ-313-901,7,8,1,0,0,16,3.375,0,0,0,3,0,19,LEGGETTE H
,43.75%,50.00%,6.25%,0.00%,0.00%,,,,,,,,,
AGCJ-313-902,7,7,2,1,0,17,3.176,0,0,0,1,0,18,LEGGETTE H
,41.18%,41.18%,11.76%,5.88%,0.00%,,,,,,,,,
