,30.43%,65.22%,4.35%,0.00%,0.00%,,,,,,,,,
COMM-203-402,19,4,0,0,0,23 3.826,0,0,0,0,0,23,BUTLER C
,82.61%,17.39%,0.00%,0.00%,0.00%,,,,,,,,,
COMM-203-403,10,11,0,0,0,21 3.476,0,0,0,1,1,23,BUTLER C
,47.62%,52.38%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,36,30,1,0,0,67 3.522,0,0,0,1,1,69,
,53.73%,44.78%,1.49%,0.00%,0.00%,,,,,,,,,
ENGL-104-401,8,3,4,0,1,16 3.062,0,0,0,2,0,18,THEIS W
,50.00%,18.75%,25.00%,0.00%,6.25%,,,,,,,,,
ENGL-104-402,1,10,3,2,3,19 2.210,0,0,0,1,0,20,THEIS W
,5.26%,52.63%,15.79%,10.53%,15.79%,,,,,,,,,
ENGL-104-403,18,0,2,0,0,20 3.800,0,0,0,0,0,20,PRESSWOOD P
,90.00%,0.00%,10.00%,0.00%,0.00%,,,,,,,,,
ENGL-104-499,14,4,0,0,0,18 3.778,0,0,0,2,0,20,PRESSWOOD P
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,41,17,9,2,4,73 3.219,0,0,0,5,0,78,
,56.16%,23.29%,12.33%,2.74%,5.48%,,,,,,,,,
ENGL-203-401,1,3,5,0,1,10 2.300,0,0,0,0,0,10,TRABER D
,10.00%,30.00%,50.00%,0.00%,10.00%,,,,,,,,,
ENGL-203-402,1,6,1,0,3,11 2.182,0,0,0,0,0,11,ECHOLS K
,9.09%,54.55%,9.09%,0.00%,27.27%,,,,,,,,,
COURSE TOTAL:,2,9,6,0,4,21 2.238,0,0,0,0,0,21,
,9.52%,42.86%,28.57%,0.00%,19.05%,,,,,,,,,
ENGL-204-401,8,0,0,0,0,8 4.000,0,0,0,0,0,8,BUNCH-DAVIS C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8 4.000,0,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-401,16,2,3,0,0,21 3.619,0,0,0,0,0,21,BROOKS S
,76.19%,9.52%,14.29%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ENGL-210-402,16,3,1,1,1,22 3.454,0,0,0,0,0,22,BROOKS S
,72.73%,13.64%,4.55%,4.55%,4.55%,,,,,,,,,
ENGL-210-403,17,2,1,0,0,20 3.800,0,0,0,0,0,20,BROOKS S
,85.00%,10.00%,5.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-404,14,3,3,0,0,20 3.550,0,0,0,0,0,20,ECHOLS K
,70.00%,15.00%,15.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-405,14,3,0,0,0,17 3.824,0,0,0,2,0,19,ECHOLS K
,82.35%,17.65%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-406,18,1,0,0,0,19 3.947,0,0,0,0,0,19,BROOKS S
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-407,11,7,2,0,1,21 3.286,0,0,0,0,0,21,GARZA J
,52.38%,33.33%,9.52%,0.00%,4.76%,,,,,,,,,
ENGL-210-408,7,6,3,0,4,20 2.600,0,0,0,0,0,20,GARZA J
,35.00%,30.00%,15.00%,0.00%,20.00%,,,,,,,,,
ENGL-210-497,6,9,4,2,0,21 2.905,0,0,0,0,0,21,GARZA J
,28.57%,42.86%,19.05%,9.52%,0.00%,,,,,,,,,
ENGL-210-498,3,8,4,2,0,17 2.706,0,0,0,3,0,20,GARZA J
,17.65%,47.06%,23.53%,11.76%,0.00%,,,,,,,,,
ENGL-210-499,2,10,4,1,2,19 2.474,0,0,0,1,0,20,GARZA J
,10.53%,52.63%,21.05%,5.26%,10.53%,,,,,,,,,
COURSE TOTAL:,124,54,25,6,8,217 3.290,0,0,0,6,0,223,
,57.14%,24.88%,11.52%,2.76%,3.69%,,,,,,,,,
ENGL-253-401,1,7,3,0,0,11 2.818,0,0,0,2,0,13,TRABER D
,9.09%,63.64%,27.27%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,1,7,3,0,0,11 2.818,0,0,0,2,0,13,
,9.09%,63.64%,27.27%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ENGL-334-401,3,11,8,1,2,25 2.480,0,0,0,0,0,25,CURLEY S
,12.00%,44.00%,32.00%,4.00%,8.00%,,,,,,,,,
COURSE TOTAL:,3,11,8,1,2,25 2.480,0,0,0,0,0,25,
,12.00%,44.00%,32.00%,4.00%,8.00%,,,,,,,,,
ENGL-335-401,9,11,5,0,0,25 3.160,0,0,0,0,0,25,CURLEY S
,36.00%,44.00%,20.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,11,5,0,0,25 3.160,0,0,0,0,0,25,
,36.00%,44.00%,20.00%,0.00%,0.00%,,,,,,,,,
ENGL-374-401,5,3,2,0,0,10 3.300,0,0,0,0,0,10,ECHOLS K
,50.00%,30.00%,20.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,3,2,0,0,10 3.300,0,0,0,0,0,10,
,50.00%,30.00%,20.00%,0.00%,0.00%,,,,,,,,,
HIST-105-401,35,41,13,2,5,96 3.031,0,0,0,1,0,97,LAWHON D
,36.46%,42.71%,13.54%,2.08%,5.21%,,,,,,,,,
COURSE TOTAL:,35,41,13,2,5,96 3.031,0,0,0,1,0,97,
,36.46%,42.71%,13.54%,2.08%,5.21%,,,,,,,,,
HIST-106-401,5,16,17,9,3,50 2.220,0,0,0,4,0,54,WILLETT D
,10.00%,32.00%,34.00%,18.00%,6.00%,,,,,,,,,
HIST-106-403,8,24,25,13,7,77 2.169,0,0,0,5,0,82,BLOMSTEDT L
,10.39%,31.17%,32.47%,16.88%,9.09%,,,,,,,,,
COURSE TOTAL:,13,40,42,22,10,127 2.189,0,0,0,9,0,136,
,10.24%,31.50%,33.07%,17.32%,7.87%,,,,,,,,,
HIST-242-401,10,22,34,16,6,88 2.159,4,0,0,0,0,92,WILLETT D
,11.36%,25.00%,38.64%,18.18%,6.82%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,10,22,34,16,6,88 2.159,4,0,0,0,0,92,
,11.36%,25.00%,38.64%,18.18%,6.82%,,,,,,,,,
HIST-374-401,11,6,1,0,1,19 3.368,0,0,0,0,0,19,RYAN J
,57.89%,31.58%,5.26%,0.00%,5.26%,,,,,,,,,
COURSE TOTAL:,11,6,1,0,1,19 3.368,0,0,0,0,0,19,
,57.89%,31.58%,5.26%,0.00%,5.26%,,,,,,,,,
HIST-405-200,11,0,0,0,0,11 4.000,0,0,0,0,0,11,LAWHON D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
HIST-405-401,52,0,0,0,0,52 4.000,1,0,0,0,0,53,LAWHON D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,63,0,0,0,0,63 4.000,1,0,0,0,0,64,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-120-250,3,3,0,0,2,8 2.625,0,0,0,0,0,8,SLATTON K
,37.50%,37.50%,0.00%,0.00%,25.00%,,,,,,,,,
KINE-120-401,11,8,1,1,0,21 3.381,0,0,0,0,0,21,SLATTON K
,52.38%,38.10%,4.76%,4.76%,0.00%,,,,,,,,,
KINE-120-402,6,9,2,0,1,18 3.056,0,0,0,1,0,19,SLATTON K
,33.33%,50.00%,11.11%,0.00%,5.56%,,,,,,,,,
KINE-120-403,12,8,3,1,0,24 3.292,0,0,0,0,0,24,SLATTON K
,50.00%,33.33%,12.50%,4.17%,0.00%,,,,,,,,,
KINE-120-404,17,2,0,0,0,19 3.895,0,0,0,1,0,20,SLATTON K
,89.47%,10.53%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-120-405,10,7,2,0,0,19 3.421,0,0,0,1,0,20,SLATTON K
,52.63%,36.84%,10.53%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,59,37,8,2,3,109 3.349,0,0,0,3,0,112,
,54.13%,33.94%,7.34%,1.83%,2.75%,,,,,,,,,
KINE-199-414,8,0,0,0,0,8 4.000,0,4,0,1,0,13,SLATTON K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-417,13,0,0,0,0,13 4.000,0,0,0,0,0,13,MARTENS M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-418,12,0,0,0,0,12 4.000,0,0,0,1,0,13,MARTENS M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-420,7,0,0,0,0,7 4.000,0,6,0,0,0,13,MACEO D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-435,11,0,1,0,0,12 3.833,0,5,0,1,1,19,SLATTON K
,91.67%,0.00%,8.33%,0.00%,0.00%,,,,,,,,,
KINE-199-436,8,0,0,0,1,9 3.556,0,4,0,0,0,13,HUFTON A
,88.89%,0.00%,0.00%,0.00%,11.11%,,,,,,,,,
KINE-199-443,7,0,0,0,0,7 4.000,0,4,0,0,0,11,JORDAN M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-459,5,0,0,0,0,5 4.000,1,6,0,0,0,12,BOSQUEZ J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-480,11,1,0,0,0,12 3.917,0,8,0,1,0,21,HUFTON A
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-500,11,0,1,0,0,12 3.833,0,9,0,0,0,21,HUFTON A
,91.67%,0.00%,8.33%,0.00%,0.00%,,,,,,,,,
KINE-199-511,5,0,0,0,0,5 4.000,0,10,0,2,0,17,MACEO D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-512,10,0,1,0,0,11 3.818,0,8,0,0,0,19,SLATTON K
,90.91%,0.00%,9.09%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
KINE-199-513,11,0,0,0,0,11 4.000,0,9,0,2,0,22,MACEO D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
KINE-199-514,7,2,1,0,0,10 3.600,0,7,1,0,0,18,MACEO D
,70.00%,20.00%,10.00%,0.00%,0.00%,,,,,,,,,
KINE-199-521,13,0,0,0,0,13 4.000,0,6,0,1,0,20,MACEO D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,139,3,4,0,1,147 3.898,1,86,1,9,1,245,
,94.56%,2.04%,2.72%,0.00%,0.68%,,,,,,,,,
KINE-210-401,9,10,3,0,1,23 3.130,0,0,0,0,0,23,MARTENS M
,39.13%,43.48%,13.04%,0.00%,4.35%,,,,,,,,,
KINE-210-402,24,0,0,0,0,24 4.000,0,0,0,0,0,24,MACEO D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,33,10,3,0,1,47 3.574,0,0,0,0,0,47,
,70.21%,21.28%,6.38%,0.00%,2.13%,,,,,,,,,
KINE-223-401,11,5,7,0,0,23 3.174,0,0,0,2,0,25,HUFTON A
,47.83%,21.74%,30.43%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,5,7,0,0,23 3.174,0,0,0,2,0,25,
,47.83%,21.74%,30.43%,0.00%,0.00%,,,,,,,,,
MARB-315-403,2,5,2,1,1,11 2.546,0,0,0,2,0,13,MARSHALL C
,18.18%,45.45%,18.18%,9.09%,9.09%,,,,,,,,,
COURSE TOTAL:,2,5,2,1,1,11 2.545,0,0,0,2,0,13,
,18.18%,45.45%,18.18%,9.09%,9.09%,,,,,,,,,
MAST-110-401,5,7,3,1,1,17 2.824,0,0,0,0,0,17,WILLIAMS S
,29.41%,41.18%,17.65%,5.88%,5.88%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MAST-110-402,5,6,4,1,0,16 2.938,0,0,0,0,0,16,WILLIAMS S
,31.25%,37.50%,25.00%,6.25%,0.00%,,,,,,,,,
COURSE TOTAL:,10,13,7,2,1,33 2.879,0,0,0,0,0,33,
,30.30%,39.39%,21.21%,6.06%,3.03%,,,,,,,,,
MAST-120-401,24,1,0,0,0,25 3.960,1,0,0,0,0,26,BOSQUEZ J
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,1,0,0,0,25 3.960,1,0,0,0,0,26,
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-333-401,6,1,1,0,2,10 2.900,0,0,0,0,0,10,PEARL F
,60.00%,10.00%,10.00%,0.00%,20.00%,,,,,,,,,
COURSE TOTAL:,6,1,1,0,2,10 2.900,0,0,0,0,0,10,
,60.00%,10.00%,10.00%,0.00%,20.00%,,,,,,,,,
MAST-345-900,0,5,2,0,2,9 2.111,0,0,0,1,0,10,OERTLING T
,0.00%,55.56%,22.22%,0.00%,22.22%,,,,,,,,,
COURSE TOTAL:,0,5,2,0,2,9 2.111,0,0,0,1,0,10,
,0.00%,55.56%,22.22%,0.00%,22.22%,,,,,,,,,
MAST-352-401,3,3,7,0,0,13 2.692,0,0,0,0,0,13,OERTLING T
,23.08%,23.08%,53.85%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,3,7,0,0,13 2.692,0,0,0,0,0,13,
,23.08%,23.08%,53.85%,0.00%,0.00%,,,,,,,,,
MAST-354-401,13,11,5,1,0,30 3.200,0,0,0,0,0,30,MARK S
,43.33%,36.67%,16.67%,3.33%,0.00%,,,,,,,,,
COURSE TOTAL:,13,11,5,1,0,30 3.200,0,0,0,0,0,30,
,43.33%,36.67%,16.67%,3.33%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MAST-441-401,4,6,1,1,0,12 3.083,0,0,0,2,0,14,OERTLING T
,33.33%,50.00%,8.33%,8.33%,0.00%,,,,,,,,,
COURSE TOTAL:,4,6,1,1,0,12 3.083,0,0,0,2,0,14,
,33.33%,50.00%,8.33%,8.33%,0.00%,,,,,,,,,
MAST-489-401,3,5,2,0,0,10 3.100,0,0,0,0,0,10,DIGEORGIO-LUTZ J
,30.00%,50.00%,20.00%,0.00%,0.00%,,,,,,,,,
MAST-489-404,6,7,0,0,0,13 3.462,0,0,0,0,0,13,JOSVOLL K
,46.15%,53.85%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-489-405,10,2,0,0,0,12 3.833,3,0,0,0,0,15,DOMSKY D
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-489-406,6,1,0,0,0,7 3.857,0,0,0,0,0,7,WILLIAMS S
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-489-407,5,1,0,0,0,6 3.833,0,0,0,0,0,6,BALDWIN A
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-489-408,6,1,0,0,0,7 3.857,0,0,0,0,0,7,ARBUCKLE L
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
MAST-489-409,5,1,0,0,0,6 3.833,0,0,0,0,0,6,ARBUCKLE L
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,41,18,2,0,0,61 3.639,3,0,0,0,0,64,
,67.21%,29.51%,3.28%,0.00%,0.00%,,,,,,,,,
MATH-102-401,1,2,2,1,2,8 1.875,0,0,0,2,0,10,ACERO-SCHERTZER C
,12.50%,25.00%,25.00%,12.50%,25.00%,,,,,,,,,
COURSE TOTAL:,1,2,2,1,2,8 1.875,0,0,0,2,0,10,
,12.50%,25.00%,25.00%,12.50%,25.00%,,,,,,,,,
MATH-141-401,3,9,10,9,4,35 1.943,0,0,0,8,0,43,PANGEMANAN A
,8.57%,25.71%,28.57%,25.71%,11.43%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MATH-141-402,2,5,10,3,9,29 1.586,0,0,0,7,0,36,ACERO-SCHERTZER C
,6.90%,17.24%,34.48%,10.34%,31.03%,,,,,,,,,
MATH-141-403,2,18,10,6,3,39 2.256,0,0,0,5,0,44,ACERO-SCHERTZER C
,5.13%,46.15%,25.64%,15.38%,7.69%,,,,,,,,,
MATH-141-404,3,6,2,1,1,13 2.692,0,0,0,0,0,13,ACERO-SCHERTZER C
,23.08%,46.15%,15.38%,7.69%,7.69%,,,,,,,,,
MATH-141-405,1,1,8,3,2,15 1.733,0,0,0,1,0,16,PANGEMANAN A
,6.67%,6.67%,53.33%,20.00%,13.33%,,,,,,,,,
COURSE TOTAL:,11,39,40,22,19,131 2.008,0,0,0,21,0,152,
,8.40%,29.77%,30.53%,16.79%,14.50%,,,,,,,,,
MATH-142-401,3,3,3,4,1,14 2.214,0,0,0,9,0,23,QIU L
,21.43%,21.43%,21.43%,28.57%,7.14%,,,,,,,,,
MATH-142-402,5,8,4,7,1,25 2.360,0,0,0,9,0,34,QIU L
,20.00%,32.00%,16.00%,28.00%,4.00%,,,,,,,,,
MATH-142-403,4,5,6,4,1,20 2.350,1,0,0,0,0,21,SUEN C
,20.00%,25.00%,30.00%,20.00%,5.00%,,,,,,,,,
MATH-142-404,10,7,8,2,4,31 2.548,0,0,0,8,0,39,GOODSON J
,32.26%,22.58%,25.81%,6.45%,12.90%,,,,,,,,,
MATH-142-405,16,12,8,3,4,43 2.767,0,0,0,2,0,45,GOODSON J
,37.21%,27.91%,18.60%,6.98%,9.30%,,,,,,,,,
MATH-142-406,6,12,9,3,1,31 2.613,0,0,0,15,0,46,GOODSON J
,19.35%,38.71%,29.03%,9.68%,3.23%,,,,,,,,,
MATH-142-407,4,3,1,2,0,10 2.900,1,0,0,4,0,15,LUXEMBURG L
,40.00%,30.00%,10.00%,20.00%,0.00%,,,,,,,,,
COURSE TOTAL:,48,50,39,25,12,174 2.557,2,0,0,47,0,223,
,27.59%,28.74%,22.41%,14.37%,6.90%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MATH-150-402,1,2,3,2,3,11 1.636,0,0,0,5,0,16,PANGEMANAN A
,9.09%,18.18%,27.27%,18.18%,27.27%,,,,,,,,,
COURSE TOTAL:,1,2,3,2,3,11 1.636,0,0,0,5,0,16,
,9.09%,18.18%,27.27%,18.18%,27.27%,,,,,,,,,
MATH-151-401,5,3,9,2,1,20 2.450,0,0,0,2,0,22,QIU L
,25.00%,15.00%,45.00%,10.00%,5.00%,,,,,,,,,
MATH-151-402,3,6,11,5,7,32 1.781,1,0,0,4,0,37,BROWN P
,9.38%,18.75%,34.38%,15.63%,21.88%,,,,,,,,,
MATH-151-403,3,1,1,0,1,6 2.833,0,0,0,0,0,6,QIU L
,50.00%,16.67%,16.67%,0.00%,16.67%,,,,,,,,,
MATH-151-404,0,4,6,1,2,13 1.923,0,0,0,0,0,13,QIU L
,0.00%,30.77%,46.15%,7.69%,15.38%,,,,,,,,,
COURSE TOTAL:,11,14,27,8,11,71 2.085,1,0,0,6,0,78,
,15.49%,19.72%,38.03%,11.27%,15.49%,,,,,,,,,
MATH-152-401,8,7,3,1,0,19 3.158,0,0,0,0,0,19,SUEN C
,42.11%,36.84%,15.79%,5.26%,0.00%,,,,,,,,,
MATH-152-402,2,7,8,0,0,17 2.647,0,0,0,3,0,20,SUEN C
,11.76%,41.18%,47.06%,0.00%,0.00%,,,,,,,,,
MATH-152-403,2,1,5,0,0,8 2.625,0,0,0,1,0,9,BROWN P
,25.00%,12.50%,62.50%,0.00%,0.00%,,,,,,,,,
MATH-152-405,3,2,4,7,1,17 1.941,0,0,0,17,0,34,YI E
,17.65%,11.76%,23.53%,41.18%,5.88%,,,,,,,,,
COURSE TOTAL:,15,17,20,8,1,61 2.607,0,0,0,21,0,82,
,24.59%,27.87%,32.79%,13.11%,1.64%,,,,,,,,,
MATH-251-401,3,8,6,2,0,19 2.632,0,0,0,9,0,28,KANG C
,15.79%,42.11%,31.58%,10.53%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
