-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,3,8,6,2,0,19 2.632,0,0,0,9,0,28,
,15.79%,42.11%,31.58%,10.53%,0.00%,,,,,,,,,
MATH-308-401,5,4,6,3,3,21 2.238,0,0,0,4,0,25,YI E
,23.81%,19.05%,28.57%,14.29%,14.29%,,,,,,,,,
COURSE TOTAL:,5,4,6,3,3,21 2.238,0,0,0,4,0,25,
,23.81%,19.05%,28.57%,14.29%,14.29%,,,,,,,,,
MATH-5316-601,6,1,1,0,0,8 3.625,1,0,0,0,0,9,STERBA-BOATWRIGHT B
,75.00%,12.50%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,1,1,0,0,8 3.625,1,0,0,0,0,9,
,75.00%,12.50%,12.50%,0.00%,0.00%,,,,,,,,,
MUSC-226-401,14,9,8,0,1,32 3.094,0,0,0,2,0,34,VISER V
,43.75%,28.13%,25.00%,0.00%,3.13%,,,,,,,,,
COURSE TOTAL:,14,9,8,0,1,32 3.094,0,0,0,2,0,34,
,43.75%,28.13%,25.00%,0.00%,3.13%,,,,,,,,,
PHIL-381-401,10,6,0,0,0,16 3.625,0,0,0,0,0,16,DOMSKY D
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,6,0,0,0,16 3.625,0,0,0,0,0,16,
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,,
POLS-206-401,18,38,25,4,10,95 2.526,0,0,0,2,0,97,HANEY A
,18.95%,40.00%,26.32%,4.21%,10.53%,,,,,,,,,
COURSE TOTAL:,18,38,25,4,10,95 2.526,0,0,0,2,0,97,
,18.95%,40.00%,26.32%,4.21%,10.53%,,,,,,,,,
POLS-207-401,7,35,29,9,8,88 2.273,0,0,0,9,0,97,HANEY A
,7.95%,39.77%,32.95%,10.23%,9.09%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
POLS-207-402,12,42,34,3,8,99 2.475,0,0,0,5,0,104,HANEY A
,12.12%,42.42%,34.34%,3.03%,8.08%,,,,,,,,,
COURSE TOTAL:,19,77,63,12,16,187 2.380,0,0,0,14,0,201,
,10.16%,41.18%,33.69%,6.42%,8.56%,,,,,,,,,
POLS-347-401,9,12,5,1,0,27 3.074,0,0,0,0,0,27,NYMAN E
,33.33%,44.44%,18.52%,3.70%,0.00%,,,,,,,,,
COURSE TOTAL:,9,12,5,1,0,27 3.074,0,0,0,0,0,27,
,33.33%,44.44%,18.52%,3.70%,0.00%,,,,,,,,,
POLS-366-401,8,0,0,0,0,8 4.000,0,0,0,1,0,9,HANEY A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8 4.000,0,0,0,1,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PSYC-306-401,4,7,1,1,0,13 3.077,0,0,0,0,0,13,COLE C
,30.77%,53.85%,7.69%,7.69%,0.00%,,,,,,,,,
COURSE TOTAL:,4,7,1,1,0,13 3.077,0,0,0,0,0,13,
,30.77%,53.85%,7.69%,7.69%,0.00%,,,,,,,,,
SPAN-101-499,8,5,2,0,4,19 2.684,0,0,0,4,0,23,MANDUJANO M
,42.11%,26.32%,10.53%,0.00%,21.05%,,,,,,,,,
COURSE TOTAL:,8,5,2,0,4,19 2.684,0,0,0,4,0,23,
,42.11%,26.32%,10.53%,0.00%,21.05%,,,,,,,,,
STAT-303-401,5,11,3,1,0,20 3.000,0,0,0,2,0,22,DAVLASHERIDZE M
,25.00%,55.00%,15.00%,5.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,11,3,1,0,20 3.000,0,0,0,2,0,22,
,25.00%,55.00%,15.00%,5.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES - GV,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,959,713,468,149,137,2426 2.910,14,86,1,189,2,2718,
,39.53%,29.39%,19.29%,6.14%,5.65%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
BIOL-111-401,2,3,8,1,1,15 2.267,0,0,0,1,0,16,WARDLE W
,13.33%,20.00%,53.33%,6.67%,6.67%,,,,,,,,,
BIOL-111-402,3,5,5,5,2,20 2.100,0,0,0,0,0,20,WARDLE W
,15.00%,25.00%,25.00%,25.00%,10.00%,,,,,,,,,
BIOL-111-403,6,6,4,0,3,19 2.632,0,0,0,1,0,20,WARDLE W
,31.58%,31.58%,21.05%,0.00%,15.79%,,,,,,,,,
COURSE TOTAL:,11,14,17,6,6,54 2.333,0,0,0,2,0,56,
,20.37%,25.93%,31.48%,11.11%,11.11%,,,,,,,,,
BIOL-112-401,3,6,5,1,0,15 2.733,0,0,0,0,0,15,METZ T
,20.00%,40.00%,33.33%,6.67%,0.00%,,,,,,,,,
BIOL-112-402,3,6,5,0,2,16 2.500,0,0,0,0,0,16,METZ T
,18.75%,37.50%,31.25%,0.00%,12.50%,,,,,,,,,
BIOL-112-403,3,4,5,3,1,16 2.312,0,0,0,0,0,16,METZ T
,18.75%,25.00%,31.25%,18.75%,6.25%,,,,,,,,,
BIOL-112-406,7,6,4,1,0,18 3.056,0,0,0,0,0,18,METZ T
,38.89%,33.33%,22.22%,5.56%,0.00%,,,,,,,,,
BIOL-112-407,0,12,5,1,0,18 2.611,0,0,0,0,0,18,METZ T
,0.00%,66.67%,27.78%,5.56%,0.00%,,,,,,,,,
BIOL-112-409,2,3,6,2,0,13 2.385,0,0,0,1,0,14,METZ T
,15.38%,23.08%,46.15%,15.38%,0.00%,,,,,,,,,
BIOL-112-410,1,8,6,1,0,16 2.562,0,0,0,0,0,16,METZ T
,6.25%,50.00%,37.50%,6.25%,0.00%,,,,,,,,,
BIOL-112-411,2,10,6,0,0,18 2.778,0,0,0,0,0,18,METZ T
,11.11%,55.56%,33.33%,0.00%,0.00%,,,,,,,,,
BIOL-112-412,4,6,5,2,1,18 2.556,0,0,0,0,0,18,METZ T
,22.22%,33.33%,27.78%,11.11%,5.56%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,25,61,47,11,4,148 2.622,0,0,0,1,0,149,
,16.89%,41.22%,31.76%,7.43%,2.70%,,,,,,,,,
BIOL-351-401,10,8,2,0,0,20 3.400,0,0,0,0,0,20,SCHWARZ J
,50.00%,40.00%,10.00%,0.00%,0.00%,,,,,,,,,
BIOL-351-402,8,7,2,0,0,17 3.353,0,0,0,0,0,17,SCHWARZ J
,47.06%,41.18%,11.76%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,15,4,0,0,37 3.378,0,0,0,0,0,37,
,48.65%,40.54%,10.81%,0.00%,0.00%,,,,,,,,,
MARB-300-401,4,10,0,0,0,14 3.286,0,0,0,0,0,14,HALL C
,28.57%,71.43%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,10,0,0,0,14 3.286,0,0,0,0,0,14,
,28.57%,71.43%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-301-401,1,7,3,4,1,16 2.188,0,0,0,0,0,16,MIGLIETTA M
,6.25%,43.75%,18.75%,25.00%,6.25%,,,,,,,,,
MARB-301-402,2,5,6,1,2,16 2.250,0,0,0,0,0,16,MIGLIETTA M
,12.50%,31.25%,37.50%,6.25%,12.50%,,,,,,,,,
MARB-301-403,3,8,5,0,1,17 2.706,0,0,0,0,0,17,MIGLIETTA M
,17.65%,47.06%,29.41%,0.00%,5.88%,,,,,,,,,
MARB-301-404,2,4,5,3,1,15 2.200,0,0,0,0,0,15,MIGLIETTA M
,13.33%,26.67%,33.33%,20.00%,6.67%,,,,,,,,,
MARB-301-405,5,3,4,3,0,15 2.667,0,0,0,0,0,15,MIGLIETTA M
,33.33%,20.00%,26.67%,20.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,27,23,11,5,79 2.405,0,0,0,0,0,79,
,16.46%,34.18%,29.11%,13.92%,6.33%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-303-401,7,7,4,3,0,21 2.857,0,0,0,1,0,22,LIU H
,33.33%,33.33%,19.05%,14.29%,0.00%,,,,,,,,,
MARB-303-402,5,5,5,3,1,19 2.526,0,0,0,0,0,19,LIU H
,26.32%,26.32%,26.32%,15.79%,5.26%,,,,,,,,,
MARB-303-403,4,6,4,2,0,16 2.750,0,0,0,1,0,17,LIU H
,25.00%,37.50%,25.00%,12.50%,0.00%,,,,,,,,,
COURSE TOTAL:,16,18,13,8,1,56 2.714,0,0,0,2,0,58,
,28.57%,32.14%,23.21%,14.29%,1.79%,,,,,,,,,
MARB-310-401,10,5,3,1,0,19 3.263,0,0,0,0,0,19,EYTAN R
,52.63%,26.32%,15.79%,5.26%,0.00%,,,,,,,,,
MARB-310-402,6,8,4,0,0,18 3.111,0,0,0,1,0,19,EYTAN R
,33.33%,44.44%,22.22%,0.00%,0.00%,,,,,,,,,
MARB-310-403,5,6,1,0,0,12 3.333,0,0,0,0,0,12,EYTAN R
,41.67%,50.00%,8.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,21,19,8,1,0,49 3.224,0,0,0,1,0,50,
,42.86%,38.78%,16.33%,2.04%,0.00%,,,,,,,,,
MARB-311-401,1,13,8,1,0,23 2.609,0,0,0,0,0,23,WELLS R
,4.35%,56.52%,34.78%,4.35%,0.00%,,,,,,,,,
MARB-311-402,6,10,7,0,0,23 2.956,0,0,0,0,0,23,WELLS R
,26.09%,43.48%,30.43%,0.00%,0.00%,,,,,,,,,
MARB-311-403,4,7,6,5,0,22 2.454,0,0,0,0,0,22,WELLS R
,18.18%,31.82%,27.27%,22.73%,0.00%,,,,,,,,,
MARB-311-404,4,9,6,1,0,20 2.800,0,0,0,0,0,20,WELLS R
,20.00%,45.00%,30.00%,5.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,39,27,7,0,88 2.705,0,0,0,0,0,88,
,17.05%,44.32%,30.68%,7.95%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-315-401,1,2,6,3,1,13 1.923,0,0,0,0,0,13,MARSHALL C
,7.69%,15.38%,46.15%,23.08%,7.69%,,,,,,,,,
MARB-315-404,2,6,1,3,0,12 2.583,0,0,0,0,0,12,MARSHALL C
,16.67%,50.00%,8.33%,25.00%,0.00%,,,,,,,,,
MARB-315-405,3,4,4,2,1,14 2.429,0,0,0,1,0,15,MARSHALL C
,21.43%,28.57%,28.57%,14.29%,7.14%,,,,,,,,,
MARB-315-406,1,3,3,1,0,8 2.500,0,0,0,2,0,10,MARSHALL C
,12.50%,37.50%,37.50%,12.50%,0.00%,,,,,,,,,
COURSE TOTAL:,7,15,14,9,2,47 2.340,0,0,0,3,0,50,
,14.89%,31.91%,29.79%,19.15%,4.26%,,,,,,,,,
MARB-345-401,5,6,2,0,0,13 3.231,0,0,0,0,0,13,ILIFFE T
,38.46%,46.15%,15.38%,0.00%,0.00%,,,,,,,,,
MARB-345-402,7,5,2,0,0,14 3.357,0,0,0,0,0,14,ILIFFE T
,50.00%,35.71%,14.29%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,12,11,4,0,0,27 3.296,0,0,0,0,0,27,
,44.44%,40.74%,14.81%,0.00%,0.00%,,,,,,,,,
MARB-360-401,9,2,0,1,0,12 3.583,0,0,0,0,0,12,ALVARADO-BREMER J
,75.00%,16.67%,0.00%,8.33%,0.00%,,,,,,,,,
MARB-360-402,12,1,0,0,0,13 3.923,0,0,0,0,0,13,ALVARADO-BREMER J
,92.31%,7.69%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-360-403,8,3,0,0,1,12 3.417,0,0,0,0,0,12,ALVARADO-BREMER J
,66.67%,25.00%,0.00%,0.00%,8.33%,,,,,,,,,
MARB-360-404,8,3,1,0,0,12 3.583,0,0,0,0,0,12,ALVARADO-BREMER J
,66.67%,25.00%,8.33%,0.00%,0.00%,,,,,,,,,
MARB-360-405,9,3,0,0,0,12 3.750,0,0,0,0,0,12,ALVARADO-BREMER J
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-360-406,11,1,0,0,0,12 3.917,0,0,0,0,0,12,ALVARADO-BREMER J
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-360-407,8,4,0,0,0,12 3.667,0,0,0,0,0,12,ALVARADO-BREMER J
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-360-408,7,3,0,0,0,10 3.700,0,0,0,0,0,10,ALVARADO-BREMER J
,70.00%,30.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,72,20,1,1,1,95 3.695,0,0,0,0,0,95,
,75.79%,21.05%,1.05%,1.05%,1.05%,,,,,,,,,
MARB-403-250,8,3,0,0,0,11 3.727,0,0,0,0,0,11,WURSIG B
,72.73%,27.27%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-403-251,10,2,0,0,0,12 3.833,0,0,0,0,0,12,WURSIG B
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-403-252,5,4,0,0,0,9 3.556,0,0,0,1,0,10,WURSIG B
,55.56%,44.44%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-403-253,7,1,0,0,0,8 3.875,0,0,0,1,0,9,WURSIG B
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,30,10,0,0,0,40 3.750,0,0,0,2,0,42,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-404-250,9,0,0,0,0,9 4.000,0,0,0,0,0,9,WURSIG B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-408-901,2,4,6,0,1,13 2.462,0,0,0,0,0,13,STEICHEN J
,15.38%,30.77%,46.15%,0.00%,7.69%,,,,,,,,,
MARB-408-902,2,6,2,2,0,12 2.667,0,0,0,0,0,12,STEICHEN J
,16.67%,50.00%,16.67%,16.67%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-408-903,3,3,4,3,1,14 2.286,0,0,0,0,0,14,STEICHEN J
,21.43%,21.43%,28.57%,21.43%,7.14%,,,,,,,,,
COURSE TOTAL:,7,13,12,5,2,39 2.462,0,0,0,0,0,39,
,17.95%,33.33%,30.77%,12.82%,5.13%,,,,,,,,,
MARB-410-401,41,18,5,4,1,69 3.362,0,0,0,0,0,69,PETERSEN L
,59.42%,26.09%,7.25%,5.80%,1.45%,,,,,,,,,
COURSE TOTAL:,41,18,5,4,1,69 3.362,0,0,0,0,0,69,
,59.42%,26.09%,7.25%,5.80%,1.45%,,,,,,,,,
MARB-420-401,1,7,11,0,0,19 2.474,0,0,0,0,0,19,DAVIS R
,5.26%,36.84%,57.89%,0.00%,0.00%,,,,,,,,,
MARB-420-402,2,10,8,1,0,21 2.619,0,0,0,0,0,21,DAVIS R
,9.52%,47.62%,38.10%,4.76%,0.00%,,,,,,,,,
MARB-420-403,0,8,7,1,1,17 2.294,0,0,0,0,0,17,DAVIS R
,0.00%,47.06%,41.18%,5.88%,5.88%,,,,,,,,,
MARB-420-404,2,5,8,3,1,19 2.210,0,0,0,1,0,20,DAVIS R
,10.53%,26.32%,42.11%,15.79%,5.26%,,,,,,,,,
MARB-420-405,5,7,5,3,0,20 2.700,0,0,0,0,0,20,DAVIS R
,25.00%,35.00%,25.00%,15.00%,0.00%,,,,,,,,,
MARB-420-406,2,8,8,1,1,20 2.450,0,0,0,0,0,20,DAVIS R
,10.00%,40.00%,40.00%,5.00%,5.00%,,,,,,,,,
COURSE TOTAL:,12,45,47,9,3,116 2.466,0,0,0,1,0,117,
,10.34%,38.79%,40.52%,7.76%,2.59%,,,,,,,,,
MARB-426-401,25,0,0,0,0,25 4.000,0,0,0,0,0,25,O'NEAL C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,25,0,0,0,0,25 4.000,0,0,0,0,0,25,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-435-901,3,8,4,0,0,15 2.933,1,0,0,0,0,16,SCHULZE A
,20.00%,53.33%,26.67%,0.00%,0.00%,,,,,,,,,
MARB-435-902,2,8,3,0,0,13 2.923,1,0,0,0,0,14,SCHULZE A
,15.38%,61.54%,23.08%,0.00%,0.00%,,,,,,,,,
MARB-435-903,3,8,5,0,0,16 2.875,0,0,0,0,0,16,SCHULZE A
,18.75%,50.00%,31.25%,0.00%,0.00%,,,,,,,,,
MARB-435-904,3,7,5,0,1,16 2.688,0,0,0,1,0,17,SCHULZE A
,18.75%,43.75%,31.25%,0.00%,6.25%,,,,,,,,,
COURSE TOTAL:,11,31,17,0,1,60 2.850,2,0,0,1,0,63,
,18.33%,51.67%,28.33%,0.00%,1.67%,,,,,,,,,
MARB-460-401,19,4,0,1,1,25 3.560,0,0,0,0,0,25,GUILLEN G
,76.00%,16.00%,0.00%,4.00%,4.00%,,,,,,,,,
COURSE TOTAL:,19,4,0,1,1,25 3.560,0,0,0,0,0,25,
,76.00%,16.00%,0.00%,4.00%,4.00%,,,,,,,,,
MARB-466-401,6,10,8,0,0,24 2.917,0,0,0,0,0,24,BORDA E
,25.00%,41.67%,33.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,10,8,0,0,24 2.917,0,0,0,0,0,24,
,25.00%,41.67%,33.33%,0.00%,0.00%,,,,,,,,,
MARB-482-901,15,0,0,0,0,15 4.000,0,0,0,0,0,15,EYTAN R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-482-902,12,2,0,0,0,14 3.857,1,0,0,1,0,16,DAVIS R
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-482-903,16,0,1,0,0,17 3.882,0,0,0,0,0,17,MIGLIETTA M
,94.12%,0.00%,5.88%,0.00%,0.00%,,,,,,,,,
MARB-482-904,14,0,0,0,0,14 4.000,0,0,0,0,0,14,PETERSEN L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-482-905,18,0,0,0,0,18 4.000,0,0,0,0,0,18,HALA D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,75,2,1,0,0,78 3.949,1,0,0,1,0,80,
,96.15%,2.56%,1.28%,0.00%,0.00%,,,,,,,,,
MARB-489-401,7,3,0,0,0,10 3.700,0,0,0,0,0,10,HALA D
,70.00%,30.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,3,0,0,0,10 3.700,0,0,0,0,0,10,
,70.00%,30.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-491-401,7,0,0,0,0,7 4.000,0,0,0,0,0,7,MARSHALL C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-491-404,6,0,0,0,0,6 4.000,0,0,0,0,0,6,WELLS R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-491-408,9,0,0,0,0,9 4.000,1,0,0,0,0,10,WURSIG B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,0,0,0,0,22 4.000,1,0,0,0,0,23,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-610-601,9,1,0,0,0,10 3.900,0,0,0,0,0,10,ARMITAGE CHAN A
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,1,0,0,0,10 3.900,0,0,0,0,0,10,
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-616-601,3,2,0,0,0,5 3.600,0,0,0,0,0,5,ILIFFE T
,60.00%,40.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,2,0,0,0,5 3.600,0,0,0,0,0,5,
,60.00%,40.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-620-601,14,3,0,0,0,17 3.824,1,0,0,0,0,18,ROWE G
,82.35%,17.65%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,3,0,0,0,17 3.824,1,0,0,0,0,18,
,82.35%,17.65%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,504,391,248,73,27,1243 3.023,5,0,0,14,0,1262,
,40.55%,31.46%,19.95%,5.87%,2.17%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE ENGINEERING TECHNOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ENGR-111-406,8,10,3,3,0,24 2.958,0,0,0,0,0,24,CARROLL M
,33.33%,41.67%,12.50%,12.50%,0.00%,,,,,,,,,
ENGR-111-408,14,8,2,0,0,24 3.500,0,0,0,0,0,24,CARROLL M
,58.33%,33.33%,8.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,18,5,3,0,48 3.229,0,0,0,0,0,48,
,45.83%,37.50%,10.42%,6.25%,0.00%,,,,,,,,,
MARE-206-401,5,15,8,6,1,35 2.486,2,0,0,3,0,40,MARTINEZ R
,14.29%,42.86%,22.86%,17.14%,2.86%,,,,,,,,,
COURSE TOTAL:,5,15,8,6,1,35 2.486,2,0,0,3,0,40,
,14.29%,42.86%,22.86%,17.14%,2.86%,,,,,,,,,
MARE-207-401,2,4,12,5,2,25 1.960,1,0,0,0,0,26,KANE M
,8.00%,16.00%,48.00%,20.00%,8.00%,,,,,,,,,
