,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-220-300,13,12,2,0,1,28,3.285,0,0,0,1,0,29,BORISSOV S
,46.43%,42.86%,7.14%,0.00%,3.57%,,,,,,,,,
COURSE TOTAL:,13,12,2,0,1,28,3.285,0,0,0,1,0,29,
,46.43%,42.86%,7.14%,0.00%,3.57%,,,,,,,,,
AERO-485-302,10,0,0,0,0,10,4,0,0,0,0,0,10,CHAMITOFF G
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10,4,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,23,12,2,0,1,38,3.389,0,0,0,1,0,39,
,60.53%,31.58%,5.26%,0.00%,2.63%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BMEN-207-700,17,2,2,2,2,25,3.2,1,0,0,0,0,26,GIBBS H
,68.00%,8.00%,8.00%,8.00%,8.00%,,,,,,,,,
COURSE TOTAL:,17,2,2,2,2,25,3.2,1,0,0,0,0,26,
,68.00%,8.00%,8.00%,8.00%,8.00%,,,,,,,,,
BMEN-211-300,9,8,3,3,1,24,2.875,0,0,0,0,0,24,HUANG S
,37.50%,33.33%,12.50%,12.50%,4.17%,,,,,,,,,
COURSE TOTAL:,9,8,3,3,1,24,2.875,0,0,0,0,0,24,
,37.50%,33.33%,12.50%,12.50%,4.17%,,,,,,,,,
BMEN-350-700,9,9,0,1,4,23,2.782,0,0,0,5,0,28,YEH A
,39.13%,39.13%,0.00%,4.35%,17.39%,,,,,,,,,
COURSE TOTAL:,9,9,0,1,4,23,2.782,0,0,0,5,0,28,
,39.13%,39.13%,0.00%,4.35%,17.39%,,,,,,,,,
BMEN-448-350,5,0,0,0,0,5,4,0,0,0,0,0,5,MORENO M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-485-350,3,2,0,0,0,5,3.6,0,0,0,0,0,5,MAITLAND K
,60.00%,40.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,2,0,0,0,5,3.6,0,0,0,0,0,5,
,60.00%,40.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,43,21,5,6,7,82,3.06,1,0,0,5,0,88,
,52.44%,25.61%,6.10%,7.32%,8.54%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,CHEMICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEN-205-200,8,26,13,0,0,47,2.893,0,0,0,0,0,47,HOLTZAPPLE M
,17.02%,55.32%,27.66%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,26,13,0,0,47,2.893,0,0,0,0,0,47,
,17.02%,55.32%,27.66%,0.00%,0.00%,,,,,,,,,
CHEN-320-200,6,6,0,0,0,12,3.5,0,0,0,0,0,12,GLOVER C
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,6,0,0,0,12,3.5,0,0,0,0,0,12,
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
CHEN-323-200,6,8,1,0,0,15,3.333,0,0,0,0,0,15,VADDIRAJU S
,40.00%,53.33%,6.67%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,8,1,0,0,15,3.333,0,0,0,0,0,15,
,40.00%,53.33%,6.67%,0.00%,0.00%,,,,,,,,,
CHEN-414-900,25,0,0,0,0,25,4,0,0,0,0,0,25,MASHUGA C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,0,0,0,0,25,4,0,0,0,0,0,25,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
CHEN-424-200,7,14,7,0,0,28,3,0,0,0,1,0,29,KAO K
,25.00%,50.00%,25.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,14,7,0,0,28,3,0,0,0,1,0,29,
,25.00%,50.00%,25.00%,0.00%,0.00%,,,,,,,,,
CHEN-464-100,15,14,7,0,0,36,3.222,0,0,0,0,0,36,JEONG H
,41.67%,38.89%,19.44%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,14,7,0,0,36,3.222,0,0,0,0,0,36,
,41.67%,38.89%,19.44%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,CHEMICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,67,68,28,0,0,163,3.152,0,0,0,1,0,164,
,41.10%,41.72%,17.18%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,CIVIL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CVEN-302-300,9,5,4,1,0,19,3.157,0,0,0,0,0,19,CHANG K
,47.37%,26.32%,21.05%,5.26%,0.00%,,,,,,,,,
COURSE TOTAL:,9,5,4,1,0,19,3.157,0,0,0,0,0,19,
,47.37%,26.32%,21.05%,5.26%,0.00%,,,,,,,,,
CVEN-305-301,22,25,25,7,3,82,2.682,0,0,0,2,0,84,NOSHADRAVAN A
,26.83%,30.49%,30.49%,8.54%,3.66%,,,,,,,,,
COURSE TOTAL:,22,25,25,7,3,82,2.682,0,0,0,2,0,84,
,26.83%,30.49%,30.49%,8.54%,3.66%,,,,,,,,,
CVEN-322-150,9,12,0,0,0,21,3.428,0,0,0,0,0,21,QUADRIFOGLIO L
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,,
CVEN-322-250,18,4,1,0,0,23,3.739,0,0,0,0,0,23,QUADRIFOGLIO L
,78.26%,17.39%,4.35%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,27,16,1,0,0,44,3.59,0,0,0,0,0,44,
,61.36%,36.36%,2.27%,0.00%,0.00%,,,,,,,,,
CVEN-339-150,12,4,1,0,1,18,3.444,0,0,0,0,0,18,OLIVERA F
,66.67%,22.22%,5.56%,0.00%,5.56%,,,,,,,,,
CVEN-339-300,6,15,2,0,0,23,3.173,0,0,0,0,0,23,LONDON M
,26.09%,65.22%,8.70%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,19,3,0,1,41,3.292,0,0,0,0,0,41,
,43.90%,46.34%,7.32%,0.00%,2.44%,,,,,,,,,
CVEN-345-300,9,15,5,0,0,29,3.137,0,0,0,0,0,29,LOWERY L
,31.03%,51.72%,17.24%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,15,5,0,0,29,3.137,0,0,0,0,0,29,
,31.03%,51.72%,17.24%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,CIVIL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CVEN-349-250,16,7,0,0,0,23,3.695,0,0,0,0,0,23,DAMNJANOVIC I
,69.57%,30.43%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,7,0,0,0,23,3.695,0,0,0,0,0,23,
,69.57%,30.43%,0.00%,0.00%,0.00%,,,,,,,,,
CVEN-365-301,9,8,2,0,0,19,3.368,0,0,0,0,0,19,AUBENY C
,47.37%,42.11%,10.53%,0.00%,0.00%,,,,,,,,,
CVEN-365-302,5,11,2,0,0,18,3.166,0,0,0,0,0,18,AUBENY C
,27.78%,61.11%,11.11%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,19,4,0,0,37,3.27,0,0,0,0,0,37,
,37.84%,51.35%,10.81%,0.00%,0.00%,,,,,,,,,
CVEN-403-100,13,3,0,0,0,16,3.812,0,0,0,0,0,16,GHARAIBEH N
,81.25%,18.75%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,3,0,0,0,16,3.812,0,0,0,0,0,16,
