,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-209-100,49,116,54,0,0,219,2.977,1,0,0,4,0,224,HEAD M
,22.37%,52.97%,24.66%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,49,116,54,0,0,219,2.977,1,0,0,4,0,224,
,22.37%,52.97%,24.66%,0.00%,0.00%,,,,,,,,,
ACCT-210-200,8,21,13,4,0,46,2.717,0,0,0,2,0,48,ALLEN N
,17.39%,45.65%,28.26%,8.70%,0.00%,,,,,,,,,
COURSE TOTAL:,8,21,13,4,0,46,2.717,0,0,0,2,0,48,
,17.39%,45.65%,28.26%,8.70%,0.00%,,,,,,,,,
ACCT-229-100,22,17,9,6,2,56,2.91,1,0,0,1,0,58,LARKIN R
,39.29%,30.36%,16.07%,10.71%,3.57%,,,,,,,,,
COURSE TOTAL:,22,17,9,6,2,56,2.91,1,0,0,1,0,58,
,39.29%,30.36%,16.07%,10.71%,3.57%,,,,,,,,,
ACCT-230-200,12,23,6,5,0,46,2.913,0,0,0,2,0,48,ALLEN N
,26.09%,50.00%,13.04%,10.87%,0.00%,,,,,,,,,
COURSE TOTAL:,12,23,6,5,0,46,2.913,0,0,0,2,0,48,
,26.09%,50.00%,13.04%,10.87%,0.00%,,,,,,,,,
ACCT-321-100,59,0,0,0,0,59,4,0,0,0,0,0,59,ROACH K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,59,0,0,0,0,59,4,0,0,0,0,0,59,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-327-100,10,18,18,3,1,50,2.66,0,0,0,3,0,53,BLASOR T
,20.00%,36.00%,36.00%,6.00%,2.00%,,,,,,,,,
COURSE TOTAL:,10,18,18,3,1,50,2.66,0,0,0,3,0,53,
,20.00%,36.00%,36.00%,6.00%,2.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-328-200,24,25,14,0,1,64,3.109,1,0,0,2,0,67,LARKIN R
,37.50%,39.06%,21.88%,0.00%,1.56%,,,,,,,,,
COURSE TOTAL:,24,25,14,0,1,64,3.109,1,0,0,2,0,67,
,37.50%,39.06%,21.88%,0.00%,1.56%,,,,,,,,,
ACCT-329-199,27,33,6,0,0,66,3.318,0,0,0,2,0,68,FARMER K
,40.91%,50.00%,9.09%,0.00%,0.00%,,,,,,,,,
ACCT-329-299,32,27,3,2,0,64,3.39,0,0,0,0,0,64,FARMER K
,50.00%,42.19%,4.69%,3.13%,0.00%,,,,,,,,,
COURSE TOTAL:,59,60,9,2,0,130,3.353,0,0,0,2,0,132,
,45.38%,46.15%,6.92%,1.54%,0.00%,,,,,,,,,
ACCT-403-100,11,2,0,0,0,13,3.846,0,0,0,1,0,14,DEER S
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,2,0,0,0,13,3.846,0,0,0,1,0,14,
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-405-100,40,30,3,0,0,73,3.506,0,0,0,0,0,73,LARKIN R
,54.79%,41.10%,4.11%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,40,30,3,0,0,73,3.506,0,0,0,0,0,73,
,54.79%,41.10%,4.11%,0.00%,0.00%,,,,,,,,,
ACCT-407-900,9,21,7,0,0,37,3.054,0,0,0,0,0,37,SHAUB M
,24.32%,56.76%,18.92%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,21,7,0,0,37,3.054,0,0,0,0,0,37,
,24.32%,56.76%,18.92%,0.00%,0.00%,,,,,,,,,
ACCT-421-931,49,3,0,0,0,52,3.942,0,0,0,0,0,52,KRAJICEK J
,94.23%,5.77%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-421-932,39,5,0,0,0,44,3.886,0,0,0,1,0,45,KRAJICEK J
,88.64%,11.36%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,88,8,0,0,0,96,3.916,0,0,0,1,0,97,
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-427-100,17,33,7,0,0,57,3.175,0,0,0,2,0,59,BLASOR T
,29.82%,57.89%,12.28%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,33,7,0,0,57,3.175,0,0,0,2,0,59,
,29.82%,57.89%,12.28%,0.00%,0.00%,,,,,,,,,
ACCT-445-100,13,0,0,0,0,13,4,0,0,0,0,0,13,NAFSTAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,0,0,0,0,13,4,0,0,0,0,0,13,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-450-200,45,0,0,0,0,45,4,0,0,0,0,0,45,JOHNSON C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,0,0,0,0,45,4,0,0,0,0,0,45,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-603-100,24,4,0,0,0,28,3.857,0,0,0,1,0,29,DEER S
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,4,0,0,0,28,3.857,0,0,0,1,0,29,
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-610-651,26,2,0,0,0,28,3.928,0,0,0,0,0,28,KINNEY M
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-610-700,11,7,1,1,0,20,3.4,0,0,0,0,0,20,KINNEY M
,55.00%,35.00%,5.00%,5.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,37,9,1,1,0,48,3.708,0,0,0,0,0,48,
,77.08%,18.75%,2.08%,2.08%,0.00%,,,,,,,,,
ACCT-628-201,17,20,3,0,1,41,3.268,0,0,0,1,0,42,SANDERS J
,41.46%,48.78%,7.32%,0.00%,2.44%,,,,,,,,,
ACCT-628-202,16,16,1,0,0,33,3.454,0,0,0,1,0,34,SANDERS J
,48.48%,48.48%,3.03%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,33,36,4,0,1,74,3.351,0,0,0,2,0,76,
,44.59%,48.65%,5.41%,0.00%,1.35%,,,,,,,,,
ACCT-629-200,9,5,0,0,0,14,3.642,0,0,0,0,0,14,FLAGG J
,64.29%,35.71%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,5,0,0,0,14,3.642,0,0,0,0,0,14,
,64.29%,35.71%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-640-100,11,4,4,0,0,19,3.368,0,0,0,1,0,20,FOSTER C
,57.89%,21.05%,21.05%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,4,4,0,0,19,3.368,0,0,0,1,0,20,
,57.89%,21.05%,21.05%,0.00%,0.00%,,,,,,,,,
ACCT-647-200,25,23,1,0,0,49,3.489,0,0,0,0,0,49,REDMAN K
,51.02%,46.94%,2.04%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,23,1,0,0,49,3.489,0,0,0,0,0,49,
,51.02%,46.94%,2.04%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,605,455,150,21,5,1236,3.294,3,0,0,24,0,1263,
,48.95%,36.81%,12.14%,1.70%,0.40%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF BUSINESS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BUAD-700-200,15,24,0,0,0,39,3.384,0,0,0,0,0,39,FLINT G
,38.46%,61.54%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,24,0,0,0,39,3.384,0,0,0,0,0,39,
,38.46%,61.54%,0.00%,0.00%,0.00%,,,,,,,,,
BUAD-701-200,33,6,0,0,0,39,3.846,0,0,0,0,0,39,BLASOR T
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,33,6,0,0,0,39,3.846,0,0,0,0,0,39,
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
