AERS-404-503,22,5,0,0,0,27,3.814,0,0,0,0,0,27,RICHARDSON D
,81.48%,18.52%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,81,9,0,0,0,90,3.9,0,0,0,0,0,90,
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,483,33,1,0,1,518,3.929,1,0,0,1,1,521,
,93.24%,6.37%,0.19%,0.00%,0.19%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,"COMMANDANT, CORPS OF CADETS",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SOMS-111-501,2,5,1,0,0,8,0,0,0,0,0,0,8,QUIN C
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,2,5,1,0,0,8,Error,0,0,0,0,0,8,
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,,
SOMS-181-507,32,0,0,0,0,32,0,0,0,0,0,0,32,BRUMMETT K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-508,29,1,1,0,0,31,0,0,0,0,0,0,31,SCHLATHER B
,93.55%,3.23%,3.23%,0.00%,0.00%,,,,,,,,,
SOMS-181-509,34,0,0,0,0,34,0,0,0,0,0,0,34,CHEATHAM S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-510,33,0,0,0,0,33,0,0,0,0,0,0,33,CHEATHAM S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-511,30,3,2,0,0,35,0,0,0,0,0,0,35,WOOD F
,85.71%,8.57%,5.71%,0.00%,0.00%,,,,,,,,,
SOMS-181-512,28,7,1,0,0,36,0,0,0,0,0,0,36,SCHLATHER B
,77.78%,19.44%,2.78%,0.00%,0.00%,,,,,,,,,
SOMS-181-513,28,2,2,1,1,34,0,0,0,0,0,0,34,REGAN J
,82.35%,5.88%,5.88%,2.94%,2.94%,,,,,,,,,
SOMS-181-514,33,0,0,0,0,33,0,0,0,0,0,0,33,BRUMMETT K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-515,31,0,0,0,0,31,0,0,0,0,0,0,31,PARKER C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-516,32,1,0,0,0,33,0,0,0,0,0,0,33,ORNELAZ D
,96.97%,3.03%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-181-517,29,5,0,0,0,34,0,0,0,0,0,0,34,WOOD F
,85.29%,14.71%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,"COMMANDANT, CORPS OF CADETS",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SOMS-181-518,25,6,1,0,1,33,0,0,0,0,0,0,33,NORRIS D
,75.76%,18.18%,3.03%,0.00%,3.03%,,,,,,,,,
SOMS-181-519,22,8,1,1,1,33,0,0,0,0,0,0,33,FELTS T
,66.67%,24.24%,3.03%,3.03%,3.03%,,,,,,,,,
SOMS-181-520,31,1,0,0,0,32,0,0,0,0,0,0,32,ORNELAZ D
,96.88%,3.13%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,417,34,8,2,3,464,Error,0,0,0,0,0,464,
,89.87%,7.33%,1.72%,0.43%,0.65%,,,,,,,,,
SOMS-281-501,11,1,1,0,0,13,3.666,0,0,0,0,0,13,BROWN T
,84.62%,7.69%,7.69%,0.00%,0.00%,,,,,,,,,
SOMS-281-502,16,3,4,1,0,24,3.733,0,0,0,0,0,24,KELLER D
,66.67%,12.50%,16.67%,4.17%,0.00%,,,,,,,,,
SOMS-281-503,17,7,0,0,0,24,3.777,0,0,0,0,0,24,ALLISON K
,70.83%,29.17%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-281-504,18,3,2,0,1,24,3.823,0,0,0,0,0,24,KELLER D
,75.00%,12.50%,8.33%,0.00%,4.17%,,,,,,,,,
SOMS-281-505,12,3,1,0,0,16,4,0,0,0,0,0,16,BROWN T
,75.00%,18.75%,6.25%,0.00%,0.00%,,,,,,,,,
SOMS-281-506,16,6,2,0,0,24,3.571,0,0,0,0,0,24,PAINE D
,66.67%,25.00%,8.33%,0.00%,0.00%,,,,,,,,,
SOMS-281-507,19,1,1,0,0,21,3.923,1,0,0,0,0,22,BROWN T
,90.48%,4.76%,4.76%,0.00%,0.00%,,,,,,,,,
SOMS-281-508,20,2,1,0,0,23,3.894,0,0,0,0,0,23,BROWN T
,86.96%,8.70%,4.35%,0.00%,0.00%,,,,,,,,,
SOMS-281-509,17,2,0,0,2,21,3.866,0,0,0,0,0,21,BROWN T
,80.95%,9.52%,0.00%,0.00%,9.52%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,"COMMANDANT, CORPS OF CADETS",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SOMS-281-510,14,4,2,0,0,20,3.538,0,0,0,0,0,20,KELLER D
,70.00%,20.00%,10.00%,0.00%,0.00%,,,,,,,,,
SOMS-281-511,19,3,0,0,0,22,4,0,0,0,0,0,22,KELLER D
,86.36%,13.64%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-281-513,18,0,2,0,0,20,3.857,0,0,0,0,0,20,KELLER D
,90.00%,0.00%,10.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,197,35,16,1,3,252,3.79,1,0,0,0,0,253,
,78.17%,13.89%,6.35%,0.40%,1.19%,,,,,,,,,
SOMS-381-531,21,3,0,0,0,24,3.888,0,0,0,0,0,24,KELLER D
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-532,17,3,2,0,1,23,3.727,1,0,0,0,0,24,KELLER D
,73.91%,13.04%,8.70%,0.00%,4.35%,,,,,,,,,
SOMS-381-533,24,0,0,0,0,24,4,0,0,0,0,0,24,BROWN T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-534,14,7,3,0,0,24,3.769,0,0,0,0,0,24,KELLER D
,58.33%,29.17%,12.50%,0.00%,0.00%,,,,,,,,,
SOMS-381-535,12,5,2,0,0,19,3.785,0,0,0,0,0,19,BROWN T
,63.16%,26.32%,10.53%,0.00%,0.00%,,,,,,,,,
SOMS-381-536,24,0,0,0,0,24,4,0,0,0,0,0,24,BROWN T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-538,19,2,1,0,0,22,3.846,1,0,0,0,0,23,KELLER D
,86.36%,9.09%,4.55%,0.00%,0.00%,,,,,,,,,
SOMS-381-539,19,4,1,0,0,24,4,0,0,0,0,0,24,KELLER D
,79.17%,16.67%,4.17%,0.00%,0.00%,,,,,,,,,
SOMS-381-540,21,1,0,0,0,22,4,0,0,0,0,0,22,BROWN T
,95.45%,4.55%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,"COMMANDANT, CORPS OF CADETS",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SOMS-381-541,17,3,3,0,0,23,3.611,0,0,0,0,0,23,BROWN T
,73.91%,13.04%,13.04%,0.00%,0.00%,,,,,,,,,
SOMS-381-542,16,1,0,0,0,17,4,0,0,0,0,0,17,BROWN T
,94.12%,5.88%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-544,8,1,1,0,0,10,3.5,0,0,0,0,0,10,BROWN T
,80.00%,10.00%,10.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-545,25,0,0,0,0,25,4,0,0,0,0,0,25,BROWN T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-381-549,9,3,0,0,0,12,3.666,0,0,0,0,0,12,BROWN T
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,246,33,13,0,1,293,3.868,2,0,0,0,0,295,
,83.96%,11.26%,4.44%,0.00%,0.34%,,,,,,,,,
SOMS-482-501,24,0,0,0,1,25,4,0,0,0,0,0,25,KELLER D
,96.00%,0.00%,0.00%,0.00%,4.00%,,,,,,,,,
SOMS-482-550,27,0,0,0,0,27,4,0,0,0,0,0,27,KELLER D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-482-551,24,0,0,0,0,24,4,1,0,0,0,0,25,KELLER D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-482-552,15,8,0,0,1,24,3.727,0,0,0,0,0,24,KELLER D
,62.50%,33.33%,0.00%,0.00%,4.17%,,,,,,,,,
SOMS-482-553,16,5,1,0,0,22,3.8,0,0,0,0,0,22,KELLER D
,72.73%,22.73%,4.55%,0.00%,0.00%,,,,,,,,,
SOMS-482-555,21,0,0,0,0,21,4,0,0,0,0,0,21,BROWN T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
SOMS-482-556,18,0,0,0,1,19,4,0,0,0,0,0,19,BROWN T
,94.74%,0.00%,0.00%,0.00%,5.26%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,"COMMANDANT, CORPS OF CADETS",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SOMS-482-558,17,2,0,0,1,20,4,0,0,0,0,0,20,KELLER D
,85.00%,10.00%,0.00%,0.00%,5.00%,,,,,,,,,
SOMS-482-561,22,3,0,0,0,25,3.947,0,0,0,1,0,26,KELLER D
,88.00%,12.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,184,18,1,0,4,207,3.948,1,0,0,1,0,209,
,88.89%,8.70%,0.48%,0.00%,1.93%,,,,,,,,,
DEPARTMENT TOTAL:,1046,125,39,3,11,1224,3.859,4,0,0,1,0,1229,
,85.46%,10.21%,3.19%,0.25%,0.90%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MILITARY SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MLSC-122-501,17,1,0,0,0,18,3.944,0,0,0,0,0,18,BEATTY A
,94.44%,5.56%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-502,8,1,0,0,0,9,3.888,0,0,0,0,0,9,BEATTY A
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-504,12,0,0,0,0,12,4,0,0,0,0,0,12,BEATTY A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-505,16,0,0,0,0,16,4,0,0,0,0,0,16,BEATTY A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-507,16,1,0,0,0,17,3.941,0,0,0,0,0,17,BEATTY A
,94.12%,5.88%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-508,20,2,0,0,0,22,3.909,0,0,0,0,0,22,BEATTY A
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-510,8,1,0,0,0,9,3.888,0,0,0,0,0,9,BEATTY A
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-511,12,1,0,0,0,13,3.923,0,0,0,0,0,13,BEATTY A
,92.31%,7.69%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-513,6,1,0,0,0,7,3.857,0,0,0,0,0,7,BEATTY A
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-122-514,7,2,0,0,0,9,3.777,0,0,0,0,0,9,BEATTY A
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,122,10,0,0,0,132,3.924,0,0,0,0,0,132,
,92.42%,7.58%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-222-502,10,12,0,0,0,22,3.454,0,0,0,0,0,22,THOMAS E
,45.45%,54.55%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-222-504,4,14,1,0,0,19,3.157,0,0,0,0,0,19,THOMAS E
,21.05%,73.68%,5.26%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MILITARY SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MLSC-222-506,7,4,1,0,0,12,3.5,0,0,0,0,0,12,THOMAS E
,58.33%,33.33%,8.33%,0.00%,0.00%,,,,,,,,,
MLSC-222-508,7,9,5,0,0,21,3.095,0,0,0,0,0,21,THOMAS E
,33.33%,42.86%,23.81%,0.00%,0.00%,,,,,,,,,
MLSC-222-510,11,6,2,0,1,20,3.3,0,0,0,0,0,20,THOMAS E
,55.00%,30.00%,10.00%,0.00%,5.00%,,,,,,,,,
MLSC-222-512,7,3,2,0,0,12,3.416,0,0,0,1,0,13,THOMAS E
,58.33%,25.00%,16.67%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,46,48,11,0,1,106,3.301,0,0,0,1,0,107,
,43.40%,45.28%,10.38%,0.00%,0.94%,,,,,,,,,
MLSC-322-502,13,0,1,0,0,14,3.857,0,0,0,0,0,14,HARPHAM R
,92.86%,0.00%,7.14%,0.00%,0.00%,,,,,,,,,
MLSC-322-503,17,2,0,0,0,19,3.894,0,0,0,0,0,19,HARPHAM R
,89.47%,10.53%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-322-504,12,2,1,0,0,15,3.733,0,0,0,2,0,17,HARPHAM R
,80.00%,13.33%,6.67%,0.00%,0.00%,,,,,,,,,
MLSC-322-506,13,1,0,0,0,14,3.928,0,0,0,0,0,14,HARPHAM R
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-322-507,17,0,0,0,0,17,4,0,0,0,0,0,17,HARPHAM R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-322-508,14,1,1,0,0,16,3.812,0,0,0,0,0,16,HARPHAM R
,87.50%,6.25%,6.25%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,86,6,3,0,0,95,3.873,0,0,0,2,0,97,
,90.53%,6.32%,3.16%,0.00%,0.00%,,,,,,,,,
MLSC-422-501,12,2,2,0,0,16,3.625,0,0,0,0,0,16,HUEBNER R
,75.00%,12.50%,12.50%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MILITARY SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MLSC-422-502,17,5,0,0,0,22,3.772,0,0,0,0,0,22,HUEBNER R
,77.27%,22.73%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-422-503,9,4,0,0,0,13,3.692,0,0,0,0,0,13,HUEBNER R
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-422-504,11,1,0,0,0,12,3.916,0,0,0,0,0,12,HUEBNER R
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-422-505,16,3,0,0,0,19,3.842,0,0,0,0,0,19,HUEBNER R
,84.21%,15.79%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-422-506,10,1,0,0,0,11,3.909,1,0,0,0,0,12,HUEBNER R
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,75,16,2,0,0,93,3.784,1,0,0,0,0,94,
,80.65%,17.20%,2.15%,0.00%,0.00%,,,,,,,,,
MLSC-485-500,13,0,0,0,0,13,4,0,0,0,0,0,13,HUEBNER R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MLSC-485-503,5,0,0,0,0,5,4,0,0,0,0,0,5,HUEBNER R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,0,0,0,0,18,4,0,0,0,0,0,18,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MILITARY SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,347,80,16,0,1,444,3.709,1,0,0,3,0,448,
,78.15%,18.02%,3.60%,0.00%,0.23%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,NAVAL SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
NVSC-205-501,42,3,3,0,0,48,3.812,0,0,0,0,0,48,MONDAY P
,87.50%,6.25%,6.25%,0.00%,0.00%,,,,,,,,,
NVSC-205-502,44,12,2,0,0,58,3.724,0,0,0,0,0,58,FIELD B
,75.86%,20.69%,3.45%,0.00%,0.00%,,,,,,,,,
NVSC-205-503,28,2,1,0,0,31,3.87,0,0,0,0,0,31,BENTLEY A
,90.32%,6.45%,3.23%,0.00%,0.00%,,,,,,,,,
NVSC-205-504,12,7,3,0,0,22,3.409,0,0,0,0,0,22,DALTON C
,54.55%,31.82%,13.64%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,126,24,9,0,0,159,3.735,0,0,0,0,0,159,
,79.25%,15.09%,5.66%,0.00%,0.00%,,,,,,,,,
NVSC-301-500,23,0,0,0,0,23,4,0,0,0,0,0,23,FIELD B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NVSC-301-501,20,4,0,0,0,24,3.833,0,0,0,0,0,24,HOLY J
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,43,4,0,0,0,47,3.914,0,0,0,0,0,47,
,91.49%,8.51%,0.00%,0.00%,0.00%,,,,,,,,,
NVSC-303-500,20,2,0,0,0,22,3.909,0,0,0,1,0,23,GETTER A
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,2,0,0,0,22,3.909,0,0,0,1,0,23,
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
NVSC-401-501,20,1,0,0,0,21,3.952,0,0,0,0,0,21,LEUTERMANN M
,95.24%,4.76%,0.00%,0.00%,0.00%,,,,,,,,,
NVSC-401-503,22,0,1,0,0,23,3.913,0,0,0,0,0,23,LEUTERMANN M
,95.65%,0.00%,4.35%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MILITARY SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,NAVAL SCIENCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,42,1,1,0,0,44,3.931,0,0,0,0,0,44,
,95.45%,2.27%,2.27%,0.00%,0.00%,,,,,,,,,
NVSC-402-900,13,8,2,0,0,23,3.478,0,0,0,2,0,25,REILLY M
,56.52%,34.78%,8.70%,0.00%,0.00%,,,,,,,,,
NVSC-402-901,22,5,0,0,0,27,3.814,0,0,0,0,0,27,REILLY M
