,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEM-107-401,0,4,11,3,4,22,1.681,0,0,0,13,0,35,ARONSON C
,0.00%,18.18%,50.00%,13.64%,18.18%,,,,,,,,,
CHEM-107-402,4,18,8,4,0,34,2.647,0,0,0,6,0,40,NAIR R
,11.76%,52.94%,23.53%,11.76%,0.00%,,,,,,,,,
CHEM-107-403,3,7,7,2,2,21,2.333,0,0,0,9,0,30,ARONSON C
,14.29%,33.33%,33.33%,9.52%,9.52%,,,,,,,,,
COURSE TOTAL:,7,29,26,9,6,77,2.285,0,0,0,28,0,105,
,9.09%,37.66%,33.77%,11.69%,7.79%,,,,,,,,,
CHEM-117-401,6,6,1,0,2,15,2.933,0,0,0,0,0,15,TOWNSEND G
,40.00%,40.00%,6.67%,0.00%,13.33%,,,,,,,,,
CHEM-117-402,1,5,4,1,1,12,2.333,0,0,0,0,0,12,TOWNSEND G
,8.33%,41.67%,33.33%,8.33%,8.33%,,,,,,,,,
CHEM-117-403,11,6,1,1,0,19,3.421,0,0,0,0,0,19,TOWNSEND G
,57.89%,31.58%,5.26%,5.26%,0.00%,,,,,,,,,
CHEM-117-404,2,4,2,0,1,9,2.666,0,0,0,3,0,12,TOWNSEND G
,22.22%,44.44%,22.22%,0.00%,11.11%,,,,,,,,,
CHEM-117-405,10,6,0,0,0,16,3.625,0,0,0,1,0,17,TOWNSEND G
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,,
CHEM-117-407,3,4,9,1,0,17,2.529,0,0,0,0,0,17,TOWNSEND G
,17.65%,23.53%,52.94%,5.88%,0.00%,,,,,,,,,
COURSE TOTAL:,33,31,17,3,4,88,2.977,0,0,0,4,0,92,
,37.50%,35.23%,19.32%,3.41%,4.55%,,,,,,,,,
CHEM-119-400,4,6,6,1,1,18,2.611,0,0,0,2,0,20,TOWNSEND G
,22.22%,33.33%,33.33%,5.56%,5.56%,,,,,,,,,
CHEM-119-401,1,6,3,0,2,12,2.333,0,0,0,2,0,14,TOWNSEND G
,8.33%,50.00%,25.00%,0.00%,16.67%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,5,12,9,1,3,30,2.5,0,0,0,4,0,34,
,16.67%,40.00%,30.00%,3.33%,10.00%,,,,,,,,,
CHEM-120-200,5,2,0,0,0,7,3.714,0,0,0,0,0,7,GALAN J
,71.43%,28.57%,0.00%,0.00%,0.00%,,,,,,,,,
CHEM-120-401,4,9,7,3,0,23,2.608,0,0,0,1,1,25,TOWNSEND G
,17.39%,39.13%,30.43%,13.04%,0.00%,,,,,,,,,
CHEM-120-402,6,6,4,1,0,17,3,0,0,0,0,0,17,TOWNSEND G
,35.29%,35.29%,23.53%,5.88%,0.00%,,,,,,,,,
CHEM-120-403,1,2,8,3,1,15,1.933,0,0,0,5,0,20,ARONSON C
,6.67%,13.33%,53.33%,20.00%,6.67%,,,,,,,,,
CHEM-120-404,0,3,2,1,2,8,1.75,0,0,0,4,0,12,ARONSON C
,0.00%,37.50%,25.00%,12.50%,25.00%,,,,,,,,,
CHEM-120-405,0,2,3,2,0,7,2,0,0,0,2,0,9,NAIR R
,0.00%,28.57%,42.86%,28.57%,0.00%,,,,,,,,,
CHEM-120-406,2,3,5,3,0,13,2.307,0,0,0,2,0,15,NAIR R
,15.38%,23.08%,38.46%,23.08%,0.00%,,,,,,,,,
CHEM-120-407,5,5,4,1,1,16,2.75,0,0,0,1,0,17,NAIR R
,31.25%,31.25%,25.00%,6.25%,6.25%,,,,,,,,,
CHEM-120-408,3,4,5,3,1,16,2.312,0,0,0,1,0,17,NAIR R
,18.75%,25.00%,31.25%,18.75%,6.25%,,,,,,,,,
CHEM-120-409,2,4,1,2,1,10,2.4,0,0,0,1,0,11,NAIR R
,20.00%,40.00%,10.00%,20.00%,10.00%,,,,,,,,,
COURSE TOTAL:,28,40,39,19,6,132,2.492,0,0,0,17,1,150,
,21.21%,30.30%,29.55%,14.39%,4.55%,,,,,,,,,
CHEM-227-401,7,6,11,6,1,31,2.387,0,0,0,4,0,35,ULLOA O
,22.58%,19.35%,35.48%,19.35%,3.23%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,7,6,11,6,1,31,2.387,0,0,0,4,0,35,
,22.58%,19.35%,35.48%,19.35%,3.23%,,,,,,,,,
