,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEM-101-200,4,5,3,0,0,12,3.083,0,0,0,0,0,12,GALAN J
,33.33%,41.67%,25.00%,0.00%,0.00%,,,,,,,,,
CHEM-101-401,5,24,24,18,3,74,2.135,1,0,0,7,0,82,TOWNSEND G
,6.76%,32.43%,32.43%,24.32%,4.05%,,,,,,,,,
CHEM-101-402,10,10,12,10,8,50,2.08,0,0,0,8,0,58,ARONSON C
,20.00%,20.00%,24.00%,20.00%,16.00%,,,,,,,,,
CHEM-101-403,2,8,19,8,7,44,1.772,0,0,0,7,0,51,ARONSON C
,4.55%,18.18%,43.18%,18.18%,15.91%,,,,,,,,,
COURSE TOTAL:,21,47,58,36,18,180,2.094,1,0,0,22,0,203,
,11.67%,26.11%,32.22%,20.00%,10.00%,,,,,,,,,
CHEM-102-401,7,4,7,11,5,34,1.911,0,0,0,2,0,36,GALAN J
,20.59%,11.76%,20.59%,32.35%,14.71%,,,,,,,,,
COURSE TOTAL:,7,4,7,11,5,34,1.911,0,0,0,2,0,36,
,20.59%,11.76%,20.59%,32.35%,14.71%,,,,,,,,,
CHEM-107-401,6,25,16,12,5,64,2.234,0,0,0,3,0,67,NAIR R
,9.38%,39.06%,25.00%,18.75%,7.81%,,,,,,,,,
CHEM-107-402,7,24,21,9,4,65,2.323,0,0,0,4,0,69,NAIR R
,10.77%,36.92%,32.31%,13.85%,6.15%,,,,,,,,,
CHEM-107-403,9,31,16,7,1,64,2.625,0,0,0,3,0,67,NAIR R
,14.06%,48.44%,25.00%,10.94%,1.56%,,,,,,,,,
CHEM-107-404,7,24,19,14,1,65,2.338,0,0,0,3,1,69,ULLOA O
,10.77%,36.92%,29.23%,21.54%,1.54%,,,,,,,,,
CHEM-107-405,6,40,33,15,3,97,2.319,0,0,0,2,0,99,TOWNSEND G
,6.19%,41.24%,34.02%,15.46%,3.09%,,,,,,,,,
CHEM-107-406,8,12,13,8,6,47,2.17,0,0,0,5,0,52,ARONSON C
,17.02%,25.53%,27.66%,17.02%,12.77%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,43,156,118,65,20,402,2.34,0,0,0,20,1,423,
,10.70%,38.81%,29.35%,16.17%,4.98%,,,,,,,,,
CHEM-111-200,5,5,1,1,0,12,3.166,0,0,0,0,0,12,TOWNSEND G
,41.67%,41.67%,8.33%,8.33%,0.00%,,,,,,,,,
CHEM-111-401,1,4,1,3,2,11,1.909,0,0,0,0,0,11,TOWNSEND G
,9.09%,36.36%,9.09%,27.27%,18.18%,,,,,,,,,
CHEM-111-402,4,5,2,0,3,14,2.5,0,0,0,0,0,14,TOWNSEND G
,28.57%,35.71%,14.29%,0.00%,21.43%,,,,,,,,,
CHEM-111-404,10,5,3,0,0,18,3.388,0,0,0,0,0,18,TOWNSEND G
,55.56%,27.78%,16.67%,0.00%,0.00%,,,,,,,,,
CHEM-111-405,7,6,2,1,0,16,3.187,0,0,0,0,0,16,TOWNSEND G
,43.75%,37.50%,12.50%,6.25%,0.00%,,,,,,,,,
CHEM-111-406,7,4,5,1,1,18,2.833,0,0,0,1,0,19,TOWNSEND G
,38.89%,22.22%,27.78%,5.56%,5.56%,,,,,,,,,
CHEM-111-407,5,6,3,2,1,17,2.705,0,0,0,0,0,17,TOWNSEND G
,29.41%,35.29%,17.65%,11.76%,5.88%,,,,,,,,,
CHEM-111-408,6,6,1,0,0,13,3.384,0,0,0,0,0,13,TOWNSEND G
,46.15%,46.15%,7.69%,0.00%,0.00%,,,,,,,,,
CHEM-111-410,3,7,1,2,1,14,2.642,0,0,0,0,0,14,TOWNSEND G
,21.43%,50.00%,7.14%,14.29%,7.14%,,,,,,,,,
CHEM-111-411,3,8,4,0,1,16,2.75,0,0,0,0,0,16,TOWNSEND G
,18.75%,50.00%,25.00%,0.00%,6.25%,,,,,,,,,
CHEM-111-412,3,11,1,0,1,16,2.937,1,0,0,0,0,17,TOWNSEND G
,18.75%,68.75%,6.25%,0.00%,6.25%,,,,,,,,,
CHEM-111-413,10,5,2,0,0,17,3.47,0,0,0,0,0,17,TOWNSEND G
,58.82%,29.41%,11.76%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,64,72,26,10,10,182,2.934,1,0,0,1,0,184,
,35.16%,39.56%,14.29%,5.49%,5.49%,,,,,,,,,
CHEM-112-401,4,5,1,2,1,13,2.692,0,0,0,0,0,13,TOWNSEND G
,30.77%,38.46%,7.69%,15.38%,7.69%,,,,,,,,,
CHEM-112-403,2,9,2,2,1,16,2.562,0,0,0,0,0,16,TOWNSEND G
,12.50%,56.25%,12.50%,12.50%,6.25%,,,,,,,,,
COURSE TOTAL:,6,14,3,4,2,29,2.62,0,0,0,0,0,29,
,20.69%,48.28%,10.34%,13.79%,6.90%,,,,,,,,,
CHEM-117-401,5,9,2,0,0,16,3.187,0,0,0,1,0,17,TOWNSEND G
,31.25%,56.25%,12.50%,0.00%,0.00%,,,,,,,,,
CHEM-117-402,4,9,2,2,2,19,2.578,0,0,0,0,0,19,TOWNSEND G
,21.05%,47.37%,10.53%,10.53%,10.53%,,,,,,,,,
CHEM-117-403,4,8,3,1,0,16,2.937,0,0,0,0,0,16,TOWNSEND G
,25.00%,50.00%,18.75%,6.25%,0.00%,,,,,,,,,
CHEM-117-404,2,8,4,2,2,18,2.333,0,0,0,0,0,18,TOWNSEND G
,11.11%,44.44%,22.22%,11.11%,11.11%,,,,,,,,,
CHEM-117-405,0,7,4,4,3,18,1.833,0,0,0,0,0,18,TOWNSEND G
,0.00%,38.89%,22.22%,22.22%,16.67%,,,,,,,,,
CHEM-117-406,5,4,5,3,0,17,2.647,0,0,0,0,0,17,TOWNSEND G
,29.41%,23.53%,29.41%,17.65%,0.00%,,,,,,,,,
CHEM-117-407,5,8,1,2,0,16,3,0,0,0,0,0,16,TOWNSEND G
,31.25%,50.00%,6.25%,12.50%,0.00%,,,,,,,,,
CHEM-117-408,5,6,2,1,2,16,2.687,0,0,0,0,0,16,TOWNSEND G
,31.25%,37.50%,12.50%,6.25%,12.50%,,,,,,,,,
CHEM-117-409,5,7,4,1,1,18,2.777,0,0,0,0,0,18,TOWNSEND G
,27.78%,38.89%,22.22%,5.56%,5.56%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEM-117-410,2,8,3,4,2,19,2.21,0,0,0,0,0,19,TOWNSEND G
,10.53%,42.11%,15.79%,21.05%,10.53%,,,,,,,,,
CHEM-117-411,0,10,7,1,0,18,2.5,0,0,0,0,0,18,TOWNSEND G
,0.00%,55.56%,38.89%,5.56%,0.00%,,,,,,,,,
CHEM-117-412,3,7,4,1,2,17,2.47,0,0,0,0,0,17,TOWNSEND G
,17.65%,41.18%,23.53%,5.88%,11.76%,,,,,,,,,
CHEM-117-413,0,7,3,3,3,16,1.875,0,0,0,0,0,16,TOWNSEND G
,0.00%,43.75%,18.75%,18.75%,18.75%,,,,,,,,,
CHEM-117-416,3,6,2,6,0,17,2.352,0,0,0,0,0,17,TOWNSEND G
,17.65%,35.29%,11.76%,35.29%,0.00%,,,,,,,,,
CHEM-117-418,4,8,2,1,2,17,2.647,0,0,0,0,0,17,TOWNSEND G
,23.53%,47.06%,11.76%,5.88%,11.76%,,,,,,,,,
CHEM-117-419,0,5,8,4,0,17,2.058,0,0,0,0,0,17,TOWNSEND G
,0.00%,29.41%,47.06%,23.53%,0.00%,,,,,,,,,
CHEM-117-420,0,7,9,0,2,18,2.166,0,0,0,0,0,18,TOWNSEND G
,0.00%,38.89%,50.00%,0.00%,11.11%,,,,,,,,,
CHEM-117-421,1,10,5,2,2,20,2.3,0,0,0,0,0,20,TOWNSEND G
,5.00%,50.00%,25.00%,10.00%,10.00%,,,,,,,,,
CHEM-117-424,1,10,3,2,2,18,2.333,0,0,0,0,0,18,TOWNSEND G
,5.56%,55.56%,16.67%,11.11%,11.11%,,,,,,,,,
CHEM-117-425,4,7,3,3,1,18,2.555,0,0,0,0,0,18,TOWNSEND G
,22.22%,38.89%,16.67%,16.67%,5.56%,,,,,,,,,
CHEM-117-426,1,5,4,2,5,17,1.705,0,0,0,0,0,17,TOWNSEND G
,5.88%,29.41%,23.53%,11.76%,29.41%,,,,,,,,,
CHEM-117-427,6,2,8,1,0,17,2.764,0,0,0,0,0,17,TOWNSEND G
,35.29%,11.76%,47.06%,5.88%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,FOUNDATIONAL SCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEM-117-428,9,7,0,0,1,17,3.352,0,0,0,0,0,17,TOWNSEND G
,52.94%,41.18%,0.00%,0.00%,5.88%,,,,,,,,,
COURSE TOTAL:,69,165,88,46,32,400,2.482,0,0,0,1,0,401,
,17.25%,41.25%,22.00%,11.50%,8.00%,,,,,,,,,
CHEM-227-401,10,13,13,11,5,52,2.23,1,0,0,4,0,57,MOSER M
,19.23%,25.00%,25.00%,21.15%,9.62%,,,,,,,,,
CHEM-227-402,9,7,21,10,3,50,2.18,0,0,0,3,0,53,ULLOA O
,18.00%,14.00%,42.00%,20.00%,6.00%,,,,,,,,,
COURSE TOTAL:,19,20,34,21,8,102,2.205,1,0,0,7,0,110,
,18.63%,19.61%,33.33%,20.59%,7.84%,,,,,,,,,
CHEM-228-401,2,5,10,7,1,25,2,1,0,0,2,0,28,ULLOA O
,8.00%,20.00%,40.00%,28.00%,4.00%,,,,,,,,,
COURSE TOTAL:,2,5,10,7,1,25,2,1,0,0,2,0,28,
,8.00%,20.00%,40.00%,28.00%,4.00%,,,,,,,,,
