LAW-7002-610,0,0,4,1,6,3,2,1,0,0,0,0,0,17,2.981,0,0,0,17
HAMBLETON J0.00%,,0.00% 23.53%,5.88% 35.29% 17.65% 11.76%,,,,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,8,25,28,52,31,18,6,4,0,1,1,0,176,2.989,0,0,0,176
,1.14%,4.55% 14.20% 15.91% 29.55% 17.61% 10.23%,,,,,3.41%,2.27%,0.00%,0.57%,0.57%,0.00%,,,,,,,
LAW-7010-601,1,4,5,3,8,6,5,1,0,0,0,0,1,34,3,0,0,0,34
RAMBO L,2.94% 11.76% 14.71%,,8.82% 23.53% 17.65% 14.71%,,,,2.94%,0.00%,0.00%,0.00%,0.00%,2.94%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,1,4,5,3,8,6,5,1,0,0,0,0,1,34,3,0,0,0,34
,2.94% 11.76% 14.71%,,8.82% 23.53% 17.65% 14.71%,,,,2.94%,0.00%,0.00%,0.00%,0.00%,2.94%,,,,,,,
LAW-7017-601,0,1,5,8,14,5,3,2,1,0,0,0,0,39,3,0,0,0,39
MORMANN F,0.00%,2.56% 12.82% 20.51% 35.90% 12.82%,,,,7.69%,5.13%,2.56%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7017-602,0,4,5,7,13,0,2,7,1,0,0,0,0,39,2.999,0,0,0,39
TRUJILLO E,0.00% 10.26% 12.82% 17.95% 33.33%,,,,0.00%,5.13% 17.95%,,2.56%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7017-603,1,5,3,6,12,8,3,4,1,0,0,0,0,43,3,0,0,0,43
BARNES W,2.33% 11.63%,,6.98% 13.95% 27.91% 18.60%,,,6.98%,9.30%,2.33%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7017-604,0,5,6,6,6,7,4,2,3,0,0,0,0,39,3,0,0,0,39
HENNING W,0.00% 12.82% 15.38% 15.38% 15.38% 17.95% 10.26%,,,,,,5.13%,7.69%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7017-605,0,0,0,4,5,5,0,1,1,0,0,0,0,16,2.833,0,0,0,16
MCGRATH J,0.00%,0.00%,0.00% 25.00% 31.25% 31.25%,,,0.00%,6.25%,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,15,19,31,50,25,12,16,7,0,0,0,0,176,2.985,0,0,0,176
,0.57%,8.52% 10.80% 17.61% 28.41% 14.20%,,,,6.82%,9.09%,3.98%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7032-601,2,6,3,11,17,9,4,2,2,0,2,0,0,58,2.988,0,0,0,58
LUNNEY J,3.45% 10.34%,,5.17% 18.97% 29.31% 15.52%,,,6.90%,3.45%,3.45%,0.00%,3.45%,0.00%,0.00%,,,,,,,
LAW-7032-602,1,4,5,12,16,13,3,1,3,0,1,0,0,59,2.983,0,0,0,59
SHORT A,1.69%,6.78%,8.47% 20.34% 27.12% 22.03%,,,5.08%,1.69%,5.08%,0.00%,1.69%,0.00%,0.00%,,,,,,,
LAW-7032-603,2,5,6,8,13,15,8,1,1,1,0,0,0,60,2.989,0,0,0,60
CASADO-PEREZ V,3.33%,8.33% 10.00% 13.33% 21.67% 25.00% 13.33%,,,,,1.67%,1.67%,1.67%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,5,15,14,31,46,37,15,4,6,1,3,0,0,177,2.987,0,0,0,177
,2.82%,8.47%,7.91% 17.51% 25.99% 20.90%,,,8.47%,2.26%,3.39%,0.56%,1.69%,0.00%,0.00%,,,,,,,
LAW-7056-601,3,0,3,4,8,13,3,0,0,0,0,0,0,34,3.001,0,0,0,34
MAGNUSON W,8.82%,0.00%,8.82% 11.76% 23.53% 38.24%,,,8.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,3,0,3,4,8,13,3,0,0,0,0,0,0,34,3.001,0,0,0,34
,8.82%,0.00%,8.82% 11.76% 23.53% 38.24%,,,8.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7065-601,0,1,1,10,5,3,4,0,1,0,0,0,0,25,2.998,0,0,0,25
PHILLIPS S,0.00%,4.00%,4.00% 40.00% 20.00% 12.00% 16.00%,,,,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,10,5,3,4,0,1,0,0,0,0,25,2.998,0,0,0,25
,0.00%,4.00%,4.00% 40.00% 20.00% 12.00% 16.00%,,,,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7076-601,1,3,6,14,15,14,3,3,1,1,0,0,0,61,3,0,0,0,61
HELGE T,1.64%,4.92%,9.84% 22.95% 24.59% 22.95%,,,4.92%,4.92%,1.64%,1.64%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,6,14,15,14,3,3,1,1,0,0,0,61,3,0,0,0,61
,1.64%,4.92%,9.84% 22.95% 24.59% 22.95%,,,4.92%,4.92%,1.64%,1.64%,0.00%,0.00%,0.00%,,,,,,,
LAW-7080-601,2,6,5,12,31,7,2,8,3,0,0,0,0,76,2.995,0,0,0,76
SEYMORE M,2.63%,7.89%,6.58% 15.79% 40.79%,,9.21%,2.63% 10.53%,,3.95%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,6,5,12,31,7,2,8,3,0,0,0,0,76,2.995,0,0,0,76
,2.63%,7.89%,6.58% 15.79% 40.79%,,9.21%,2.63% 10.53%,,3.95%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7091-601,1,1,9,6,3,7,7,2,1,0,0,0,0,37,2.991,0,0,0,37
MARKOVIC M,2.70%,2.70% 24.32% 16.22%,,8.11% 18.92% 18.92%,,,5.41%,2.70%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,9,6,3,7,7,2,1,0,0,0,0,37,2.991,0,0,0,37
,2.70%,2.70% 24.32% 16.22%,,8.11% 18.92% 18.92%,,,5.41%,2.70%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7116-601,2,1,1,2,0,0,0,0,0,0,0,0,0,6,3.725,0,0,0,6
PROBASCO R33.33% 16.67% 16.67% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,1,1,2,0,0,0,0,0,0,0,0,0,6,3.725,0,0,0,6
,33.33% 16.67% 16.67% 33.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7117-601,0,1,3,2,2,0,0,0,0,0,0,0,0,8,3.458,0,0,0,8
PROBASCO R,0.00% 12.50% 37.50% 25.00% 25.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,1,3,2,2,0,0,0,0,0,0,0,0,8,3.458,0,0,0,8
,0.00% 12.50% 37.50% 25.00% 25.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7145-601,1,2,3,3,3,2,1,0,0,0,0,0,0,15,3.312,0,0,0,15
BARNES W,6.67% 13.33% 20.00% 20.00% 20.00% 13.33%,,,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,3,3,3,2,1,0,0,0,0,0,0,15,3.312,0,0,0,15
,6.67% 13.33% 20.00% 20.00% 20.00% 13.33%,,,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7174-601,1,2,2,5,3,1,1,0,0,0,0,0,1,16,3.125,0,0,0,16
REIS E,6.25% 12.50% 12.50% 31.25% 18.75%,,,,6.25%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,,,,,,,
COURSE TOTAL:,1,2,2,5,3,1,1,0,0,0,0,0,1,16,3.125,0,0,0,16
,6.25% 12.50% 12.50% 31.25% 18.75%,,,,6.25%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,,,,,,,
LAW-7223-601,0,4,3,5,4,2,0,1,0,0,0,0,0,19,3.315,0,0,0,19
HOLLAND H,0.00% 21.05% 15.79% 26.32% 21.05% 10.53%,,,,,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,3,5,4,2,0,1,0,0,0,0,0,19,3.315,0,0,0,19
,0.00% 21.05% 15.79% 26.32% 21.05% 10.53%,,,,,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7259-601,0,3,2,2,4,1,1,0,0,0,0,0,0,13,3.307,0,0,0,13
HOLLAND H,0.00% 23.08% 15.38% 15.38% 30.77%,,,,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,2,4,1,1,0,0,0,0,0,0,13,3.307,0,0,0,13
,0.00% 23.08% 15.38% 15.38% 30.77%,,,,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7260-601,1,1,1,2,4,0,0,0,0,0,0,0,0,9,3.371,0,0,0,9
GREEN M,11.11% 11.11% 11.11% 22.22% 44.44%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,1,2,4,0,0,0,0,0,0,0,0,9,3.371,0,0,0,9
,11.11% 11.11% 11.11% 22.22% 44.44%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7268-601,0,1,0,11,2,0,0,0,0,0,0,0,0,14,3.33,0,0,0,14
SLATTERY J,0.00%,7.14%,0.00% 78.57% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,1,0,11,2,0,0,0,0,0,0,0,0,14,3.33,0,0,0,14
,0.00%,7.14%,0.00% 78.57% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7277-601,0,2,0,2,1,0,0,0,0,0,0,0,0,5,3.532,0,0,0,5
MORMANN F,0.00% 40.00%,,0.00% 40.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,0,2,1,0,0,0,0,0,0,0,0,5,3.532,0,0,0,5
,0.00% 40.00%,,0.00% 40.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7301-601,0,2,1,4,10,4,3,1,0,0,0,0,0,25,2.986,0,0,0,25
SPURLOCK J,0.00%,8.00%,4.00% 16.00% 40.00% 16.00% 12.00%,,,,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,4,10,4,3,1,0,0,0,0,0,25,2.986,0,0,0,25
,0.00%,8.00%,4.00% 16.00% 40.00% 16.00% 12.00%,,,,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7302-601,1,1,2,2,1,2,0,0,0,0,0,0,0,9,3.372,0,0,0,9
GEORGE J,11.11% 11.11% 22.22% 22.22% 11.11% 22.22%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,2,1,2,0,0,0,0,0,0,0,9,3.372,0,0,0,9
,11.11% 11.11% 22.22% 22.22% 11.11% 22.22%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7316-601,1,1,4,4,3,0,2,0,0,0,0,0,0,15,3.311,0,0,0,15
RAMBO L,6.67%,6.67% 26.67% 26.67% 20.00%,,,0.00% 13.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,4,4,3,0,2,0,0,0,0,0,0,15,3.311,0,0,0,15
,6.67%,6.67% 26.67% 26.67% 20.00%,,,0.00% 13.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7416-601,0,1,3,9,1,2,0,0,0,0,0,0,0,16,3.332,0,0,0,16
SPURLOCK J,0.00%,6.25% 18.75% 56.25%,,6.25% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,9,1,2,0,0,0,0,0,0,0,16,3.332,0,0,0,16
,0.00%,6.25% 18.75% 56.25%,,6.25% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7435-601,2,0,1,4,22,7,0,0,0,0,0,0,0,36,3.047,0,0,0,36
SJOSTROM W,5.56%,0.00%,2.78% 11.11% 61.11% 19.44%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,2,0,1,4,22,7,0,0,0,0,0,0,0,36,3.047,0,0,0,36
,5.56%,0.00%,2.78% 11.11% 61.11% 19.44%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7444-601,0,1,2,1,17,6,0,0,0,0,0,0,0,27,3.025,0,0,0,27
SULLIVAN H,0.00%,3.70%,7.41%,3.70% 62.96% 22.22%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,2,1,17,6,0,0,0,0,0,0,0,27,3.025,0,0,0,27
,0.00%,3.70%,7.41%,3.70% 62.96% 22.22%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7454-601,0,2,6,5,4,10,3,1,0,0,0,0,0,31,3.043,0,0,0,31
NEWMAN N,0.00%,6.45% 19.35% 16.13% 12.90% 32.26%,,,,9.68%,3.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,6,5,4,10,3,1,0,0,0,0,0,31,3.043,0,0,0,31
,0.00%,6.45% 19.35% 16.13% 12.90% 32.26%,,,,9.68%,3.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7458-601,0,0,1,3,7,7,3,1,0,0,0,0,0,22,2.833,0,0,0,22
MCGRATH J,0.00%,0.00%,4.55% 13.64% 31.82% 31.82% 13.64%,,,,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7458-602,0,0,0,2,8,8,0,1,0,0,0,0,0,19,2.843,0,0,0,19
MCGRATH J,0.00%,0.00%,0.00% 10.53% 42.11% 42.11%,,,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,1,5,15,15,3,2,0,0,0,0,0,41,2.838,0,0,0,41
,0.00%,0.00%,2.44% 12.20% 36.59% 36.59%,,,7.32%,4.88%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7484-601,0,1,3,1,0,1,0,0,0,0,0,0,0,6,3.501,0,0,0,6
VISHNUBHAKAT S,0.00% 16.67% 50.00% 16.67%,,,0.00% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,1,0,1,0,0,0,0,0,0,0,6,3.501,0,0,0,6
,0.00% 16.67% 50.00% 16.67%,,,0.00% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7487-601,1,1,0,3,0,0,0,0,0,0,0,0,0,5,3.6,0,0,0,5
GARZA V,20.00% 20.00%,,0.00% 60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,0,3,0,0,0,0,0,0,0,0,0,5,3.6,0,0,0,5
,20.00% 20.00%,,0.00% 60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7488-601,0,3,1,6,1,0,1,0,1,0,0,0,1,14,3.046,0,0,0,14
HENNING W,0.00% 21.43%,7.14% 42.86%,,7.14%,0.00%,7.14%,0.00%,7.14%,0.00%,0.00%,0.00%,7.14%,,,,,,,
COURSE TOTAL:,0,3,1,6,1,0,1,0,1,0,0,0,1,14,3.046,0,0,0,14
,0.00% 21.43%,7.14% 42.86%,,7.14%,0.00%,7.14%,0.00%,7.14%,0.00%,0.00%,0.00%,7.14%,,,,,,,
LAW-7532-601,0,1,0,1,1,1,2,2,0,0,0,0,0,8,2.707,0,0,0,8
BELLOWS C,0.00% 12.50%,0.00% 12.50% 12.50% 12.50% 25.00% 25.00%,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,0,1,1,1,2,2,0,0,0,0,0,8,2.707,0,0,0,8
,0.00% 12.50%,0.00% 12.50% 12.50% 12.50% 25.00% 25.00%,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-601,1,3,2,1,4,5,2,1,2,0,0,0,0,21,2.953,0,0,0,21
SUDDERTH B,4.76% 14.29%,9.52%,4.76% 19.05% 23.81%,,,9.52%,4.76%,9.52%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,2,1,4,5,2,1,2,0,0,0,0,21,2.953,0,0,0,21
,4.76% 14.29%,9.52%,4.76% 19.05% 23.81%,,,9.52%,4.76%,9.52%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7588-601,0,0,4,6,7,1,1,0,0,0,0,0,0,19,3.192,0,0,0,19
BENSON M,0.00%,0.00% 21.05% 31.58% 36.84%,,,5.26%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,4,6,7,1,1,0,0,0,0,0,0,19,3.192,0,0,0,19
,0.00%,0.00% 21.05% 31.58% 36.84%,,,5.26%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7650-601,0,3,0,3,1,1,1,3,0,0,0,0,1,13,2.768,1,0,0,14
AYRES P,0.00% 23.08%,0.00% 23.08%,,7.69%,7.69%,7.69% 23.08%,,0.00%,0.00%,0.00%,0.00%,7.69%,,,,,,,
COURSE TOTAL:,0,3,0,3,1,1,1,3,0,0,0,0,1,13,2.768,1,0,0,14
,0.00% 23.08%,0.00% 23.08%,,7.69%,7.69%,7.69% 23.08%,,0.00%,0.00%,0.00%,0.00%,7.69%,,,,,,,
LAW-7707S-601,1,0,2,9,6,0,0,0,0,0,0,0,0,18,3.295,0,0,0,18
REILLY P,5.56%,0.00% 11.11% 50.00% 33.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,2,9,6,0,0,0,0,0,0,0,0,18,3.295,0,0,0,18
,5.56%,0.00% 11.11% 50.00% 33.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7725-601,1,2,0,1,1,1,0,1,0,0,0,0,0,7,3.287,0,0,0,7
STRICKLAND J,14.29% 28.57%,0.00% 14.29% 14.29% 14.29%,,,,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,0,1,1,1,0,1,0,0,0,0,0,7,3.287,0,0,0,7
,14.29% 28.57%,0.00% 14.29% 14.29% 14.29%,,,,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7779-601,0,2,1,2,3,1,0,2,0,0,0,0,0,11,3.09,0,0,0,11
FUQUA A,0.00% 18.18%,9.09% 18.18% 27.27%,,,9.09%,0.00% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,2,3,1,0,2,0,0,0,0,0,11,3.09,0,0,0,11
