,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
SNYDER F,0.00%,8.00% 16.00% 12.00% 24.00% 20.00% 12.00%,,,,,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,4,3,6,5,3,2,0,0,0,0,0,25,3,0,0,0,25
,0.00%,8.00% 16.00% 12.00% 24.00% 20.00% 12.00%,,,,,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7418-601,2,5,7,7,21,10,4,4,3,0,0,0,0,63,3,0,0,0,63
SOBOL N,3.17%,7.94% 11.11% 11.11% 33.33% 15.87%,,,,6.35%,6.35%,4.76%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7418-602,0,3,6,16,7,13,6,2,0,0,1,0,0,54,2.999,0,0,0,54
PHILLIPS S,0.00%,5.56% 11.11% 29.63% 12.96% 24.07% 11.11%,,,,,3.70%,0.00%,0.00%,1.85%,0.00%,0.00%,,,,,,,
LAW-7418-603,1,4,5,12,17,10,6,7,0,1,0,0,0,63,2.941,0,0,0,63
HELGE T,1.59%,6.35%,7.94% 19.05% 26.98% 15.87%,,,9.52% 11.11%,,0.00%,1.59%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,12,18,35,45,33,16,13,3,1,1,0,0,180,2.979,0,0,0,180
,1.67%,6.67% 10.00% 19.44% 25.00% 18.33%,,,,8.89%,7.22%,1.67%,0.56%,0.56%,0.00%,0.00%,,,,,,,
LAW-7428-601,0,3,5,12,6,8,3,5,0,0,0,0,0,42,3.015,0,1,0,43
ALTON S,0.00%,7.14% 11.90% 28.57% 14.29% 19.05%,,,,7.14% 11.90%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,5,12,6,8,3,5,0,0,0,0,0,42,3.015,0,1,0,43
,0.00%,7.14% 11.90% 28.57% 14.29% 19.05%,,,,7.14% 11.90%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7452-601,2,1,4,4,2,1,2,0,0,0,0,0,0,16,3.334,0,0,0,16
RAGAVAN S,12.50%,6.25% 25.00% 25.00% 12.50%,,,6.25% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,1,4,4,2,1,2,0,0,0,0,0,0,16,3.334,0,0,0,16
,12.50%,6.25% 25.00% 25.00% 12.50%,,,6.25% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7458-601,0,2,1,2,1,1,0,0,0,1,0,0,0,8,3.166,0,1,0,8
MURPHY J,0.00% 25.00% 12.50% 25.00% 12.50% 12.50%,,,,,0.00%,0.00%,0.00% 12.50%,,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,2,1,1,0,0,0,1,0,0,0,8,3.166,0,1,0,8
,0.00% 25.00% 12.50% 25.00% 12.50% 12.50%,,,,,0.00%,0.00%,0.00% 12.50%,,0.00%,0.00%,0.00%,,,,,,,
LAW-7484-601,0,2,1,2,2,2,2,1,0,0,0,0,0,12,3.027,0,0,0,12
MITCHELL T,0.00% 16.67%,,8.33% 16.67% 16.67% 16.67% 16.67%,,,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,2,2,2,2,1,0,0,0,0,0,12,3.027,0,0,0,12
,0.00% 16.67%,,8.33% 16.67% 16.67% 16.67% 16.67%,,,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7488-601,1,2,2,4,5,6,2,1,1,0,0,0,0,24,3,0,0,0,24
HENNING W,4.17%,8.33%,8.33% 16.67% 20.83% 25.00%,,,8.33%,4.17%,4.17%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,2,4,5,6,2,1,1,0,0,0,0,24,3,0,0,0,24
,4.17%,8.33%,8.33% 16.67% 20.83% 25.00%,,,8.33%,4.17%,4.17%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7500S-601,0,5,1,3,4,4,0,0,0,0,0,0,0,17,3.314,0,0,0,17
DENNIE C,0.00% 29.41%,,5.88% 17.65% 23.53% 23.53%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,1,3,4,4,0,0,0,0,0,0,0,17,3.314,0,0,0,17
,0.00% 29.41%,,5.88% 17.65% 23.53% 23.53%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7540-601,0,0,1,1,2,1,2,0,0,0,0,0,0,7,2.904,0,0,0,7
STAFFORD P,0.00%,0.00% 14.29% 14.29% 28.57% 14.29% 28.57%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,1,1,2,1,2,0,0,0,0,0,0,7,2.904,0,0,0,7
,0.00%,0.00% 14.29% 14.29% 28.57% 14.29% 28.57%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7552-601,0,1,0,3,9,8,0,0,0,0,0,0,0,21,2.969,0,0,0,21
SNYDER F,0.00%,4.76%,0.00% 14.29% 42.86% 38.10%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,0,3,9,8,0,0,0,0,0,0,0,21,2.969,0,0,0,21
,0.00%,4.76%,0.00% 14.29% 42.86% 38.10%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7557-601,1,1,1,4,3,0,2,0,0,0,0,0,0,12,3.221,0,0,0,12
HENNING W,8.33%,8.33%,8.33% 33.33% 25.00%,,0.00% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,1,4,3,0,2,0,0,0,0,0,0,12,3.221,0,0,0,12
,8.33%,8.33%,8.33% 33.33% 25.00%,,0.00% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7615-601,1,2,1,2,5,1,0,0,0,0,0,0,0,12,3.334,0,0,0,12
GARCIA D,8.33% 16.67%,,8.33% 16.67% 41.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,1,2,5,1,0,0,0,0,0,0,0,12,3.334,0,0,0,12
,8.33% 16.67%,,8.33% 16.67% 41.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7639-601,0,1,4,1,4,0,0,0,0,0,0,0,1,11,3.091,0,0,0,11
ECKSTEIN G,0.00%,9.09% 36.36%,9.09% 36.36%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,,,,,,,
COURSE TOTAL:,0,1,4,1,4,0,0,0,0,0,0,0,1,11,3.091,0,0,0,11
,0.00%,9.09% 36.36%,9.09% 36.36%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,,,,,,,
LAW-7675-601,1,2,3,2,5,2,0,0,0,0,0,0,0,15,3.334,0,0,0,15
RAMBO L,6.67% 13.33% 20.00% 13.33% 33.33% 13.33%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,3,2,5,2,0,0,0,0,0,0,0,15,3.334,0,0,0,15
,6.67% 13.33% 20.00% 13.33% 33.33% 13.33%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7707S-601,1,3,4,1,10,1,0,0,0,0,0,0,0,20,3.334,0,0,0,20
ALKON C,5.00% 15.00% 20.00%,,5.00% 50.00%,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,4,1,10,1,0,0,0,0,0,0,0,20,3.334,0,0,0,20
,5.00% 15.00% 20.00%,,5.00% 50.00%,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7775S-601,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3.67,0,0,0,6
ZIMMERMANN M,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3.67,0,0,0,6
,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7777-601,0,0,2,8,10,0,0,0,0,0,0,0,0,20,3.199,0,0,0,20
KASPAR-COKER L,0.00%,0.00% 10.00% 40.00% 50.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,2,8,10,0,0,0,0,0,0,0,0,20,3.199,0,0,0,20
,0.00%,0.00% 10.00% 40.00% 50.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7780-601,0,2,4,5,4,0,0,1,0,0,0,0,0,16,3.333,0,0,0,16
KAPLAN M,0.00% 12.50% 25.00% 31.25% 25.00%,,,,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,4,5,4,0,0,1,0,0,0,0,0,16,3.333,0,0,0,16
,0.00% 12.50% 25.00% 31.25% 25.00%,,,,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7785-601,2,2,1,5,7,2,0,0,0,0,0,0,0,19,3.298,0,0,0,19
SPENCE J,10.53% 10.53%,,5.26% 26.32% 36.84% 10.53%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,2,1,5,7,2,0,0,0,0,0,0,0,19,3.298,0,0,0,19
,10.53% 10.53%,,5.26% 26.32% 36.84% 10.53%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7787-601,1,0,3,4,0,1,1,0,0,0,0,0,0,10,3.334,0,0,0,10
FIELDS S,10.00%,0.00% 30.00% 40.00%,,0.00% 10.00% 10.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,3,4,0,1,1,0,0,0,0,0,0,10,3.334,0,0,0,10
,10.00%,0.00% 30.00% 40.00%,,0.00% 10.00% 10.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7789-601,0,0,1,13,1,0,0,0,0,0,0,0,0,15,3.33,0,0,0,15
KISER J,0.00%,0.00%,6.67% 86.67%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,1,13,1,0,0,0,0,0,0,0,0,15,3.33,0,0,0,15
,0.00%,0.00%,6.67% 86.67%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7790-601,0,3,2,2,0,0,0,0,0,0,0,0,0,7,3.714,0,0,0,7
NEWMAN N,0.00% 42.86% 28.57% 28.57%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,2,0,0,0,0,0,0,0,0,0,7,3.714,0,0,0,7
,0.00% 42.86% 28.57% 28.57%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7793-601,0,0,4,10,4,0,0,0,0,0,0,0,0,18,3.332,0,0,0,18
RICH L,0.00%,0.00% 22.22% 55.56% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,4,10,4,0,0,0,0,0,0,0,0,18,3.332,0,0,0,18
,0.00%,0.00% 22.22% 55.56% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7830-602,0,2,7,0,0,0,0,0,0,0,0,0,0,9,3.743,0,0,0,9
KU C,0.00% 22.22% 77.78%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,7,0,0,0,0,0,0,0,0,0,0,9,3.743,0,0,0,9
,0.00% 22.22% 77.78%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7859-601,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,8
BELL S,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,8
,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7865S-601,8,6,0,0,0,0,0,0,0,0,0,0,0,14,4.005,0,0,0,14
CONTRERAS C,57.14% 42.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,8,6,0,0,0,0,0,0,0,0,0,0,0,14,4.005,0,0,0,14
,57.14% 42.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7868-601,0,5,3,0,0,0,0,0,0,0,0,0,0,8,3.876,0,0,0,8
SLATTERY J,0.00% 62.50% 37.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,3,0,0,0,0,0,0,0,0,0,0,8,3.876,0,0,0,8
,0.00% 62.50% 37.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7894-601,1,0,3,3,0,0,1,0,0,0,0,0,0,8,3.417,0,0,0,8
SLOBODIN H12.50%,,0.00% 37.50% 37.50%,,0.00%,0.00% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,3,3,0,0,1,0,0,0,0,0,0,8,3.417,0,0,0,8
,12.50%,0.00% 37.50% 37.50%,,0.00%,0.00% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-601,0,1,3,4,1,2,0,0,0,0,0,0,0,11,3.333,0,0,0,11
RAGAVAN S,0.00%,9.09% 27.27% 36.36%,,9.09% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-602,0,2,2,1,2,2,0,0,0,0,0,0,0,9,3.334,0,0,0,9
ALEXANDER L0.00% 22.22% 22.22% 11.11% 22.22% 22.22%,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-603,1,0,1,1,2,1,0,0,0,0,0,0,0,6,3.28,0,0,0,6
MARKOVIC M16.67%,,0.00% 16.67% 16.67% 33.33% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-604,2,4,2,0,0,0,0,0,0,0,0,0,0,8,3.92,0,0,0,8
GARCIA SANCHEZ G,25.00% 50.00% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-605,0,0,7,3,4,2,0,0,0,0,0,0,0,16,3.313,0,0,0,16
AHDIEH R,0.00%,0.00% 43.75% 18.75% 25.00% 12.50%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-606,0,2,4,3,6,1,0,0,0,0,0,0,0,16,3.333,0,1,0,16
WALKER T,0.00% 12.50% 25.00% 18.75% 37.50%,,,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-607,0,2,1,4,1,2,0,0,0,0,0,0,0,10,3.333,0,0,0,10
RAIBOURN D,0.00% 20.00% 10.00% 40.00% 10.00% 20.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-609,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
ECKSTEIN G,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-610,0,12,2,1,1,0,0,0,0,0,0,0,0,16,3.854,0,0,0,16
HERRERA L,0.00% 75.00% 12.50%,,6.25%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,28,22,17,17,10,0,0,0,0,0,0,0,97,3.544,0,1,0,97
,3.09% 28.87% 22.68% 17.53% 17.53% 10.31%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,,------,-----,---,---,---,------
DEPARTMENT,52,211,273,379,560,313,157,81,24,8,4,0,2,2064,3.096,1,29,0,2066
TOTAL:,2.52% 10.22% 13.23% 18.36% 27.13% 15.16%,,,,,7.61%,3.92%,1.16%,0.39%,0.19%,0.00%,0.10%,,,,,,,
COLLEGE,52,211,273,379,560,313,157,81,24,8,4,0,2,2064,3.096,1,29,0,2066
TOTAL:,2.52% 10.22% 13.23% 18.36% 27.13% 15.16%,,,,,7.61%,3.92%,1.16%,0.39%,0.19%,0.00%,0.10%,,,,,,,
