,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,BUSH SCHOOL OF GOV & PUB SERV,,,,,,,,,,,,,
DEPARTMENT:,BUSH SCHOOL OF GOVT. - DEANS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BUSH-631-601,7,1,0,0,0,8,3.875,0,0,0,0,0,8,NIELSEN R
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
BUSH-631-602,12,1,1,0,0,14,3.785,0,0,0,0,0,14,NIELSEN R
,85.71%,7.14%,7.14%,0.00%,0.00%,,,,,,,,,
BUSH-631-700,17,2,1,0,1,21,3.619,0,0,0,0,0,21,HANNIBAL B
,80.95%,9.52%,4.76%,0.00%,4.76%,,,,,,,,,
COURSE TOTAL:,36,4,2,0,1,43,3.72,0,0,0,0,0,43,
,83.72%,9.30%,4.65%,0.00%,2.33%,,,,,,,,,
BUSH-632-600,6,0,0,0,0,6,4,0,0,0,0,0,6,MARCHBANKS M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6,4,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BUSH-635-601,9,2,3,0,0,14,3.428,0,0,0,0,0,14,SELLARS E
,64.29%,14.29%,21.43%,0.00%,0.00%,,,,,,,,,
BUSH-635-602,10,9,3,0,0,22,3.318,0,0,0,0,0,22,LAHEY J
,45.45%,40.91%,13.64%,0.00%,0.00%,,,,,,,,,
BUSH-635-603,13,2,3,1,0,19,3.421,0,0,0,0,0,19,CARROLL K
,68.42%,10.53%,15.79%,5.26%,0.00%,,,,,,,,,
COURSE TOTAL:,32,13,9,1,0,55,3.381,0,0,0,0,0,55,
,58.18%,23.64%,16.36%,1.82%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,BUSH SCHOOL OF GOV & PUB SERV,,,,,,,,,,,,,
DEPARTMENT:,BUSH SCHOOL OF GOVT. - DEANS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,74,17,11,1,1,104,3.557,0,0,0,0,0,104,
,71.15%,16.35%,10.58%,0.96%,0.96%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,BUSH SCHOOL OF GOV & PUB SERV,,,,,,,,,,,,,
DEPARTMENT:,INTERNATIONAL AFFAIRS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
INTA-601-600,5,0,1,0,0,6,3.666,0,0,0,0,0,6,MUSOMA H
,83.33%,0.00%,16.67%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,1,0,0,6,3.666,0,0,0,0,0,6,
,83.33%,0.00%,16.67%,0.00%,0.00%,,,,,,,,,
INTA-603-700,8,3,0,0,1,12,3.416,0,0,0,1,0,13,RUSSELL R
,66.67%,25.00%,0.00%,0.00%,8.33%,,,,,,,,,
COURSE TOTAL:,8,3,0,0,1,12,3.416,0,0,0,1,0,13,
,66.67%,25.00%,0.00%,0.00%,8.33%,,,,,,,,,
INTA-604-700,4,2,1,0,2,9,2.666,0,0,0,0,0,9,TALBOT B
,44.44%,22.22%,11.11%,0.00%,22.22%,,,,,,,,,
COURSE TOTAL:,4,2,1,0,2,9,2.666,0,0,0,0,0,9,
,44.44%,22.22%,11.11%,0.00%,22.22%,,,,,,,,,
INTA-605-601,11,9,0,0,0,20,3.55,0,0,0,0,0,20,CESARIO B
,55.00%,45.00%,0.00%,0.00%,0.00%,,,,,,,,,
INTA-605-602,10,10,1,0,0,21,3.428,0,0,0,0,0,21,ITZKOWITZ-
,47.62%,47.62%,4.76%,0.00%,0.00%,,,,,,,,,
INTA-605-700,8,5,1,0,2,16,3.062,0,0,0,0,0,16,TALBOT B
,50.00%,31.25%,6.25%,0.00%,12.50%,,,,,,,,,
COURSE TOTAL:,29,24,2,0,2,57,3.368,0,0,0,0,0,57,
,50.88%,42.11%,3.51%,0.00%,3.51%,,,,,,,,,
INTA-608-600,23,2,0,0,0,25,3.92,0,0,0,0,0,25,LENZ E
,92.00%,8.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,23,2,0,0,0,25,3.92,0,0,0,0,0,25,
,92.00%,8.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,BUSH SCHOOL OF GOV & PUB SERV,,,,,,,,,,,,,
DEPARTMENT:,INTERNATIONAL AFFAIRS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
INTA-612-600,13,1,0,0,0,14,3.928,0,0,0,0,0,14,SIEVERT R
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,,
