SNYDER F,0.00% 31.58% 15.79% 21.05% 21.05%,,,,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,5.26%,,,,,,,
COURSE TOTAL:,0,6,3,4,4,0,1,0,0,0,0,0,1,19,3.297,0,0,0,19
,0.00% 31.58% 15.79% 21.05% 21.05%,,,,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,5.26%,,,,,,,
LAW-7065-601,2,2,4,4,10,5,2,1,3,0,0,0,0,33,3.001,0,0,0,33
SEYMORE M,6.06%,6.06% 12.12% 12.12% 30.30% 15.15%,,,,6.06%,3.03%,9.09%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7065-602,0,1,5,4,6,3,4,0,0,0,1,0,0,24,3,0,0,0,24
PHILLIPS S,0.00%,4.17% 20.83% 16.67% 25.00% 12.50% 16.67%,,,,,0.00%,0.00%,0.00%,4.17%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,3,9,8,16,8,6,1,3,0,1,0,0,57,3,0,0,0,57
,3.51%,5.26% 15.79% 14.04% 28.07% 14.04% 10.53%,,,,,1.75%,5.26%,0.00%,1.75%,0.00%,0.00%,,,,,,,
LAW-7076-601,0,2,5,20,2,15,3,5,0,0,0,0,0,52,2.999,0,0,0,52
ALTON S,0.00%,3.85%,9.62% 38.46%,3.85% 28.85%,,5.77%,9.62%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,5,20,2,15,3,5,0,0,0,0,0,52,2.999,0,0,0,52
,0.00%,3.85%,9.62% 38.46%,3.85% 28.85%,,5.77%,9.62%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7080-601,1,6,4,15,19,12,6,5,1,0,0,0,0,69,3.004,0,0,0,69
RAMBO L,1.45%,8.70%,5.80% 21.74% 27.54% 17.39%,,,8.70%,7.25%,1.45%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,6,4,15,19,12,6,5,1,0,0,0,0,69,3.004,0,0,0,69
,1.45%,8.70%,5.80% 21.74% 27.54% 17.39%,,,8.70%,7.25%,1.45%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7091-601,0,5,3,17,17,14,5,3,0,1,0,0,0,65,2.999,0,0,0,65
MARKOVIC M,0.00%,7.69%,4.62% 26.15% 26.15% 21.54%,,,7.69%,4.62%,0.00%,1.54%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,3,17,17,14,5,3,0,1,0,0,0,65,2.999,0,0,0,65
,0.00%,7.69%,4.62% 26.15% 26.15% 21.54%,,,7.69%,4.62%,0.00%,1.54%,0.00%,0.00%,0.00%,,,,,,,
LAW-7104-601,1,2,3,6,5,2,0,0,0,0,0,0,0,19,3.333,0,0,0,19
HARRINGTON M,5.26% 10.53% 15.79% 31.58% 26.32% 10.53%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,3,6,5,2,0,0,0,0,0,0,0,19,3.333,0,0,0,19
,5.26% 10.53% 15.79% 31.58% 26.32% 10.53%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7110-601,0,74,40,5,2,5,1,0,1,0,0,1,0,129,3.747,0,0,0,129
SHORT A,0.00% 57.36% 31.01%,,3.88%,1.55%,3.88%,0.78%,0.00%,0.78%,0.00%,0.00%,0.78%,0.00%,,,,,,,
COURSE TOTAL:,0,74,40,5,2,5,1,0,1,0,0,1,0,129,3.747,0,0,0,129
,0.00% 57.36% 31.01%,,3.88%,1.55%,3.88%,0.78%,0.00%,0.78%,0.00%,0.00%,0.78%,0.00%,,,,,,,
LAW-7113-601,1,2,4,1,10,5,1,0,1,0,0,0,0,25,3.094,0,0,0,25
WATERHOUSE C,4.00%,8.00% 16.00%,4.00% 40.00% 20.00%,,,4.00%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,4,1,10,5,1,0,1,0,0,0,0,25,3.094,0,0,0,25
,4.00%,8.00% 16.00%,4.00% 40.00% 20.00%,,,4.00%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7114-601,0,1,4,6,5,0,0,0,0,0,0,0,0,16,3.353,0,0,0,16
SEYMORE M,0.00%,6.25% 25.00% 37.50% 31.25%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,4,6,5,0,0,0,0,0,0,0,0,16,3.353,0,0,0,16
,0.00%,6.25% 25.00% 37.50% 31.25%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7120-601,0,3,4,0,2,0,0,0,0,0,0,0,0,9,3.631,0,0,0,9
GABRIEL E,0.00% 33.33% 44.44%,,0.00% 22.22%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,4,0,2,0,0,0,0,0,0,0,0,9,3.631,0,0,0,9
,0.00% 33.33% 44.44%,,0.00% 22.22%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7145-601,1,1,5,5,2,2,1,1,0,0,0,0,0,18,3.26,0,0,0,18
BARNES W,5.56%,5.56% 27.78% 27.78% 11.11% 11.11%,,,,5.56%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,5,5,2,2,1,1,0,0,0,0,0,18,3.26,0,0,0,18
,5.56%,5.56% 27.78% 27.78% 11.11% 11.11%,,,,5.56%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7174-601,0,2,0,4,7,4,3,1,0,0,0,0,0,21,2.951,0,0,0,21
HELGE T,0.00%,9.52%,0.00% 19.05% 33.33% 19.05% 14.29%,,,,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,0,4,7,4,3,1,0,0,0,0,0,21,2.951,0,0,0,21
,0.00%,9.52%,0.00% 19.05% 33.33% 19.05% 14.29%,,,,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7222S-601,0,3,2,1,2,3,0,0,0,0,0,0,0,11,3.334,0,0,0,11
WASHINGTON K,0.00% 27.27% 18.18%,,9.09% 18.18% 27.27%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,1,2,3,0,0,0,0,0,0,0,11,3.334,0,0,0,11
,0.00% 27.27% 18.18%,,9.09% 18.18% 27.27%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7227-601,0,3,2,0,2,1,0,0,0,0,0,0,0,8,3.501,0,0,0,8
DRYDEN J,0.00% 37.50% 25.00%,,0.00% 25.00% 12.50%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,0,2,1,0,0,0,0,0,0,0,8,3.501,0,0,0,8
,0.00% 37.50% 25.00%,,0.00% 25.00% 12.50%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7260-601,1,2,2,1,3,1,1,0,0,0,0,0,0,11,3.334,0,0,0,11
GREEN M,9.09% 18.18% 18.18%,,9.09% 27.27%,,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,2,1,3,1,1,0,0,0,0,0,0,11,3.334,0,0,0,11
,9.09% 18.18% 18.18%,,9.09% 27.27%,,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7268-601,0,1,3,3,2,0,1,0,0,0,0,0,0,10,3.333,0,0,0,10
SLATTERY J,0.00% 10.00% 30.00% 30.00% 20.00%,,,,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,3,2,0,1,0,0,0,0,0,0,10,3.333,0,0,0,10
,0.00% 10.00% 30.00% 30.00% 20.00%,,,,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7301-601,0,2,2,5,6,0,0,0,0,0,0,0,0,15,3.332,0,0,0,15
SPURLOCK J,0.00% 13.33% 13.33% 33.33% 40.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,5,6,0,0,0,0,0,0,0,0,15,3.332,0,0,0,15
,0.00% 13.33% 13.33% 33.33% 40.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7303-601,1,1,2,4,2,2,0,0,0,0,0,0,0,12,3.334,0,0,0,12
BRADBURY J,8.33%,8.33% 16.67% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,4,2,2,0,0,0,0,0,0,0,12,3.334,0,0,0,12
,8.33%,8.33% 16.67% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7310-601,0,1,3,5,3,1,0,0,0,0,0,0,0,13,3.333,0,0,0,13
HELGE T,0.00%,7.69% 23.08% 38.46% 23.08%,,,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,5,3,1,0,0,0,0,0,0,0,13,3.333,0,0,0,13
,0.00%,7.69% 23.08% 38.46% 23.08%,,,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7316-601,2,2,3,2,2,7,1,0,2,0,0,0,0,21,3.05,0,0,0,21
RAMBO L,9.52%,9.52% 14.29%,9.52%,9.52% 33.33%,,4.76%,0.00%,9.52%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,2,3,2,2,7,1,0,2,0,0,0,0,21,3.05,0,0,0,21
,9.52%,9.52% 14.29%,9.52%,9.52% 33.33%,,4.76%,0.00%,9.52%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7319-601,0,8,0,1,0,2,0,1,1,0,0,0,0,13,3.41,0,0,0,13
BYRNES W,0.00% 61.54%,0.00%,7.69%,0.00% 15.38%,,0.00%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,8,0,1,0,2,0,1,1,0,0,0,0,13,3.41,0,0,0,13
,0.00% 61.54%,0.00%,7.69%,0.00% 15.38%,,0.00%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7368-601,0,2,2,1,1,0,0,0,0,0,0,0,0,6,3.611,0,0,0,6
GEORGE J,0.00% 33.33% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,1,1,0,0,0,0,0,0,0,0,6,3.611,0,0,0,6
,0.00% 33.33% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7401-601,0,1,6,2,0,0,0,0,0,0,0,0,0,9,3.631,0,0,0,9
JOURDAN D,0.00% 11.11% 66.67% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,6,2,0,0,0,0,0,0,0,0,0,9,3.631,0,0,0,9
,0.00% 11.11% 66.67% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7414-601,1,3,2,1,0,0,0,0,0,0,0,0,0,7,3.811,0,0,0,7
SPURLOCK J14.29% 42.86% 28.57% 14.29%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,2,1,0,0,0,0,0,0,0,0,0,7,3.811,0,0,0,7
,14.29% 42.86% 28.57% 14.29%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7435-601,2,4,1,3,2,1,3,2,2,0,0,0,0,20,3.034,0,0,1,21
SJOSTROM W10.00% 20.00%,,,5.00% 15.00% 10.00%,,5.00% 15.00% 10.00% 10.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,4,1,3,2,1,3,2,2,0,0,0,0,20,3.034,0,0,1,21
,10.00% 20.00%,,5.00% 15.00% 10.00%,,5.00% 15.00% 10.00% 10.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7444-601,0,2,2,3,8,12,0,0,0,0,0,0,0,27,3.013,0,0,0,27
SULLIVAN H,0.00%,7.41%,7.41% 11.11% 29.63% 44.44%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,3,8,12,0,0,0,0,0,0,0,27,3.013,0,0,0,27
,0.00%,7.41%,7.41% 11.11% 29.63% 44.44%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7454-601,1,2,7,2,4,7,6,0,0,0,0,0,0,29,3.07,0,0,0,29
NEWMAN N,3.45%,6.90% 24.14%,6.90% 13.79% 24.14% 20.69%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,7,2,4,7,6,0,0,0,0,0,0,29,3.07,0,0,0,29
,3.45%,6.90% 24.14%,6.90% 13.79% 24.14% 20.69%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7484-601,0,1,1,1,5,0,0,1,0,0,0,0,0,9,3.111,0,0,0,9
VISHNUBHAKAT S,0.00% 11.11% 11.11% 11.11% 55.56%,,,,0.00%,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,1,5,0,0,1,0,0,0,0,0,9,3.111,0,0,0,9
,0.00% 11.11% 11.11% 11.11% 55.56%,,,,0.00%,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7487-601,1,2,0,2,1,0,0,0,0,0,0,0,0,6,3.611,0,0,0,6
GARZA V,16.67% 33.33%,,0.00% 33.33% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,0,2,1,0,0,0,0,0,0,0,0,6,3.611,0,0,0,6
,16.67% 33.33%,,0.00% 33.33% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7488-601,0,2,2,7,0,4,1,2,0,0,0,0,0,18,3.092,0,0,0,18
HENNING W,0.00% 11.11% 11.11% 38.89%,,,0.00% 22.22%,,5.56% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,7,0,4,1,2,0,0,0,0,0,18,3.092,0,0,0,18
,0.00% 11.11% 11.11% 38.89%,,,0.00% 22.22%,,5.56% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7492-601,1,1,1,5,1,2,0,0,0,0,0,0,0,11,3.333,0,0,0,11
NEWMAN N,9.09%,9.09%,9.09% 45.45%,9.09% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,1,5,1,2,0,0,0,0,0,0,0,11,3.333,0,0,0,11
,9.09%,9.09%,9.09% 45.45%,9.09% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7516-601,0,1,2,1,0,1,0,0,0,0,0,0,0,5,3.468,0,0,0,5
LUCAS G,0.00% 20.00% 40.00% 20.00%,,,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,2,1,0,1,0,0,0,0,0,0,0,5,3.468,0,0,0,5
,0.00% 20.00% 40.00% 20.00%,,,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7532-601,0,1,1,3,0,0,0,0,0,0,0,0,0,5,3.532,0,0,0,5
MALLIN C,0.00% 20.00% 20.00% 60.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,3,0,0,0,0,0,0,0,0,0,5,3.532,0,0,0,5
,0.00% 20.00% 20.00% 60.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,,------,-----,---,---,---,------
LAW-7540-601,0,2,1,1,4,0,1,0,0,0,0,0,0,9,3.258,0,0,0,9
ELLIOTT F,0.00% 22.22% 11.11% 11.11% 44.44%,,,,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,1,4,0,1,0,0,0,0,0,0,9,3.258,0,0,0,9
,0.00% 22.22% 11.11% 11.11% 44.44%,,,,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7604-601,2,1,4,0,0,2,0,0,0,0,0,1,0,10,3.271,0,0,0,10
FEARE D,20.00% 10.00% 40.00%,,0.00%,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00% 10.00%,,0.00%,,,,,,,
COURSE TOTAL:,2,1,4,0,0,2,0,0,0,0,0,1,0,10,3.271,0,0,0,10
