,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
,63.41%,31.71%,0.00%,4.88%,0.00%,,,,,,,,,
COURSE TOTAL:,58,23,1,2,0,84,3.63,0,0,0,0,0,84,
,69.05%,27.38%,1.19%,2.38%,0.00%,,,,,,,,,
SCMT-375-199,21,3,0,0,0,24,3.875,0,0,0,0,0,24,WHITTEN G
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,21,3,0,0,0,24,3.875,0,0,0,0,0,24,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
SCMT-455-299,7,0,0,0,0,7,4,0,0,0,0,0,7,WHITTEN G
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7,4,0,0,0,0,0,7,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,INFORMATION & OPERATIONS MGMT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,488,232,76,33,18,847,3.344,1,0,0,20,0,868,
,57.62%,27.39%,8.97%,3.90%,2.13%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MGMT-209-100,5,65,53,15,10,148,2.27,0,0,0,10,0,158,SWIM K
,3.38%,43.92%,35.81%,10.14%,6.76%,,,,,,,,,
MGMT-209-200,16,59,69,11,3,158,2.468,0,0,0,6,0,164,HAILEY C
,10.13%,37.34%,43.67%,6.96%,1.90%,,,,,,,,,
COURSE TOTAL:,21,124,122,26,13,306,2.372,0,0,0,16,0,322,
,6.86%,40.52%,39.87%,8.50%,4.25%,,,,,,,,,
MGMT-211-100,2,19,20,5,2,48,2.291,0,0,0,5,0,53,SWIM K
,4.17%,39.58%,41.67%,10.42%,4.17%,,,,,,,,,
COURSE TOTAL:,2,19,20,5,2,48,2.291,0,0,0,5,0,53,
,4.17%,39.58%,41.67%,10.42%,4.17%,,,,,,,,,
MGMT-309-199,92,200,131,22,5,450,2.782,0,0,0,4,0,454,WESNER B
,20.44%,44.44%,29.11%,4.89%,1.11%,,,,,,,,,
COURSE TOTAL:,92,200,131,22,5,450,2.782,0,0,0,4,0,454,
,20.44%,44.44%,29.11%,4.89%,1.11%,,,,,,,,,
MGMT-363-100,32,67,38,10,0,147,2.823,0,0,0,2,0,149,WESSON L
,21.77%,45.58%,25.85%,6.80%,0.00%,,,,,,,,,
COURSE TOTAL:,32,67,38,10,0,147,2.823,0,0,0,2,0,149,
,21.77%,45.58%,25.85%,6.80%,0.00%,,,,,,,,,
MGMT-373-900,8,10,3,0,0,21,3.238,0,0,0,0,0,21,SCHWARTZ M
,38.10%,47.62%,14.29%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,10,3,0,0,21,3.238,0,0,0,0,0,21,
,38.10%,47.62%,14.29%,0.00%,0.00%,,,,,,,,,
MGMT-439-200,20,3,2,0,1,26,3.576,0,0,0,0,0,26,NEUKIRCH P
,76.92%,11.54%,7.69%,0.00%,3.85%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,20,3,2,0,1,26,3.576,0,0,0,0,0,26,
,76.92%,11.54%,7.69%,0.00%,3.85%,,,,,,,,,
MGMT-450-199,17,7,0,0,0,24,3.708,0,0,0,0,0,24,PANINA D
,70.83%,29.17%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,7,0,0,0,24,3.708,0,0,0,0,0,24,
,70.83%,29.17%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-457-199,22,1,0,0,0,23,3.956,0,0,0,0,0,23,LEWIS D
,95.65%,4.35%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,1,0,0,0,23,3.956,0,0,0,0,0,23,
,95.65%,4.35%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-466-101,20,19,2,0,1,42,3.357,0,0,0,0,0,42,PACE W
,47.62%,45.24%,4.76%,0.00%,2.38%,,,,,,,,,
MGMT-466-102,25,11,6,0,0,42,3.452,0,0,0,0,0,42,PACE W
,59.52%,26.19%,14.29%,0.00%,0.00%,,,,,,,,,
MGMT-466-200,29,14,2,0,0,45,3.6,0,0,0,0,0,45,PACE W
,64.44%,31.11%,4.44%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,74,44,10,0,1,129,3.472,0,0,0,0,0,129,
,57.36%,34.11%,7.75%,0.00%,0.78%,,,,,,,,,
MGMT-484-350,3,0,1,1,0,5,3,1,0,0,0,0,6,MORA K
,60.00%,0.00%,20.00%,20.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,0,1,1,0,5,3,1,0,0,0,0,6,
,60.00%,0.00%,20.00%,20.00%,0.00%,,,,,,,,,
MGMT-637-100,31,2,0,0,0,33,3.939,0,0,0,0,0,33,FLINT G
,93.94%,6.06%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MGMT-637-661,21,16,0,0,0,37,3.567,0,0,0,0,0,37,LESTER R
,56.76%,43.24%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,52,18,0,0,0,70,3.742,0,0,0,0,0,70,
,74.29%,25.71%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-643-200,22,38,5,0,0,65,3.261,0,0,0,0,0,65,HAILEY C
,33.85%,58.46%,7.69%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,38,5,0,0,65,3.261,0,0,0,0,0,65,
,33.85%,58.46%,7.69%,0.00%,0.00%,,,,,,,,,
MGMT-655-100,22,7,0,0,0,29,3.758,0,0,0,0,0,29,KOUFTEROS B
,75.86%,24.14%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,7,0,0,0,29,3.758,0,0,0,0,0,29,
,75.86%,24.14%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-680-100,31,11,0,0,0,42,3.738,0,0,0,0,0,42,FLINT G
,73.81%,26.19%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-680-200,28,13,0,0,0,41,3.682,0,0,0,0,0,41,FLINT G
,68.29%,31.71%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,59,24,0,0,0,83,3.71,0,0,0,0,0,83,
,71.08%,28.92%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,446,562,332,64,22,1426,2.943,1,0,0,27,0,1454,
,31.28%,39.41%,23.28%,4.49%,1.54%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MARKETING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MKTG-321-931,29,13,0,0,0,42,3.69,0,0,0,0,0,42,PARISH J
,69.05%,30.95%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-321-932,28,11,0,0,0,39,3.717,0,0,0,1,0,40,PARISH J
,71.79%,28.21%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,57,24,0,0,0,81,3.703,0,0,0,1,0,82,
,70.37%,29.63%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-345-200,29,9,1,0,0,39,3.717,0,0,0,0,0,39,SREENIVASAN A
,74.36%,23.08%,2.56%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,29,9,1,0,0,39,3.717,0,0,0,0,0,39,
,74.36%,23.08%,2.56%,0.00%,0.00%,,,,,,,,,
MKTG-401-200,3,4,0,0,1,8,3,0,0,0,1,0,9,SEIPP L
,37.50%,50.00%,0.00%,0.00%,12.50%,,,,,,,,,
MKTG-401-299,8,5,0,0,0,13,3.615,0,0,0,3,0,16,SEIPP L
,61.54%,38.46%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,9,0,0,1,21,3.38,0,0,0,4,0,25,
,52.38%,42.86%,0.00%,0.00%,4.76%,,,,,,,,,
MKTG-402-700,7,1,0,0,0,8,3.875,0,0,0,0,0,8,MCDANIEL S
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,1,0,0,0,8,3.875,0,0,0,0,0,8,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-403-700,7,0,0,0,0,7,4,0,0,0,1,0,8,MCDANIEL S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7,4,0,0,0,1,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MARKETING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MKTG-404-399,26,2,1,2,0,31,3.677,0,0,0,0,0,31,DIKEC A
,83.87%,6.45%,3.23%,6.45%,0.00%,,,,,,,,,
COURSE TOTAL:,26,2,1,2,0,31,3.677,0,0,0,0,0,31,
,83.87%,6.45%,3.23%,6.45%,0.00%,,,,,,,,,
MKTG-409-100,27,8,0,0,0,35,3.771,0,0,0,0,0,35,LORING A
,77.14%,22.86%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-409-101,29,6,0,0,0,35,3.828,0,0,0,0,0,35,LORING A
,82.86%,17.14%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-409-199,13,51,73,12,5,154,2.357,1,0,0,13,0,168,PRIDE W
,8.44%,33.12%,47.40%,7.79%,3.25%,,,,,,,,,
MKTG-409-200,25,12,1,2,0,40,3.5,0,0,0,0,0,40,SREENIVASAN A
,62.50%,30.00%,2.50%,5.00%,0.00%,,,,,,,,,
MKTG-409-700,2,34,40,5,3,84,2.321,0,0,0,8,0,92,PRIDE W
,2.38%,40.48%,47.62%,5.95%,3.57%,,,,,,,,,
COURSE TOTAL:,96,111,114,19,8,348,2.77,1,0,0,21,0,370,
,27.59%,31.90%,32.76%,5.46%,2.30%,,,,,,,,,
MKTG-448-900,4,11,2,0,0,17,3.117,0,0,0,0,0,17,SEIPP L
,23.53%,64.71%,11.76%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,11,2,0,0,17,3.117,0,0,0,0,0,17,
,23.53%,64.71%,11.76%,0.00%,0.00%,,,,,,,,,
MKTG-484-351,6,1,0,0,0,7,3.857,0,0,0,0,0,7,LORING A
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,1,0,0,0,7,3.857,0,0,0,0,0,7,
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MARKETING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MKTG-621-196,8,8,3,0,0,19,3.263,0,0,0,0,0,19,PRIDE W
,42.11%,42.11%,15.79%,0.00%,0.00%,,,,,,,,,
MKTG-621-200,24,8,1,0,0,33,3.696,0,0,0,0,0,33,LAMPO S
,72.73%,24.24%,3.03%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,32,16,4,0,0,52,3.538,0,0,0,0,0,52,
,61.54%,30.77%,7.69%,0.00%,0.00%,,,,,,,,,
MKTG-638-661,9,4,0,0,0,13,3.692,0,0,0,0,0,13,YADAV M
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,4,0,0,0,13,3.692,0,0,0,0,0,13,
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-665-200,27,9,0,0,0,36,3.75,0,0,0,0,0,36,PARISH J
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,27,9,0,0,0,36,3.75,0,0,0,0,0,36,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-689-200,29,8,0,0,0,37,3.783,0,0,0,0,0,37,LIU Y
,78.38%,21.62%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,29,8,0,0,0,37,3.783,0,0,0,0,0,37,
,78.38%,21.62%,0.00%,0.00%,0.00%,,,,,,,,,
MKTG-705-300,59,3,0,0,0,62,3.951,0,0,0,0,0,62,LORING A
,95.16%,4.84%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,59,3,0,0,0,62,3.951,0,0,0,0,0,62,
,95.16%,4.84%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MARKETING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,399,208,122,21,9,759,3.242,1,0,0,27,0,787,
,52.57%,27.40%,16.07%,2.77%,1.19%,,,,,,,,,
COLLEGE TOTAL:,2961,1765,792,156,71,5745,3.261,8,0,0,118,3,5874,
,51.54%,30.72%,13.79%,2.72%,1.24%,,,,,,,,,
