,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-421-931,45,0,0,0,0,45,4,0,0,0,0,0,45,FOSTER C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,0,0,0,0,45,4,0,0,0,0,0,45,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-427-100,18,26,3,0,0,47,3.319,0,0,0,1,0,48,BLASOR T
,38.30%,55.32%,6.38%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,26,3,0,0,47,3.319,0,0,0,1,0,48,
,38.30%,55.32%,6.38%,0.00%,0.00%,,,,,,,,,
ACCT-603-100,18,1,0,0,0,19,3.947,1,0,0,0,0,20,FARMER K
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,1,0,0,0,19,3.947,1,0,0,0,0,20,
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-628-201,21,16,1,0,0,38,3.526,0,0,0,1,0,39,SANDERS J
,55.26%,42.11%,2.63%,0.00%,0.00%,,,,,,,,,
ACCT-628-202,23,13,0,0,0,36,3.638,0,0,0,1,0,37,SANDERS J
,63.89%,36.11%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,44,29,1,0,0,74,3.581,0,0,0,2,0,76,
,59.46%,39.19%,1.35%,0.00%,0.00%,,,,,,,,,
ACCT-629-200,17,1,0,0,0,18,3.944,0,0,0,0,0,18,FLAGG J
,94.44%,5.56%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,1,0,0,0,18,3.944,0,0,0,0,0,18,
,94.44%,5.56%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-640-199,5,10,5,0,0,20,3,0,0,0,5,0,25,FOSTER C
,25.00%,50.00%,25.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,5,10,5,0,0,20,3,0,0,0,5,0,25,
,25.00%,50.00%,25.00%,0.00%,0.00%,,,,,,,,,
ACCT-647-200,19,13,1,1,0,34,3.47,0,0,0,1,0,35,REDMAN K
,55.88%,38.24%,2.94%,2.94%,0.00%,,,,,,,,,
COURSE TOTAL:,19,13,1,1,0,34,3.47,0,0,0,1,0,35,
,55.88%,38.24%,2.94%,2.94%,0.00%,,,,,,,,,
ACCT-650-600,62,0,1,0,0,63,3.968,0,0,0,0,0,63,HEAD M
,98.41%,0.00%,1.59%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,62,0,1,0,0,63,3.968,0,0,0,0,0,63,
,98.41%,0.00%,1.59%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,462,325,124,34,12,957,3.22,8,0,0,34,0,999,
,48.28%,33.96%,12.96%,3.55%,1.25%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF BUSINESS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BUAD-679-101,5,0,0,0,0,5,4,0,0,0,0,0,5,MARCANTONIO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BUAD-679-351,11,0,1,0,1,13,3.538,0,0,0,0,0,13,HALE T
,84.62%,0.00%,7.69%,0.00%,7.69%,,,,,,,,,
BUAD-679-700,21,0,1,0,0,22,3.909,0,0,0,0,0,22,HALE T
,95.45%,0.00%,4.55%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,37,0,2,0,1,40,3.822,0,0,0,0,0,40,
,92.50%,0.00%,5.00%,0.00%,2.50%,,,,,,,,,
BUAD-693-101,5,0,0,0,0,5,4,0,0,0,0,0,5,MARCANTONIO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BUAD-700-200,25,18,0,0,0,43,3.581,0,0,0,0,0,43,FLINT G
,58.14%,41.86%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,18,0,0,0,43,3.581,0,0,0,0,0,43,
,58.14%,41.86%,0.00%,0.00%,0.00%,,,,,,,,,
BUAD-701-200,24,16,1,0,0,41,3.56,2,0,0,0,0,43,BLASOR T
,58.54%,39.02%,2.44%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,16,1,0,0,41,3.56,2,0,0,0,0,43,
,58.54%,39.02%,2.44%,0.00%,0.00%,,,,,,,,,
BUSN-403-901,6,2,0,0,0,8,3.75,0,0,0,0,0,8,GUILLORY J
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,2,0,0,0,8,3.75,0,0,0,0,0,8,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF BUSINESS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
IBUS-401-299,0,2,3,0,0,5,2.4,0,0,0,0,0,5,SEIPP L
,0.00%,40.00%,60.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,0,2,3,0,0,5,2.4,0,0,0,0,0,5,
,0.00%,40.00%,60.00%,0.00%,0.00%,,,,,,,,,
IBUS-402-350,23,1,0,0,0,24,3.958,0,0,0,0,0,24,MCDANIEL S
,95.83%,4.17%,0.00%,0.00%,0.00%,,,,,,,,,
IBUS-402-351,5,0,0,0,0,5,4,0,0,0,0,0,5,BURTON L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,28,1,0,0,0,29,3.965,0,0,0,0,0,29,
,96.55%,3.45%,0.00%,0.00%,0.00%,,,,,,,,,
IBUS-403-350,10,1,0,0,0,11,3.909,0,0,0,0,0,11,MCDANIEL S
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,1,0,0,0,11,3.909,0,0,0,0,0,11,
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
IBUS-450-150,6,3,0,0,0,9,3.666,0,0,0,0,0,9,PANINA D
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,3,0,0,0,9,3.666,0,0,0,0,0,9,
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
IBUS-459-150,10,0,0,0,0,10,4,0,0,0,0,0,10,ARAUJO A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10,4,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF BUSINESS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,151,43,6,0,1,201,3.744,2,0,0,0,0,203,
,75.12%,21.39%,2.99%,0.00%,0.50%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,FINANCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
FINC-341-100,77,33,12,0,2,124,3.475,0,0,0,2,0,126,MARTINDALE L
,62.10%,26.61%,9.68%,0.00%,1.61%,,,,,,,,,
COURSE TOTAL:,77,33,12,0,2,124,3.475,0,0,0,2,0,126,
,62.10%,26.61%,9.68%,0.00%,1.61%,,,,,,,,,
FINC-409-199,124,144,93,5,3,369,3.032,0,0,0,7,0,376,AO M
,33.60%,39.02%,25.20%,1.36%,0.81%,,,,,,,,,
COURSE TOTAL:,124,144,93,5,3,369,3.032,0,0,0,7,0,376,
,33.60%,39.02%,25.20%,1.36%,0.81%,,,,,,,,,
FINC-445-150,13,16,0,0,0,29,3.448,0,0,0,0,0,29,GASPAR J
,44.83%,55.17%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,16,0,0,0,29,3.448,0,0,0,0,0,29,
,44.83%,55.17%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-485-301,10,0,0,0,0,10,0,0,0,0,0,0,10,ZEAL S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10,Error,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-489-199,8,1,0,0,0,9,3.888,0,0,0,0,0,9,SHIN S
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,1,0,0,0,9,3.888,0,0,0,0,0,9,
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-629-101,14,21,3,0,0,38,3.289,0,0,0,0,0,38,ERTURK B
,36.84%,55.26%,7.89%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,21,3,0,0,38,3.289,0,0,0,0,0,38,
,36.84%,55.26%,7.89%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,FINANCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
FINC-632-101,13,9,0,0,0,22,3.59,0,0,0,1,0,23,DYE R
,59.09%,40.91%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-632-102,16,13,2,1,0,32,3.375,0,0,0,0,0,32,DYE R
,50.00%,40.63%,6.25%,3.13%,0.00%,,,,,,,,,
COURSE TOTAL:,29,22,2,1,0,54,3.462,0,0,0,1,0,55,
,53.70%,40.74%,3.70%,1.85%,0.00%,,,,,,,,,
FINC-642-101,24,8,0,0,0,32,3.75,0,0,0,0,0,32,MARTINDALE L
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-642-102,17,16,0,0,0,33,3.515,0,0,0,0,0,33,MARTINDALE L
,51.52%,48.48%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,41,24,0,0,0,65,3.63,0,0,0,0,0,65,
,63.08%,36.92%,0.00%,0.00%,0.00%,,,,,,,,,
FINC-685-301,22,0,1,0,0,23,0,0,0,0,0,0,23,ZEAL S
,95.65%,0.00%,4.35%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,0,1,0,0,23,Error,0,0,0,0,0,23,
,95.65%,0.00%,4.35%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,FINANCE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,338,261,111,6,5,721,3.245,0,0,0,10,0,731,
,46.88%,36.20%,15.40%,0.83%,0.69%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,INFORMATION & OPERATIONS MGMT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ISTM-209-198,3,3,1,2,0,9,2.777,0,0,0,0,0,9,CURTSINGER W
,33.33%,33.33%,11.11%,22.22%,0.00%,,,,,,,,,
ISTM-209-199,204,159,61,27,14,465,3.101,0,0,0,5,0,470,CURTSINGER W
,43.87%,34.19%,13.12%,5.81%,3.01%,,,,,,,,,
COURSE TOTAL:,207,162,62,29,14,474,3.094,0,0,0,5,0,479,
,43.67%,34.18%,13.08%,6.12%,2.95%,,,,,,,,,
ISTM-210-100,13,8,0,0,0,21,3.619,0,0,0,0,0,21,JAMIESON T
,61.90%,38.10%,0.00%,0.00%,0.00%,,,,,,,,,
ISTM-210-200,11,6,2,2,1,22,3.09,0,0,0,0,0,22,PHINNEY T
,50.00%,27.27%,9.09%,9.09%,4.55%,,,,,,,,,
COURSE TOTAL:,24,14,2,2,1,43,3.348,0,0,0,0,0,43,
,55.81%,32.56%,4.65%,4.65%,2.33%,,,,,,,,,
ISTM-455-299,10,2,1,0,0,13,3.692,0,0,0,0,0,13,WHITTEN G
,76.92%,15.38%,7.69%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,2,1,0,0,13,3.692,0,0,0,0,0,13,
,76.92%,15.38%,7.69%,0.00%,0.00%,,,,,,,,,
ISTM-601-200,11,4,0,0,0,15,3.733,0,0,0,0,0,15,PHINNEY T
,73.33%,26.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,4,0,0,0,15,3.733,0,0,0,0,0,15,
,73.33%,26.67%,0.00%,0.00%,0.00%,,,,,,,,,
ISTM-610-200,3,4,0,0,0,7,3.428,0,0,0,0,0,7,WHITTEN G
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,4,0,0,0,7,3.428,0,0,0,0,0,7,
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,INFORMATION & OPERATIONS MGMT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ISTM-615-201,18,14,1,0,0,33,3.515,0,0,0,0,0,33,BECKER A
,54.55%,42.42%,3.03%,0.00%,0.00%,,,,,,,,,
ISTM-615-202,13,14,3,0,0,30,3.333,0,0,0,0,0,30,BECKER A
,43.33%,46.67%,10.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,31,28,4,0,0,63,3.428,0,0,0,0,0,63,
,49.21%,44.44%,6.35%,0.00%,0.00%,,,,,,,,,
ISTM-620-201,18,19,0,0,0,37,3.486,0,0,0,0,0,37,GOMILLION D
,48.65%,51.35%,0.00%,0.00%,0.00%,,,,,,,,,
ISTM-620-202,27,16,0,0,0,43,3.627,0,0,0,0,0,43,GOMILLION D
,62.79%,37.21%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,35,0,0,0,80,3.562,0,0,0,0,0,80,
,56.25%,43.75%,0.00%,0.00%,0.00%,,,,,,,,,
SCMT-303-101,5,6,2,0,0,13,3.23,0,0,0,1,0,14,RANGAN S
,38.46%,46.15%,15.38%,0.00%,0.00%,,,,,,,,,
SCMT-303-201,16,8,6,2,1,33,3.09,1,0,0,1,0,35,DARCEY L
,48.48%,24.24%,18.18%,6.06%,3.03%,,,,,,,,,
COURSE TOTAL:,21,14,8,2,1,46,3.13,1,0,0,2,0,49,
,45.65%,30.43%,17.39%,4.35%,2.17%,,,,,,,,,
SCMT-309-201,3,4,1,0,0,8,3.25,0,0,0,0,0,8,PAPPU M
,37.50%,50.00%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,4,1,0,0,8,3.25,0,0,0,0,0,8,
,37.50%,50.00%,12.50%,0.00%,0.00%,,,,,,,,,
SCMT-364-101,11,11,4,0,0,26,3.269,0,0,0,0,0,26,RANGAN S
,42.31%,42.31%,15.38%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,INFORMATION & OPERATIONS MGMT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
SCMT-364-201,21,11,6,0,0,38,3.394,1,0,0,0,0,39,PAPPU M
,55.26%,28.95%,15.79%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,32,22,10,0,0,64,3.343,1,0,0,0,0,65,
,50.00%,34.38%,15.63%,0.00%,0.00%,,,,,,,,,
SCMT-375-199,31,2,1,0,0,34,3.882,0,0,0,0,0,34,WHITTEN G
,91.18%,5.88%,2.94%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,31,2,1,0,0,34,3.882,0,0,0,0,0,34,
,91.18%,5.88%,2.94%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,418,291,89,33,16,847,3.253,2,0,0,7,0,856,
,49.35%,34.36%,10.51%,3.90%,1.89%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
MGMT-209-100,6,14,12,4,2,38,2.473,0,0,0,1,0,39,SWIM K
,15.79%,36.84%,31.58%,10.53%,5.26%,,,,,,,,,
MGMT-209-200,25,39,35,13,1,113,2.654,0,0,0,0,0,113,HAILEY C
,22.12%,34.51%,30.97%,11.50%,0.88%,,,,,,,,,
COURSE TOTAL:,31,53,47,17,3,151,2.609,0,0,0,1,0,152,
,20.53%,35.10%,31.13%,11.26%,1.99%,,,,,,,,,
MGMT-211-100,1,4,10,2,0,17,2.235,0,0,0,1,0,18,SWIM K
,5.88%,23.53%,58.82%,11.76%,0.00%,,,,,,,,,
COURSE TOTAL:,1,4,10,2,0,17,2.235,0,0,0,1,0,18,
,5.88%,23.53%,58.82%,11.76%,0.00%,,,,,,,,,
MGMT-309-199,75,144,175,32,7,433,2.566,0,0,0,17,0,450,WESNER B
,17.32%,33.26%,40.42%,7.39%,1.62%,,,,,,,,,
COURSE TOTAL:,75,144,175,32,7,433,2.566,0,0,0,17,0,450,
,17.32%,33.26%,40.42%,7.39%,1.62%,,,,,,,,,
MGMT-363-100,14,28,11,6,0,59,2.847,0,0,0,0,0,59,WESSON L
,23.73%,47.46%,18.64%,10.17%,0.00%,,,,,,,,,
COURSE TOTAL:,14,28,11,6,0,59,2.847,0,0,0,0,0,59,
,23.73%,47.46%,18.64%,10.17%,0.00%,,,,,,,,,
MGMT-373-900,17,6,0,0,0,23,3.739,0,0,0,0,0,23,SALADINO S
,73.91%,26.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,6,0,0,0,23,3.739,0,0,0,0,0,23,
,73.91%,26.09%,0.00%,0.00%,0.00%,,,,,,,,,
MGMT-439-200,13,11,0,0,0,24,3.541,0,0,0,0,0,24,CHALUPA J
,54.17%,45.83%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2019,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,13,11,0,0,0,24,3.541,0,0,0,0,0,24,
,54.17%,45.83%,0.00%,0.00%,0.00%,,,,,,,,,
