COLLEGE: DEPARTMENT:,UNIVERSITY TOTAL UNIVERSITY TOTAL,c,"TEXAS A & M UNIVERSITY
GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION
TOTAL",e,f,g
SECTION              A       B       C       D       F     A - F   GPR    I     S     U      Q     X     TOTAL,,,,,,
UNIVERSITY TOTAL:,,"103041    70113   30558    7246    3433
48.06%   32.70%  14.25%   3.38%   1.60%",,214391  3.222,558  3115    89  9021   169,227343
