,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-201-200,21,16,1,0,0,38,3.526,0,0,0,0,0,38,SHRYOCK K
,55.26%,42.11%,2.63%,0.00%,0.00%,,,,,,,,,
AERO-201-501,8,27,12,3,2,52,2.692,0,0,0,5,0,57,VADALI S
,15.38%,51.92%,23.08%,5.77%,3.85%,,,,,,,,,
AERO-201-502,7,24,8,0,0,39,2.974,0,0,0,3,0,42,SHRYOCK K
,17.95%,61.54%,20.51%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,36,67,21,3,2,129,3.023,0,0,0,8,0,137,
,27.91%,51.94%,16.28%,2.33%,1.55%,,,,,,,,,
AERO-210-500,6,24,30,0,1,61,2.557,1,0,0,5,0,67,POLLOCK T
,9.84%,39.34%,49.18%,0.00%,1.64%,,,,,,,,,
COURSE TOTAL:,6,24,30,0,1,61,2.557,1,0,0,5,0,67,
,9.84%,39.34%,49.18%,0.00%,1.64%,,,,,,,,,
AERO-212-500,17,32,13,0,0,62,3.064,0,0,0,3,0,65,KARPETIS A
,27.42%,51.61%,20.97%,0.00%,0.00%,,,,,,,,,
AERO-212-501,16,28,15,3,1,63,2.873,0,0,0,5,0,68,HARA K
,25.40%,44.44%,23.81%,4.76%,1.59%,,,,,,,,,
COURSE TOTAL:,33,60,28,3,1,125,2.968,0,0,0,8,0,133,
,26.40%,48.00%,22.40%,2.40%,0.80%,,,,,,,,,
AERO-214-500,1,12,11,0,1,25,2.48,0,0,0,0,35,60,LE GRAVEREND J
,4.00%,48.00%,44.00%,0.00%,4.00%,,,,,,,,,
COURSE TOTAL:,1,12,11,0,1,25,2.48,0,0,0,0,35,60,
,4.00%,48.00%,44.00%,0.00%,4.00%,,,,,,,,,
AERO-220-500,14,5,7,3,0,29,3.034,0,0,0,2,0,31,BORISSOV S
,48.28%,17.24%,24.14%,10.34%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-220-501,10,13,5,1,4,33,2.727,0,0,0,0,0,33,BORISSOV S
,30.30%,39.39%,15.15%,3.03%,12.12%,,,,,,,,,
COURSE TOTAL:,24,18,12,4,4,62,2.87,0,0,0,2,0,64,
,38.71%,29.03%,19.35%,6.45%,6.45%,,,,,,,,,
AERO-301-200,6,5,1,1,0,13,3.23,0,0,0,0,0,13,DONZIS D
,46.15%,38.46%,7.69%,7.69%,0.00%,,,,,,,,,
AERO-301-500,15,28,9,1,0,53,3.075,0,0,0,0,0,53,DONZIS D
