,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-209-501,100,163,137,6,4,410,2.851,1,0,0,15,1,427,STASNY M
,24.39%,39.76%,33.41%,1.46%,0.98%,,,,,,,,,
ACCT-209-502,72,196,143,3,4,418,2.787,0,0,0,9,3,430,STASNY M
,17.22%,46.89%,34.21%,0.72%,0.96%,,,,,,,,,
ACCT-209-503,1,13,9,0,1,24,2.541,0,0,0,1,0,25,STASNY M
,4.17%,54.17%,37.50%,0.00%,4.17%,,,,,,,,,
ACCT-209-504,2,7,14,0,1,24,2.375,0,0,0,1,0,25,STASNY M
,8.33%,29.17%,58.33%,0.00%,4.17%,,,,,,,,,
COURSE TOTAL:,175,379,303,9,10,876,2.799,1,0,0,26,4,907,
,19.98%,43.26%,34.59%,1.03%,1.14%,,,,,,,,,
ACCT-210-501,7,9,13,13,7,49,1.918,0,0,0,5,0,54,STRAWSER R
,14.29%,18.37%,26.53%,26.53%,14.29%,,,,,,,,,
ACCT-210-502,14,12,8,10,2,46,2.565,0,0,0,8,0,54,STRAWSER R
,30.43%,26.09%,17.39%,21.74%,4.35%,,,,,,,,,
COURSE TOTAL:,21,21,21,23,9,95,2.231,0,0,0,13,0,108,
,22.11%,22.11%,22.11%,24.21%,9.47%,,,,,,,,,
ACCT-229-201,19,11,0,0,0,30,3.633,0,0,0,1,0,31,BENJAMIN J
,63.33%,36.67%,0.00%,0.00%,0.00%,,,,,,,,,
ACCT-229-202,13,8,1,1,0,23,3.434,0,0,0,1,0,24,STRAWSER J
,56.52%,34.78%,4.35%,4.35%,0.00%,,,,,,,,,
ACCT-229-501,12,15,15,9,3,54,2.444,0,0,0,15,0,69,BARRETT J
,22.22%,27.78%,27.78%,16.67%,5.56%,,,,,,,,,
ACCT-229-502,10,15,14,15,0,54,2.37,0,0,0,10,0,64,BARRETT J
,18.52%,27.78%,25.93%,27.78%,0.00%,,,,,,,,,
ACCT-229-503,10,22,15,11,0,58,2.534,0,0,0,7,0,65,BARRETT J
,17.24%,37.93%,25.86%,18.97%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-229-504,29,23,33,21,3,109,2.495,0,0,0,16,0,125,KNOOP J
,26.61%,21.10%,30.28%,19.27%,2.75%,,,,,,,,,
ACCT-229-505,8,14,22,9,2,55,2.309,0,0,0,7,0,62,CLARKE M
,14.55%,25.45%,40.00%,16.36%,3.64%,,,,,,,,,
ACCT-229-506,7,15,13,17,1,53,2.188,0,0,0,10,0,63,CLARKE M
