LAW-7452-601,0,1,4,10,7,2,2,0,0,0,0,0,0,26,3.191,0,1,0,26
RAGAVAN S,0.00%,3.85% 15.38% 38.46% 26.92%,,,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,4,10,7,2,2,0,0,0,0,0,0,26,3.191,0,1,0,26
,0.00%,3.85% 15.38% 38.46% 26.92%,,,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7483-601,4,1,0,2,3,2,1,0,0,0,0,0,0,13,3.336,0,0,0,13
BARNETT B,30.77%,7.69%,0.00% 15.38% 23.08% 15.38%,,,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,1,0,2,3,2,1,0,0,0,0,0,0,13,3.336,0,0,0,13
,30.77%,7.69%,0.00% 15.38% 23.08% 15.38%,,,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7484-601,0,5,4,7,6,4,2,1,0,0,0,0,0,29,3.218,0,1,0,29
MITCHELL T,0.00% 17.24% 13.79% 24.14% 20.69% 13.79%,,,,,6.90%,3.45%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,4,7,6,4,2,1,0,0,0,0,0,29,3.218,0,1,0,29
,0.00% 17.24% 13.79% 24.14% 20.69% 13.79%,,,,,6.90%,3.45%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7488-601,0,10,4,9,9,8,3,2,0,0,0,0,0,45,3.2,0,1,0,45
HENNING W,0.00% 22.22%,,8.89% 20.00% 20.00% 17.78%,,,6.67%,4.44%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,10,4,9,9,8,3,2,0,0,0,0,0,45,3.2,0,1,0,45
,0.00% 22.22%,,8.89% 20.00% 20.00% 17.78%,,,6.67%,4.44%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7540-601,0,2,0,2,2,3,3,1,1,0,0,0,0,14,2.809,0,1,0,14
BERRY C,0.00% 14.29%,,0.00% 14.29% 14.29% 21.43% 21.43%,,,,7.14%,7.14%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,0,2,2,3,3,1,1,0,0,0,0,14,2.809,0,1,0,14
,0.00% 14.29%,,0.00% 14.29% 14.29% 21.43% 21.43%,,,,7.14%,7.14%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7552-601,0,3,6,6,5,2,0,0,0,0,0,0,0,22,3.379,0,0,0,22
SNYDER F,0.00% 13.64% 27.27% 27.27% 22.73%,,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,6,6,5,2,0,0,0,0,0,0,0,22,3.379,0,0,0,22
,0.00% 13.64% 27.27% 27.27% 22.73%,,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7557-601,0,2,1,5,3,0,0,0,0,0,0,0,0,11,3.392,0,1,0,11
HENNING W,0.00% 18.18%,9.09% 45.45% 27.27%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,5,3,0,0,0,0,0,0,0,0,11,3.392,0,1,0,11
,0.00% 18.18%,9.09% 45.45% 27.27%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7603-601,0,4,2,3,4,2,0,0,0,0,0,0,0,15,3.378,0,0,0,15
GREEN M,0.00% 26.67% 13.33% 20.00% 26.67% 13.33%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,2,3,4,2,0,0,0,0,0,0,0,15,3.378,0,0,0,15
,0.00% 26.67% 13.33% 20.00% 26.67% 13.33%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7615-601,0,2,4,4,4,2,0,0,0,0,0,0,0,16,3.333,0,0,0,16
GARCIA D,0.00% 12.50% 25.00% 25.00% 25.00% 12.50%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,4,4,4,2,0,0,0,0,0,0,0,16,3.333,0,0,0,16
,0.00% 12.50% 25.00% 25.00% 25.00% 12.50%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7682-601,0,3,6,0,0,0,0,0,0,0,0,0,0,9,3.78,0,0,0,9
ECKSTEIN G,0.00% 33.33% 66.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,6,0,0,0,0,0,0,0,0,0,0,9,3.78,0,0,0,9
,0.00% 33.33% 66.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7707S-601,1,0,5,11,3,0,0,0,0,0,0,0,0,20,3.399,0,0,0,20
REILLY P,5.00%,0.00% 25.00% 55.00% 15.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,5,11,3,0,0,0,0,0,0,0,0,20,3.399,0,0,0,20
,5.00%,0.00% 25.00% 55.00% 15.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7727-601,0,1,5,2,4,0,0,0,0,0,1,0,0,13,3.231,0,0,0,13
MARKOVIC M,0.00%,7.69% 38.46% 15.38% 30.77%,,,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,5,2,4,0,0,0,0,0,1,0,0,13,3.231,0,0,0,13
,0.00%,7.69% 38.46% 15.38% 30.77%,,,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,,,,,,,
LAW-7777-601,0,4,3,5,7,0,0,0,0,0,0,0,0,19,3.403,0,0,0,19
KASPAR-COKER L,0.00% 21.05% 15.79% 26.32% 36.84%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,3,5,7,0,0,0,0,0,0,0,0,19,3.403,0,0,0,19
,0.00% 21.05% 15.79% 26.32% 36.84%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7780-601,0,0,8,8,2,1,0,0,0,0,0,0,0,19,3.403,0,0,0,19
SILVAS T,0.00%,0.00% 42.11% 42.11% 10.53%,,,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,8,8,2,1,0,0,0,0,0,0,0,19,3.403,0,0,0,19
,0.00%,0.00% 42.11% 42.11% 10.53%,,,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7785-601,3,1,5,5,4,1,0,1,0,0,0,0,0,20,3.385,0,0,0,20
SPENCE J,15.00%,5.00% 25.00% 25.00% 20.00%,,,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,1,5,5,4,1,0,1,0,0,0,0,0,20,3.385,0,0,0,20
,15.00%,5.00% 25.00% 25.00% 20.00%,,,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7787-601,1,2,1,1,1,1,0,0,0,0,0,0,0,7,3.525,0,0,0,7
FIELDS S,14.29% 28.57% 14.29% 14.29% 14.29% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,1,1,1,1,0,0,0,0,0,0,0,7,3.525,0,0,0,7
,14.29% 28.57% 14.29% 14.29% 14.29% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7789-601,0,1,8,4,7,0,0,0,0,0,0,0,0,20,3.384,0,0,0,20
KISER J,0.00%,5.00% 40.00% 20.00% 35.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,8,4,7,0,0,0,0,0,0,0,0,20,3.384,0,0,0,20
,0.00%,5.00% 40.00% 20.00% 35.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7790-601,1,2,3,1,2,2,0,0,0,0,0,0,0,11,3.426,0,0,0,11
NEWMAN N,9.09% 18.18% 27.27%,,9.09% 18.18% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,3,1,2,2,0,0,0,0,0,0,0,11,3.426,0,0,0,11
,9.09% 18.18% 27.27%,,9.09% 18.18% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7793-601,0,0,3,3,4,1,0,0,0,0,0,0,0,11,3.242,0,0,0,11
KRAMPITZ T,0.00%,0.00% 27.27% 27.27% 36.36%,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,3,3,4,1,0,0,0,0,0,0,0,11,3.242,0,0,0,11
,0.00%,0.00% 27.27% 27.27% 36.36%,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7830-604,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
HERRERA L,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7859-601,2,4,2,0,0,0,0,0,0,0,0,0,0,8,3.92,0,0,0,8
BELL S,25.00% 50.00% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,4,2,0,0,0,0,0,0,0,0,0,0,8,3.92,0,0,0,8
,25.00% 50.00% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7865S-601,9,4,0,1,0,0,0,0,0,0,0,0,0,14,3.951,0,0,0,14
CONTRERAS C,64.29% 28.57%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,4,0,1,0,0,0,0,0,0,0,0,0,14,3.951,0,0,0,14
,64.29% 28.57%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7868-601,0,6,2,0,0,0,0,0,0,0,0,0,0,8,3.917,0,0,0,8
SLATTERY J,0.00% 75.00% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,6,2,0,0,0,0,0,0,0,0,0,0,8,3.917,0,0,0,8
,0.00% 75.00% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-601,0,18,0,0,0,0,0,0,0,0,0,0,0,18,4,1,0,0,19
HERRERA L,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-602,0,0,6,3,4,0,0,0,0,0,0,0,0,13,3.385,0,0,0,13
GARCIA SANCHEZ G,0.00%,0.00% 46.15% 23.08% 30.77%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-604,0,2,0,2,2,0,0,0,0,0,0,0,0,6,3.443,0,0,0,6
MORMANN F,0.00% 33.33%,,0.00% 33.33% 33.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-605,0,2,5,4,3,2,0,0,0,0,0,0,0,16,3.375,0,0,0,16
PAULI C,0.00% 12.50% 31.25% 25.00% 18.75% 12.50%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-608,1,2,2,4,6,1,0,0,0,0,0,0,0,16,3.333,0,0,0,16
WALKER T,6.25% 12.50% 12.50% 25.00% 37.50%,,,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-609,1,1,1,2,0,0,0,0,0,0,0,0,0,5,3.668,0,0,0,5
PEGUES M,20.00% 20.00% 20.00% 40.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-610,1,6,1,0,0,0,0,0,0,0,0,0,0,8,3.96,0,0,0,8
PROBASCO R12.50% 75.00% 12.50%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-611,0,1,2,8,2,1,0,0,0,0,0,0,0,14,3.332,0,0,0,14
VASSAR W,0.00%,7.14% 14.29% 57.14% 14.29%,,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-612,0,3,3,11,14,3,1,0,0,0,0,0,0,35,3.199,0,0,0,35
SEYMORE M,0.00%,8.57%,8.57% 31.43% 40.00%,,8.57%,2.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-620,2,3,0,0,0,0,0,0,0,0,0,0,0,5,4.004,0,0,0,5
PROBASCO R40.00% 60.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-700,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
BYRNES W,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-701,0,9,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,9
HERRERA L,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-702,2,3,0,3,2,0,0,0,0,0,0,0,0,10,3.601,0,0,0,10
HALPERN D,20.00% 30.00%,,0.00% 30.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,,------,-----,---,---,---,------
COURSE TOTAL:,7,55,20,37,33,7,1,0,0,0,0,0,0,160,3.576,1,0,0,161
,4.38% 34.38% 12.50% 23.13% 20.63%,,,,4.38%,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT,74,333,395,542,503,251,106,43,10,3,2,0,0,2262,3.274,1,30,0,2263
TOTAL:,3.27% 14.72% 17.46% 23.96% 22.24% 11.10%,,,,,4.69%,1.90%,0.44%,0.13%,0.09%,0.00%,0.00%,,,,,,,
COLLEGE,74,333,395,542,503,251,106,43,10,3,2,0,0,2262,3.274,1,30,0,2263
TOTAL:,3.27% 14.72% 17.46% 23.96% 22.24% 11.10%,,,,,4.69%,1.90%,0.44%,0.13%,0.09%,0.00%,0.00%,,,,,,,
