,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ANTH-202-401,16,10,5,0,0,31,3.354,0,0,0,1,0,32,PEARL F
,51.61%,32.26%,16.13%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,10,5,0,0,31,3.354,0,0,0,1,0,32,
,51.61%,32.26%,16.13%,0.00%,0.00%,,,,,,,,,
ANTH-210-401,30,11,0,0,0,41,3.731,0,0,0,0,0,41,PEARL F
,73.17%,26.83%,0.00%,0.00%,0.00%,,,,,,,,,
ANTH-210-402,18,11,3,0,4,36,3.083,0,0,0,2,0,38,FURTH B
,50.00%,30.56%,8.33%,0.00%,11.11%,,,,,,,,,
ANTH-210-499,11,8,2,0,3,24,3,0,0,0,2,0,26,FURTH B
,45.83%,33.33%,8.33%,0.00%,12.50%,,,,,,,,,
COURSE TOTAL:,59,30,5,0,7,101,3.326,0,0,0,4,0,105,
,58.42%,29.70%,4.95%,0.00%,6.93%,,,,,,,,,
ANTH-318-401,3,8,9,2,0,22,2.545,0,0,0,3,0,25,OERTLING T
,13.64%,36.36%,40.91%,9.09%,0.00%,,,,,,,,,
COURSE TOTAL:,3,8,9,2,0,22,2.545,0,0,0,3,0,25,
,13.64%,36.36%,40.91%,9.09%,0.00%,,,,,,,,,
ANTH-351-401,12,9,1,2,0,24,3.291,0,0,0,0,0,24,MARK S
,50.00%,37.50%,4.17%,8.33%,0.00%,,,,,,,,,
COURSE TOTAL:,12,9,1,2,0,24,3.291,0,0,0,0,0,24,
,50.00%,37.50%,4.17%,8.33%,0.00%,,,,,,,,,
CLAS-371-401,7,8,3,2,0,20,3,0,0,0,0,0,20,MARK S
,35.00%,40.00%,15.00%,10.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,8,3,2,0,20,3,0,0,0,0,0,20,
,35.00%,40.00%,15.00%,10.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COMM-203-401,6,10,1,1,2,20,2.85,0,0,0,0,0,20,VISER V
,30.00%,50.00%,5.00%,5.00%,10.00%,,,,,,,,,
COMM-203-402,23,0,0,0,0,23,4,0,0,0,0,0,23,HENDON E
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COMM-203-403,22,2,0,0,0,24,3.916,0,0,0,0,0,24,HENDON E
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,51,12,1,1,2,67,3.626,0,0,0,0,0,67,
,76.12%,17.91%,1.49%,1.49%,2.99%,,,,,,,,,
DIVE-250-401,4,6,1,0,0,11,3.272,0,0,0,0,0,11,WILLIAMS S
,36.36%,54.55%,9.09%,0.00%,0.00%,,,,,,,,,
DIVE-250-402,5,5,1,0,1,12,3.083,0,0,0,0,0,12,WILLIAMS S
,41.67%,41.67%,8.33%,0.00%,8.33%,,,,,,,,,
DIVE-250-403,6,3,0,0,0,9,3.666,0,0,0,0,0,9,WILLIAMS S
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,14,2,0,1,32,3.312,0,0,0,0,0,32,
,46.88%,43.75%,6.25%,0.00%,3.13%,,,,,,,,,
DIVE-251-401,8,4,0,0,0,12,3.666,0,0,0,0,0,12,EURESTI V
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
DIVE-251-402,7,4,0,0,0,11,3.636,1,0,0,0,0,12,EURESTI V
,63.64%,36.36%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,8,0,0,0,23,3.652,1,0,0,0,0,24,
,65.22%,34.78%,0.00%,0.00%,0.00%,,,,,,,,,
DIVE-331-401,3,7,1,0,0,11,3.181,0,0,0,0,0,11,WHITE L
,27.27%,63.64%,9.09%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,3,7,1,0,0,11,3.181,0,0,0,0,0,11,
,27.27%,63.64%,9.09%,0.00%,0.00%,,,,,,,,,
ENGL-104-401,8,2,4,0,2,16,2.875,0,0,0,3,0,19,BUNCH-DAVIS C
,50.00%,12.50%,25.00%,0.00%,12.50%,,,,,,,,,
ENGL-104-402,2,4,6,6,1,19,2,0,0,0,2,0,21,THEIS W
,10.53%,21.05%,31.58%,31.58%,5.26%,,,,,,,,,
ENGL-104-403,14,4,0,2,0,20,3.5,0,0,0,0,0,20,PRESSWOOD P
,70.00%,20.00%,0.00%,10.00%,0.00%,,,,,,,,,
ENGL-104-404,5,6,2,3,0,16,2.812,0,0,0,3,0,19,THEIS W
,31.25%,37.50%,12.50%,18.75%,0.00%,,,,,,,,,
ENGL-104-405,8,7,5,0,0,20,3.15,0,0,0,0,0,20,GARZA-HORNE J
,40.00%,35.00%,25.00%,0.00%,0.00%,,,,,,,,,
ENGL-104-406,3,5,3,0,2,13,2.538,0,0,0,0,0,13,GARZA-HORNE J
,23.08%,38.46%,23.08%,0.00%,15.38%,,,,,,,,,
ENGL-104-498,20,0,1,0,0,21,3.904,0,0,0,0,0,21,PRESSWOOD P
,95.24%,0.00%,4.76%,0.00%,0.00%,,,,,,,,,
ENGL-104-499,14,4,1,1,0,20,3.55,0,0,0,0,0,20,PRESSWOOD P
,70.00%,20.00%,5.00%,5.00%,0.00%,,,,,,,,,
COURSE TOTAL:,74,32,22,12,5,145,3.089,0,0,0,8,0,153,
,51.03%,22.07%,15.17%,8.28%,3.45%,,,,,,,,,
ENGL-203-401,2,5,3,0,0,10,2.9,0,0,0,0,0,10,TRABER D
,20.00%,50.00%,30.00%,0.00%,0.00%,,,,,,,,,
ENGL-203-402,2,8,2,0,0,12,3,0,0,0,0,0,12,ECHOLS K
,16.67%,66.67%,16.67%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,13,5,0,0,22,2.954,0,0,0,0,0,22,
,18.18%,59.09%,22.73%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ENGL-210-401,18,2,0,0,0,20,3.9,0,0,0,0,0,20,BROOKS S
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-402,17,3,1,0,0,21,3.761,0,0,0,0,0,21,BROOKS S
,80.95%,14.29%,4.76%,0.00%,0.00%,,,,,,,,,
ENGL-210-403,21,0,0,0,0,21,4,0,0,0,0,0,21,BROOKS S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-404,10,6,2,0,0,18,3.444,0,0,0,0,0,18,ECHOLS K
,55.56%,33.33%,11.11%,0.00%,0.00%,,,,,,,,,
ENGL-210-405,12,4,1,0,2,19,3.263,0,0,0,2,0,21,ECHOLS K
,63.16%,21.05%,5.26%,0.00%,10.53%,,,,,,,,,
ENGL-210-406,17,2,1,0,0,20,3.8,0,0,0,0,0,20,BROOKS S
,85.00%,10.00%,5.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-496,12,3,2,1,1,19,3.263,0,0,0,0,0,19,PRESSWOOD P
,63.16%,15.79%,10.53%,5.26%,5.26%,,,,,,,,,
ENGL-210-497,4,14,1,1,0,20,3.05,0,0,0,1,0,21,GARZA-HORNE J
,20.00%,70.00%,5.00%,5.00%,0.00%,,,,,,,,,
ENGL-210-498,6,14,0,0,0,20,3.3,0,0,0,0,0,20,GARZA-HORNE J
,30.00%,70.00%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-499,2,12,1,2,2,19,2.526,0,0,0,1,0,20,GARZA-HORNE J
,10.53%,63.16%,5.26%,10.53%,10.53%,,,,,,,,,
COURSE TOTAL:,119,60,9,4,5,197,3.441,0,0,0,4,0,201,
,60.41%,30.46%,4.57%,2.03%,2.54%,,,,,,,,,
ENGL-253-401,3,9,0,0,1,13,3,0,0,0,2,0,15,TRABER D
,23.08%,69.23%,0.00%,0.00%,7.69%,,,,,,,,,
COURSE TOTAL:,3,9,0,0,1,13,3,0,0,0,2,0,15,
,23.08%,69.23%,0.00%,0.00%,7.69%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ENGL-334-401,6,9,7,0,1,23,2.826,0,0,0,2,0,25,CURLEY S
,26.09%,39.13%,30.43%,0.00%,4.35%,,,,,,,,,
COURSE TOTAL:,6,9,7,0,1,23,2.826,0,0,0,2,0,25,
,26.09%,39.13%,30.43%,0.00%,4.35%,,,,,,,,,
ENGL-335-401,4,5,5,0,1,15,2.733,0,0,0,1,0,16,CURLEY S
,26.67%,33.33%,33.33%,0.00%,6.67%,,,,,,,,,
COURSE TOTAL:,4,5,5,0,1,15,2.733,0,0,0,1,0,16,
,26.67%,33.33%,33.33%,0.00%,6.67%,,,,,,,,,
