,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-209-501,82,173,144,10,3,412,2.779,0,0,0,14,1,427,STASNY M
,19.90%,41.99%,34.95%,2.43%,0.73%,,,,,,,,,
ACCT-209-502,91,164,144,11,4,414,2.789,0,0,0,16,0,430,STASNY M
,21.98%,39.61%,34.78%,2.66%,0.97%,,,,,,,,,
ACCT-209-503,2,10,12,0,0,24,2.583,0,0,0,1,0,25,STASNY M
,8.33%,41.67%,50.00%,0.00%,0.00%,,,,,,,,,
ACCT-209-504,1,7,12,2,3,25,2.04,0,0,0,0,0,25,STASNY M
,4.00%,28.00%,48.00%,8.00%,12.00%,,,,,,,,,
COURSE TOTAL:,176,354,312,23,10,875,2.757,0,0,0,31,1,907,
,20.11%,40.46%,35.66%,2.63%,1.14%,,,,,,,,,
ACCT-210-501,10,23,18,8,4,63,2.428,0,0,0,2,1,66,STRAWSER R
,15.87%,36.51%,28.57%,12.70%,6.35%,,,,,,,,,
ACCT-210-502,18,28,14,7,4,71,2.69,0,0,0,3,0,74,STRAWSER R
,25.35%,39.44%,19.72%,9.86%,5.63%,,,,,,,,,
COURSE TOTAL:,28,51,32,15,8,134,2.567,0,0,0,5,1,140,
,20.90%,38.06%,23.88%,11.19%,5.97%,,,,,,,,,
ACCT-229-200,14,10,2,0,0,26,3.461,0,0,0,0,0,26,KNOOP J
,53.85%,38.46%,7.69%,0.00%,0.00%,,,,,,,,,
ACCT-229-201,12,10,3,0,0,25,3.36,0,0,0,1,0,26,KNOOP J
,48.00%,40.00%,12.00%,0.00%,0.00%,,,,,,,,,
ACCT-229-501,7,12,5,2,0,26,2.923,0,0,0,9,0,35,BARRETT J
,26.92%,46.15%,19.23%,7.69%,0.00%,,,,,,,,,
ACCT-229-502,6,11,8,6,1,32,2.468,0,0,0,4,0,36,BARRETT J
,18.75%,34.38%,25.00%,18.75%,3.13%,,,,,,,,,
ACCT-229-503,11,13,5,3,0,32,3,0,0,0,5,0,37,BARRETT J
,34.38%,40.63%,15.63%,9.38%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,MAYS BUSINESS SCHOOL,,,,,,,,,,,,,
DEPARTMENT:,ACCOUNTING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ACCT-229-504,4,14,6,4,0,28,2.642,0,0,0,6,0,34,CLARKE M
,14.29%,50.00%,21.43%,14.29%,0.00%,,,,,,,,,
ACCT-229-505,8,8,10,4,0,30,2.666,0,0,0,4,0,34,CLARKE M
,26.67%,26.67%,33.33%,13.33%,0.00%,,,,,,,,,
ACCT-229-506,9,14,8,2,0,33,2.909,0,0,0,2,1,36,CLARKE M
,27.27%,42.42%,24.24%,6.06%,0.00%,,,,,,,,,
ACCT-229-507,6,11,10,4,2,33,2.454,0,0,0,2,0,35,CLARKE M
,18.18%,33.33%,30.30%,12.12%,6.06%,,,,,,,,,
ACCT-229-508,4,12,3,4,0,23,2.695,0,0,0,12,0,35,HEAD M
,17.39%,52.17%,13.04%,17.39%,0.00%,,,,,,,,,
ACCT-229-509,3,8,5,3,0,19,2.578,0,0,0,16,0,35,HEAD M
,15.79%,42.11%,26.32%,15.79%,0.00%,,,,,,,,,
ACCT-229-510,7,11,8,6,0,32,2.593,0,0,0,4,0,36,KARA M
,21.88%,34.38%,25.00%,18.75%,0.00%,,,,,,,,,
ACCT-229-511,5,12,10,1,1,29,2.655,0,0,0,6,0,35,RANE S
,17.24%,41.38%,34.48%,3.45%,3.45%,,,,,,,,,
ACCT-229-512,9,12,12,3,0,36,2.75,0,0,0,0,0,36,HEPFER B
,25.00%,33.33%,33.33%,8.33%,0.00%,,,,,,,,,
ACCT-229-513,5,11,10,3,1,30,2.533,0,0,0,6,0,36,HEPFER B
,16.67%,36.67%,33.33%,10.00%,3.33%,,,,,,,,,
ACCT-229-514,9,10,12,3,2,36,2.583,0,0,0,0,0,36,HEPFER B
,25.00%,27.78%,33.33%,8.33%,5.56%,,,,,,,,,
COURSE TOTAL:,119,179,117,48,7,470,2.755,0,0,0,77,1,548,
,25.32%,38.09%,24.89%,10.21%,1.49%,,,,,,,,,
ACCT-230-201,6,11,1,0,0,18,3.277,0,0,0,1,0,19,MCGOWAN A
,33.33%,61.11%,5.56%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
