,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,AGRICULTURE & LIFE SCIENCES,,,,,,,,,,,,,
DEPARTMENT:,"AG LEADERSHIP, EDUC & COMM",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AGCJ-105-500,23,1,0,0,0,24,3.958,0,0,0,0,0,24,WALTHER D
,95.83%,4.17%,0.00%,0.00%,0.00%,,,,,,,,,
AGCJ-105-501,30,4,1,0,0,35,3.828,0,0,0,0,0,35,WALTHER D
,85.71%,11.43%,2.86%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,53,5,1,0,0,59,3.881,0,0,0,0,0,59,
,89.83%,8.47%,1.69%,0.00%,0.00%,,,,,,,,,
AGCJ-281-500,38,8,4,1,1,52,3.557,0,0,0,1,0,53,LEGGETTE H
,73.08%,15.38%,7.69%,1.92%,1.92%,,,,,,,,,
COURSE TOTAL:,38,8,4,1,1,52,3.557,0,0,0,1,0,53,
,73.08%,15.38%,7.69%,1.92%,1.92%,,,,,,,,,
AGCJ-306-598,26,23,8,2,0,59,3.237,0,0,0,1,0,60,DUNSFORD D
,44.07%,38.98%,13.56%,3.39%,0.00%,,,,,,,,,
AGCJ-306-700,24,17,4,0,0,45,3.444,0,0,0,0,0,45,DUNSFORD D
,53.33%,37.78%,8.89%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,50,40,12,2,0,104,3.326,0,0,0,1,0,105,
,48.08%,38.46%,11.54%,1.92%,0.00%,,,,,,,,,
AGCJ-307-501,25,7,1,0,1,34,3.617,0,0,0,1,0,35,RUTHERFORD T
,73.53%,20.59%,2.94%,0.00%,2.94%,,,,,,,,,
AGCJ-307-700,16,8,8,1,4,37,2.837,1,0,0,4,0,42,RUTHERFORD T
,43.24%,21.62%,21.62%,2.70%,10.81%,,,,,,,,,
COURSE TOTAL:,41,15,9,1,5,71,3.211,1,0,0,5,0,77,
,57.75%,21.13%,12.68%,1.41%,7.04%,,,,,,,,,
AGCJ-312-501,46,0,0,0,0,46,4,0,0,0,0,0,46,WALTHER D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,AGRICULTURE & LIFE SCIENCES,,,,,,,,,,,,,
DEPARTMENT:,"AG LEADERSHIP, EDUC & COMM",,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AGCJ-312-700,5,8,10,0,2,25,2.56,0,0,0,2,0,27,MCGRATH P
,20.00%,32.00%,40.00%,0.00%,8.00%,,,,,,,,,
COURSE TOTAL:,51,8,10,0,2,71,3.492,0,0,0,2,0,73,
,71.83%,11.27%,14.08%,0.00%,2.82%,,,,,,,,,
AGCJ-313-901,11,12,1,0,0,24,3.416,0,0,0,0,0,24,LEGGETTE H
,45.83%,50.00%,4.17%,0.00%,0.00%,,,,,,,,,
AGCJ-313-902,10,8,0,1,1,20,3.25,0,0,0,0,0,20,LEGGETTE H
,50.00%,40.00%,0.00%,5.00%,5.00%,,,,,,,,,
AGCJ-313-903,11,2,0,0,0,13,3.846,0,0,0,0,0,13,WALTHER D
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,32,22,1,1,1,57,3.456,0,0,0,0,0,57,
,56.14%,38.60%,1.75%,1.75%,1.75%,,,,,,,,,
AGCJ-314-901,13,8,2,0,0,23,3.478,0,0,0,0,0,23,REDWINE T
,56.52%,34.78%,8.70%,0.00%,0.00%,,,,,,,,,
AGCJ-314-902,11,7,4,0,1,23,3.173,0,0,0,0,0,23,REDWINE T
,47.83%,30.43%,17.39%,0.00%,4.35%,,,,,,,,,
COURSE TOTAL:,24,15,6,0,1,46,3.326,0,0,0,0,0,46,
,52.17%,32.61%,13.04%,0.00%,2.17%,,,,,,,,,
AGCJ-366-501,9,2,0,0,1,12,3.5,0,0,0,1,0,13,MCKIM B
,75.00%,16.67%,0.00%,0.00%,8.33%,,,,,,,,,
AGCJ-366-502,5,1,0,1,0,7,3.428,0,0,0,1,0,8,MCKIM B
,71.43%,14.29%,0.00%,14.29%,0.00%,,,,,,,,,
COURSE TOTAL:,14,3,0,1,1,19,3.473,0,0,0,2,0,21,
,73.68%,15.79%,0.00%,5.26%,5.26%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,AGRICULTURE & LIFE SCIENCES,,,,,,,,,,,,,
