,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LUCAS G,0.00% 18.18% 18.18% 18.18% 18.18%,,,,9.09% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,2,2,2,2,1,2,0,0,0,0,0,0,11,3.211,0,2,0,13
,0.00% 18.18% 18.18% 18.18% 18.18%,,,,9.09% 18.18%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7532-601,0,1,1,1,1,0,3,0,0,0,0,0,0,7,2.998,0,3,0,10
BELLOWS C,0.00% 14.29% 14.29% 14.29% 14.29%,,,,0.00% 42.86%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,1,1,0,3,0,0,0,0,0,0,7,2.998,0,3,0,10
,0.00% 14.29% 14.29% 14.29% 14.29%,,,,0.00% 42.86%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7533-601,1,2,5,8,5,7,7,3,1,0,0,0,0,39,2.94,0,20,0,59
ALTON S,2.56%,5.13% 12.82% 20.51% 12.82% 17.95% 17.95%,,,,,7.69%,2.56%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,5,8,5,7,7,3,1,0,0,0,0,39,2.94,0,20,0,59
,2.56%,5.13% 12.82% 20.51% 12.82% 17.95% 17.95%,,,,,7.69%,2.56%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7540-601,0,5,0,1,1,4,0,0,0,0,0,0,0,11,3.364,0,1,0,12
ELLIOTT F,0.00% 45.45%,,0.00%,9.09%,9.09% 36.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,0,1,1,4,0,0,0,0,0,0,0,11,3.364,0,1,0,12
,0.00% 45.45%,,0.00%,9.09%,9.09% 36.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-601,1,0,0,1,2,1,0,0,0,0,0,0,0,5,3.202,0,0,0,5
ELLIOTT F,20.00%,0.00%,0.00% 20.00% 40.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-602,1,1,4,1,2,0,0,1,2,0,0,0,0,12,3.113,0,1,0,13
SUDDERTH B,8.33%,8.33% 33.33%,8.33% 16.67%,,0.00%,0.00%,8.33% 16.67%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,1,4,2,4,1,0,1,2,0,0,0,0,17,3.139,0,1,0,18
,11.76%,5.88% 23.53% 11.76% 23.53%,,,5.88%,0.00%,5.88% 11.76%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7552-601,0,3,1,2,5,1,0,0,0,0,0,0,0,12,3.333,0,1,0,13
SNYDER F,0.00% 25.00%,,8.33% 16.67% 41.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,1,2,5,1,0,0,0,0,0,0,0,12,3.333,0,1,0,13
,0.00% 25.00%,,8.33% 16.67% 41.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7588-601,0,0,2,6,6,0,1,0,0,0,0,0,0,15,3.176,0,0,0,15
BENSON M,0.00%,0.00% 13.33% 40.00% 40.00%,,,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,2,6,6,0,1,0,0,0,0,0,0,15,3.176,0,0,0,15
,0.00%,0.00% 13.33% 40.00% 40.00%,,,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7616-601,0,2,0,3,0,0,0,0,0,0,0,0,0,5,3.598,1,0,0,6
ALKON C,0.00% 40.00%,,0.00% 60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,0,3,0,0,0,0,0,0,0,0,0,5,3.598,1,0,0,6
,0.00% 40.00%,,0.00% 60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7622-601,0,1,4,1,2,1,0,0,0,0,1,0,0,10,2.88,0,0,0,11
AYRES P,0.00% 10.00% 40.00% 10.00% 20.00% 10.00%,,,,,0.00%,0.00%,0.00%,0.00% 10.00%,,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,4,1,2,1,0,0,0,0,1,0,0,10,2.88,0,0,0,11
,0.00% 10.00% 40.00% 10.00% 20.00% 10.00%,,,,,0.00%,0.00%,0.00%,0.00% 10.00%,,0.00%,0.00%,,,,,,,
LAW-7650-601,1,0,0,1,2,1,0,0,0,0,0,0,0,5,3.202,0,1,0,6
AYRES P,20.00%,0.00%,0.00% 20.00% 40.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,0,1,2,1,0,0,0,0,0,0,0,5,3.202,0,1,0,6
,20.00%,0.00%,0.00% 20.00% 40.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7707S-601,1,2,1,10,5,0,0,0,0,0,0,0,0,19,3.367,0,1,0,20
REILLY P,5.26% 10.53%,,5.26% 52.63% 26.32%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,1,10,5,0,0,0,0,0,0,0,0,19,3.367,0,1,0,20
,5.26% 10.53%,,5.26% 52.63% 26.32%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7775S-601,0,0,5,9,4,0,0,0,0,0,0,0,0,18,3.351,0,1,0,19
ZIMMERMANN M,0.00%,0.00% 27.78% 50.00% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,5,9,4,0,0,0,0,0,0,0,0,18,3.351,0,1,0,19
,0.00%,0.00% 27.78% 50.00% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7780-601,0,3,2,6,6,1,0,0,0,0,0,0,0,18,3.332,0,1,0,19
KISER J,0.00% 16.67% 11.11% 33.33% 33.33%,,,,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,6,6,1,0,0,0,0,0,0,0,18,3.332,0,1,0,19
,0.00% 16.67% 11.11% 33.33% 33.33%,,,,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7782-601,2,2,1,7,5,3,0,0,0,0,0,0,0,20,3.3,0,0,0,20
SPENCE J,10.00% 10.00%,,5.00% 35.00% 25.00% 15.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,2,1,7,5,3,0,0,0,0,0,0,0,20,3.3,0,0,0,20
,10.00% 10.00%,,5.00% 35.00% 25.00% 15.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7783-601,1,0,2,5,4,0,0,0,0,0,0,0,0,12,3.333,0,0,0,12
BURT J,8.33%,0.00% 16.67% 41.67% 33.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,2,5,4,0,0,0,0,0,0,0,0,12,3.333,0,0,0,12
,8.33%,0.00% 16.67% 41.67% 33.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7890-601,0,0,0,12,0,0,0,0,0,0,0,0,0,12,3.33,0,0,0,12
MCCOY J,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,0,12,0,0,0,0,0,0,0,0,0,12,3.33,0,0,0,12
,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-601,0,0,2,11,2,0,0,0,0,0,0,0,0,15,3.331,0,0,0,15
ZADEH J,0.00%,0.00% 13.33% 73.33% 13.33%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-602,1,5,2,0,0,0,0,0,0,0,0,0,0,8,3.918,0,0,0,8
RICH L,12.50% 62.50% 25.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-604,0,2,1,2,5,0,0,0,0,0,0,0,0,10,3.333,0,0,0,10
REILLY P,0.00% 20.00% 10.00% 20.00% 50.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-605,2,2,2,2,0,0,0,0,0,0,0,0,0,8,3.752,0,0,0,8
NEWMAN N,25.00% 25.00% 25.00% 25.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-606,0,1,3,1,0,0,1,0,0,0,0,0,0,6,3.445,0,0,0,6
GORDON R,0.00% 16.67% 50.00% 16.67%,,,0.00%,0.00% 16.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-608,0,1,2,3,1,0,1,0,0,0,0,0,0,8,3.332,0,0,0,8
CARPENTER M0.00% 12.50% 25.00% 37.50% 12.50%,,,,,0.00% 12.50%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-610,0,0,3,0,1,0,1,0,0,0,0,0,0,5,3.268,0,1,0,6
GABRIEL E,0.00%,0.00% 60.00%,0.00% 20.00%,,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-612,0,4,1,2,1,0,0,0,0,0,0,0,0,8,3.666,0,0,0,8
MAROUF F,0.00% 50.00% 12.50% 25.00% 12.50%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-614,0,1,3,2,3,1,0,0,0,0,0,0,0,10,3.334,0,0,0,10
RAGAVAN S,0.00% 10.00% 30.00% 20.00% 30.00% 10.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-619,0,3,1,7,7,0,0,0,0,0,0,0,0,18,3.332,0,0,0,18
KASPAR-COKER L,0.00% 16.67%,5.56% 38.89% 38.89%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-620,1,1,1,1,2,0,1,0,0,0,0,0,0,7,3.334,0,0,0,7
GOLDMAN M,14.29% 14.29% 14.29% 14.29% 28.57%,,,,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-621,0,0,2,7,2,0,0,0,0,0,0,0,0,11,3.331,1,0,0,12
ROSA GAROUPA N,0.00%,0.00% 18.18% 63.64% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-622,0,1,2,1,1,1,0,1,0,0,0,0,0,7,3.191,0,1,0,8
MARKOVIC M,0.00% 14.29% 28.57% 14.29% 14.29% 14.29%,,,,,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-623,1,7,2,1,2,0,1,0,3,0,0,0,0,17,3.295,0,2,0,19
ODIONU C,5.88% 41.18% 11.76%,,5.88% 11.76%,,0.00%,5.88%,0.00% 17.65%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-625,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,8
RICH L,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-626,1,1,4,0,0,0,0,0,0,0,0,0,0,6,3.781,0,0,0,6
RICH L,16.67% 16.67% 66.67%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-628,2,2,1,1,1,0,0,0,0,0,0,0,0,7,3.717,0,0,0,7
TRUJILLO E28.57% 28.57% 14.29% 14.29% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-630,0,0,5,1,2,2,0,0,0,0,0,0,0,10,3.302,0,0,0,10
GEORGE J,0.00%,0.00% 50.00% 10.00% 20.00% 20.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-632,0,0,4,1,1,0,0,0,0,0,0,0,0,6,3.501,0,1,0,7
KOROSEC J,0.00%,0.00% 66.67% 16.67% 16.67%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-633,0,2,1,1,3,0,2,2,0,0,0,0,0,11,2.969,0,1,0,12
KOEHLER M,0.00% 18.18%,9.09%,9.09% 27.27%,,0.00% 18.18% 18.18%,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-634,0,1,1,2,2,0,0,0,0,0,0,0,0,6,3.388,0,0,0,6
BURT J,0.00% 16.67% 16.67% 33.33% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-639,0,1,1,3,1,0,0,0,0,0,0,0,0,6,3.443,0,0,0,6
CALBOLI I,0.00% 16.67% 16.67% 50.00% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,8,43,44,49,37,4,7,3,3,0,0,0,0,198,3.457,1,6,0,205
,4.04% 21.72% 22.22% 24.75% 18.69%,,,,2.02%,3.54%,1.52%,1.52%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT,47,160,229,314,377,217,141,54,17,2,4,1,2,1565,3.096,2,107,0,1675
TOTAL:,3.00% 10.22% 14.63% 20.06% 24.09% 13.87%,,,,,9.01%,3.45%,1.09%,0.13%,0.26%,0.06%,0.13%,,,,,,,
COLLEGE,47,160,229,314,377,217,141,54,17,2,4,1,2,1565,3.096,2,107,0,1675
TOTAL:,3.00% 10.22% 14.63% 20.06% 24.09% 13.87%,,,,,9.01%,3.45%,1.09%,0.13%,0.26%,0.06%,0.13%,,,,,,,
