,,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,QATAR CAMPUS,,,,,,,,,,,,,
DEPARTMENT:,CHEMICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CHEN-205-500,2,6,3,0,0,11,2.909,0,0,0,2,0,13,CASTIER M
,18.18%,54.55%,27.27%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,2,6,3,0,0,11,2.909,0,0,0,2,0,13,
,18.18%,54.55%,27.27%,0.00%,0.00%,,,,,,,,,
CHEN-304-500,2,3,0,0,0,5,3.4,0,0,0,0,0,5,KAKOSIMOS K
,40.00%,60.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,2,3,0,0,0,5,3.4,0,0,0,0,0,5,
,40.00%,60.00%,0.00%,0.00%,0.00%,,,,,,,,,
CHEN-323-500,6,6,4,0,1,17,2.941,0,0,0,0,0,17,NOUNOU M
,35.29%,35.29%,23.53%,0.00%,5.88%,,,,,,,,,
COURSE TOTAL:,6,6,4,0,1,17,2.941,0,0,0,0,0,17,
,35.29%,35.29%,23.53%,0.00%,5.88%,,,,,,,,,
CHEN-382-500,10,10,2,0,0,22,3.363,0,0,0,0,0,22,KAKOSIMOS K
,45.45%,45.45%,9.09%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,10,2,0,0,22,3.363,0,0,0,0,0,22,
,45.45%,45.45%,9.09%,0.00%,0.00%,,,,,,,,,
CHEN-426-500,10,3,0,0,0,13,3.769,0,0,0,0,0,13,LINKE P
,76.92%,23.08%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,3,0,0,0,13,3.769,0,0,0,0,0,13,
,76.92%,23.08%,0.00%,0.00%,0.00%,,,,,,,,,
